ou_mean,ou_std
-0.02,0.0
-0.02,0.001842105263157895
-0.02,0.00368421052631579
-0.02,0.005526315789473685
-0.02,0.00736842105263158
-0.02,0.009210526315789475
-0.02,0.01105263157894737
-0.02,0.012894736842105264
-0.02,0.01473684210526316
-0.02,0.016578947368421054
-0.02,0.01842105263157895
-0.02,0.020263157894736844
-0.02,0.02210526315789474
-0.02,0.023947368421052634
-0.02,0.02578947368421053
-0.02,0.027631578947368424
-0.02,0.02947368421052632
-0.02,0.031315789473684214
-0.02,0.03315789473684211
-0.02,0.035
-0.017105263157894738,0.0
-0.017105263157894738,0.001842105263157895
-0.017105263157894738,0.00368421052631579
-0.017105263157894738,0.005526315789473685
-0.017105263157894738,0.00736842105263158
-0.017105263157894738,0.009210526315789475
-0.017105263157894738,0.01105263157894737
-0.017105263157894738,0.012894736842105264
-0.017105263157894738,0.01473684210526316
-0.017105263157894738,0.016578947368421054
-0.017105263157894738,0.01842105263157895
-0.017105263157894738,0.020263157894736844
-0.017105263157894738,0.02210526315789474
-0.017105263157894738,0.023947368421052634
-0.017105263157894738,0.02578947368421053
-0.017105263157894738,0.027631578947368424
-0.017105263157894738,0.02947368421052632
-0.017105263157894738,0.031315789473684214
-0.017105263157894738,0.03315789473684211
-0.017105263157894738,0.035
-0.014210526315789472,0.0
-0.014210526315789472,0.001842105263157895
-0.014210526315789472,0.00368421052631579
-0.014210526315789472,0.005526315789473685
-0.014210526315789472,0.00736842105263158
-0.014210526315789472,0.009210526315789475
-0.014210526315789472,0.01105263157894737
-0.014210526315789472,0.012894736842105264
-0.014210526315789472,0.01473684210526316
-0.014210526315789472,0.016578947368421054
-0.014210526315789472,0.01842105263157895
-0.014210526315789472,0.020263157894736844
-0.014210526315789472,0.02210526315789474
-0.014210526315789472,0.023947368421052634
-0.014210526315789472,0.02578947368421053
-0.014210526315789472,0.027631578947368424
-0.014210526315789472,0.02947368421052632
-0.014210526315789472,0.031315789473684214
-0.014210526315789472,0.03315789473684211
-0.014210526315789472,0.035
-0.01131578947368421,0.0
-0.01131578947368421,0.001842105263157895
-0.01131578947368421,0.00368421052631579
-0.01131578947368421,0.005526315789473685
-0.01131578947368421,0.00736842105263158
-0.01131578947368421,0.009210526315789475
-0.01131578947368421,0.01105263157894737
-0.01131578947368421,0.012894736842105264
-0.01131578947368421,0.01473684210526316
-0.01131578947368421,0.016578947368421054
-0.01131578947368421,0.01842105263157895
-0.01131578947368421,0.020263157894736844
-0.01131578947368421,0.02210526315789474
-0.01131578947368421,0.023947368421052634
-0.01131578947368421,0.02578947368421053
-0.01131578947368421,0.027631578947368424
-0.01131578947368421,0.02947368421052632
-0.01131578947368421,0.031315789473684214
-0.01131578947368421,0.03315789473684211
-0.01131578947368421,0.035
-0.008421052631578945,0.0
-0.008421052631578945,0.001842105263157895
-0.008421052631578945,0.00368421052631579
-0.008421052631578945,0.005526315789473685
-0.008421052631578945,0.00736842105263158
-0.008421052631578945,0.009210526315789475
-0.008421052631578945,0.01105263157894737
-0.008421052631578945,0.012894736842105264
-0.008421052631578945,0.01473684210526316
-0.008421052631578945,0.016578947368421054
-0.008421052631578945,0.01842105263157895
-0.008421052631578945,0.020263157894736844
-0.008421052631578945,0.02210526315789474
-0.008421052631578945,0.023947368421052634
-0.008421052631578945,0.02578947368421053
-0.008421052631578945,0.027631578947368424
-0.008421052631578945,0.02947368421052632
-0.008421052631578945,0.031315789473684214
-0.008421052631578945,0.03315789473684211
-0.008421052631578945,0.035
-0.005526315789473681,0.0
-0.005526315789473681,0.001842105263157895
-0.005526315789473681,0.00368421052631579
-0.005526315789473681,0.005526315789473685
-0.005526315789473681,0.00736842105263158
-0.005526315789473681,0.009210526315789475
-0.005526315789473681,0.01105263157894737
-0.005526315789473681,0.012894736842105264
-0.005526315789473681,0.01473684210526316
-0.005526315789473681,0.016578947368421054
-0.005526315789473681,0.01842105263157895
-0.005526315789473681,0.020263157894736844
-0.005526315789473681,0.02210526315789474
-0.005526315789473681,0.023947368421052634
-0.005526315789473681,0.02578947368421053
-0.005526315789473681,0.027631578947368424
-0.005526315789473681,0.02947368421052632
-0.005526315789473681,0.031315789473684214
-0.005526315789473681,0.03315789473684211
-0.005526315789473681,0.035
-0.002631578947368419,0.0
-0.002631578947368419,0.001842105263157895
-0.002631578947368419,0.00368421052631579
-0.002631578947368419,0.005526315789473685
-0.002631578947368419,0.00736842105263158
-0.002631578947368419,0.009210526315789475
-0.002631578947368419,0.01105263157894737
-0.002631578947368419,0.012894736842105264
-0.002631578947368419,0.01473684210526316
-0.002631578947368419,0.016578947368421054
-0.002631578947368419,0.01842105263157895
-0.002631578947368419,0.020263157894736844
-0.002631578947368419,0.02210526315789474
-0.002631578947368419,0.023947368421052634
-0.002631578947368419,0.02578947368421053
-0.002631578947368419,0.027631578947368424
-0.002631578947368419,0.02947368421052632
-0.002631578947368419,0.031315789473684214
-0.002631578947368419,0.03315789473684211
-0.002631578947368419,0.035
