ou_mean,ou_std,ITS4_V_num_-200_0,ITS4_V_mean_-200_0,ITS4_V_median_-200_0,ITS4_V_num_-200_-70,ITS4_V_mean_-200_-70,ITS4_V_median_-200_-70,ITS4_V_num_-70_-50,ITS4_V_mean_-70_-50,ITS4_V_median_-70_-50,ITS4_V_num_-50_0,ITS4_V_mean_-50_0,ITS4_V_median_-50_0
0.0019473684210526,0.0063157894736842,314954,-85.93153679080312,-83.04809032704347,230639,-96.6896548100328,-92.02229712132974,67247,-62.08502294633957,-62.79780829222085,17068,-34.51162436178597,-37.28823503362271
0.0008421052631578,0.001578947368421,318900,-78.71798967322178,-78.85206264106716,250582,-82.8332077987046,-82.11587682107287,66039,-64.66946872203415,-65.58172576461006,2279,-33.32557491926757,-37.827470945464206
-0.0004473684210526,0.0063157894736842,316288,-97.87712251524769,-95.1075228075294,263173,-106.12696987285851,-101.49740769681077,42984,-62.30038539217584,-63.14419855909082,10131,-34.516485841041494,-37.9446525025314
0.0010263157894736,0.0071052631578947,314697,-91.5203243403052,-88.09827587523557,240616,-102.5947315447266,-97.09643527458734,56799,-61.95275463956132,-62.55734443185255,17282,-34.5089152171413,-36.650085344073105
0.0017631578947368,0.0019736842105263,317250,-76.40520245307316,-76.9916217844449,227898,-82.19420608738334,-81.32500209677582,83542,-63.61499393099512,-64.48977297513512,5810,-33.24121796072103,-37.81744339261044
0.0023157894736842,0.0067105263157894,314365,-85.08144738565184,-82.08313141810125,224479,-96.78422491412944,-92.1112485697631,70082,-61.86664036317521,-62.55852168386784,19804,-34.58216991312504,-37.28104270196309
0.0010263157894736,0.0007894736842105,319631,-73.1937946222544,-72.7194713409241,215549,-76.70166976988254,-75.65412782063625,103319,-66.16854264874743,-66.95847979794112,763,-33.51231160084879,-38.05764771437409
0.0021315789473684,0.0035526315789473,316069,-79.38103142505501,-78.76220767245056,230581,-86.49025284473908,-84.07696826050987,76902,-63.17845583980639,-64.05084653773754,8586,-33.58078491732295,-38.35029738800382
-0.0004473684210526,0.0023684210526315,319312,-90.31721982474677,-90.0008052373453,291951,-92.89499709642851,-91.61168358847044,25936,-64.43528271330233,-65.54802864928155,1425,-33.257057493290546,-37.911993534337206
-0.001,0.0071052631578947,314959,-102.33344439088637,-99.13738513490716,265474,-110.97096437409562,-105.85125565204308,38215,-62.276977131180594,-63.22191424810458,11270,-34.695548765966656,-37.91748426346559
