ou_mean,ou_std,PV2_r,PV2_cv,PV3_r,PV3_cv,PV4_r,PV4_cv,PV5A_r,PV5A_cv,PV5B_r,PV5B_cv,PV6_r,PV6_cv
0.0268421052631578,0.0010526315789473,124.53846153846153,0.027355504764080864,124.58522727272727,0.027366809365069623,124.52688172043011,0.027762479856687512,124.54794520547945,0.027754199509176156,124.47014925373135,0.027486743066721997,124.52380952380952,0.027541241891511754
-0.0047368421052631,0.0042105263157894,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
-0.0021052631578947,0.0021052631578947,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
0.0347368421052631,0.0168421052631578,116.76923076923077,0.9235975449901235,114.88636363636364,0.9191213062308524,114.33333333333333,0.9262712470963343,115.42465753424658,0.9395102265391542,113.0223880597015,0.9322937069725697,114.47619047619048,0.8939479575980414
0.0373684210526315,0.0168421052631578,126.23076923076923,0.7751112999423564,126.1534090909091,0.7534822333675483,125.54838709677419,0.7726800217614661,125.95890410958904,0.7876818600589712,124.24626865671642,0.7646015996516852,125.79761904761905,0.7445276756035012
0.0373684210526315,0.0063157894736842,149.23076923076923,0.08046660776959388,149.38636363636363,0.07443302345755648,149.3978494623656,0.07654820378713387,149.46575342465752,0.08010699968382017,149.0597014925373,0.07657670141873239,149.41666666666666,0.0770351029892354
0.0084210526315789,0.011578947368421,1.0,0.7336536305671782,1.6079545454545454,1.1669198679160446,1.8064516129032258,1.2070857760548046,1.643835616438356,1.4590985208961194,1.2761194029850746,1.5718903040872865,1.3095238095238095,1.1158806009112592
0.0373684210526315,0.0010526315789473,151.30769230769232,0.01078050414342414,151.29545454545453,0.010697892035615315,151.30107526881721,0.01090464508813902,151.3013698630137,0.010805658887914417,151.23880597014926,0.01080147159576199,151.26190476190476,0.010724645296902677
-0.0047368421052631,0.0189473684210526,0.23076923076923078,,0.4090909090909091,0.593832951596128,0.3333333333333333,0.289616980929464,0.4794520547945205,1.6328377386633608,0.1865671641791045,,0.21428571428571427,
0.0189473684210526,0.0126315789473684,33.30769230769231,1.5745088421486229,32.01704545454545,1.6539963877169241,32.935483870967744,1.673499237211771,33.41095890410959,1.595599830103315,31.895522388059703,1.6553720472450992,32.023809523809526,1.605451426293207
0.0057894736842105,0.0157894736842105,1.6153846153846154,0.9729885652173484,2.1931818181818183,1.270073688761793,2.5376344086021505,1.2369309233237946,2.2739726027397262,1.4245408675614428,1.9328358208955223,1.2378538234930778,2.0476190476190474,1.403851107797585
0.04,0.011578947368421,147.84615384615384,0.28223940004522635,148.1818181818182,0.2304538960420204,148.2258064516129,0.23554243571277847,148.13698630136986,0.252877556023481,147.7462686567164,0.23130784367029755,148.41666666666666,0.2304015964305324
0.0189473684210526,0.0042105263157894,27.384615384615383,1.2033302461168454,26.119318181818183,1.3630341339429326,26.752688172043012,1.3737610870479458,27.315068493150687,1.3322892685730126,25.791044776119403,1.3952741532661392,26.238095238095237,1.3231800447675148
0.0031578947368421,0.0168421052631578,0.7692307692307693,0.7507834108085004,1.3579545454545454,1.2187611492592783,1.7096774193548387,1.1512471645741142,1.5616438356164384,1.5339759755086482,1.208955223880597,1.3692330292538444,1.2738095238095237,1.2009595238641304
0.04,0.0189473684210526,130.76923076923077,0.7489187467048282,129.8125,0.7488204786506464,128.86021505376345,0.7771207991890603,129.64383561643837,0.7844190283278043,127.73134328358209,0.7665945712088169,129.60714285714286,0.7362892854333284
