ou_mean,ou_std,NGF1_r,NGF1_cv,NGF2_r,NGF2_cv,NGF3_r,NGF3_cv,NGF4_r,NGF4_cv,NGF5A_r,NGF5A_cv,NGF5B_r,NGF5B_cv,NGF6_r,NGF6_cv
-0.0113793103448275,0.0020689655172413,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
-0.0268965517241379,0.0113793103448275,0.39072847682119205,,0.45454545454545453,,0.4533333333333333,1.0706412969499364,0.35714285714285715,,0.25,,0.4583333333333333,,0.4473684210526316,
-0.0067241379310344,0.0268965517241379,37.34437086092715,1.2511599648048084,38.36363636363637,1.340790999469306,38.153333333333336,1.2836485713245405,38.57142857142857,1.2411719775668002,37.5,1.2352162921598633,39.0,1.2403481385085975,36.473684210526315,1.2300553636935483
-0.0222413793103448,0.0103448275862068,0.6490066225165563,,0.5454545454545454,,0.74,1.254389727128937,0.5,,0.5,,0.9166666666666666,,0.6578947368421053,
-0.0237931034482758,0.0051724137931034,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
0.0103448275862068,0.0103448275862068,43.09933774834437,1.0336915645942149,42.09090909090909,1.1122251750614947,43.233333333333334,1.0658478504842666,43.42857142857143,1.120626869695647,42.5,1.0375177824655641,45.041666666666664,1.0123270397669668,41.36842105263158,1.0307959140686127
-0.0113793103448275,0.0093103448275862,4.688741721854305,0.9163741056802097,5.909090909090909,0.8953083407659089,4.96,0.9300691394947418,5.428571428571429,0.7750878938980799,4.75,0.9017143075573331,5.166666666666667,0.7889647984379954,4.552631578947368,0.9188795049920122
0.0010344827586206,0.0072413793103448,16.417218543046356,0.980317255100092,17.272727272727273,1.1150948792400242,16.946666666666665,0.9679454087706169,17.642857142857142,0.9373137591867626,16.5,0.9409066033501926,17.583333333333332,0.9139408325213246,15.657894736842104,0.9317160697255047
-0.0284482758620689,0.0113793103448275,0.2582781456953642,,0.18181818181818182,,0.28,,0.21428571428571427,,0.125,,0.25,,0.23684210526315788,
-0.0222413793103448,0.0124137931034482,2.033112582781457,0.8844055666870716,2.272727272727273,0.6188914270245479,2.1933333333333334,0.9043693242074445,1.9285714285714286,0.9629495638792082,2.0,,2.4166666666666665,0.8876038372498575,2.0789473684210527,0.9096287128451207
0.0072413793103448,0.0010344827586206,17.966887417218544,0.582360987214807,17.727272727272727,0.6185126816495982,18.033333333333335,0.5805408347464905,17.785714285714285,0.6248429833817966,17.875,0.6280118802810306,18.208333333333332,0.551197632173584,17.236842105263158,0.5754413069174843
0.015,0.0103448275862068,58.22516556291391,1.012822579663573,56.63636363636363,1.0873946510984989,58.29333333333334,1.036350428796325,58.642857142857146,1.1411828165092612,56.625,1.085674584200635,60.541666666666664,0.9774100564819617,55.89473684210526,1.0311929652570888
0.0087931034482758,0.0279310344827586,71.30463576158941,1.2650746889910702,71.0909090909091,1.3804508323025515,72.07333333333334,1.2937584917263591,73.07142857142857,1.4012923476697883,71.625,1.3652770903411604,75.08333333333333,1.2046489168710657,68.57894736842105,1.2718048786244769
-0.0253448275862068,0.0186206896551724,6.562913907284768,1.059749693683498,7.636363636363637,1.0899197273061731,7.12,1.0246055547486317,7.214285714285714,0.8978906113057769,6.125,1.0905544994473417,7.458333333333333,1.0445748859050437,6.394736842105263,1.0274270408653197
-0.0098275862068965,0.0227586206896551,26.71523178807947,1.196315675863514,28.363636363636363,1.2976210039988265,27.153333333333332,1.2062300988840264,27.285714285714285,1.1345911301895486,26.25,1.157660738524655,28.291666666666668,1.1780422829377948,25.81578947368421,1.1639240937500779
-0.0082758620689655,0.0020689655172413,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
-0.0082758620689655,0.003103448275862,0.026490066225165563,,0.0,,0.013333333333333334,,0.0,,0.0,,0.0,,0.0,
0.0072413793103448,0.0155172413793103,44.7682119205298,1.1336337022878085,44.54545454545455,1.2077327612456636,45.14,1.172112632585799,45.5,1.2470327790170885,44.5,1.1284467853382405,47.083333333333336,1.1078603131497762,43.1578947368421,1.1453440745317074
-0.0175862068965517,0.0227586206896551,17.71523178807947,1.1391618030268675,19.0,1.26186347296058,18.606666666666666,1.1617781442367296,18.785714285714285,1.0973463378393638,17.125,1.1669041852255673,19.375,1.1743812037466743,17.210526315789473,1.1593065577034096
-0.03,0.016551724137931,2.5695364238410594,1.0286412722904228,3.090909090909091,0.6742147794237606,2.8466666666666667,0.8919957565351315,2.5714285714285716,0.9836814589207925,2.375,,3.0,0.9701444865374531,2.6842105263157894,0.9119598578603508
-0.0051724137931034,0.003103448275862,0.304635761589404,,0.36363636363636365,,0.37333333333333335,,0.35714285714285715,,0.25,,0.3333333333333333,,0.34210526315789475,
-0.0160344827586206,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
-0.0284482758620689,0.0103448275862068,0.09933774834437085,,0.0,,0.10666666666666667,,0.07142857142857142,,0.0,,0.125,,0.02631578947368421,
-0.0020689655172413,0.003103448275862,3.403973509933775,0.7083921502347381,4.090909090909091,0.559666102880879,3.4466666666666668,0.7310387811180913,3.4285714285714284,0.820105445395272,3.25,0.6589627638178824,3.9166666666666665,0.8017781981926717,3.3947368421052633,0.8611996081742577
0.0025862068965517,0.0258620689655172,52.90066225165563,1.249611298832619,52.72727272727273,1.3475326581005083,53.553333333333335,1.2839809295982143,53.857142857142854,1.3551148749775663,52.75,1.2384651880671278,55.666666666666664,1.2166840450024095,50.86842105263158,1.2593104423971502
-0.0222413793103448,0.0072413793103448,0.026490066225165563,,0.0,,0.013333333333333334,,0.0,,0.0,,0.0,,0.0,
0.0118965517241379,0.0051724137931034,37.788079470198674,0.8431944308261191,36.09090909090909,0.8842297095388904,37.626666666666665,0.8524880304121861,37.857142857142854,0.9125057522584654,37.25,0.9160151520102873,38.583333333333336,0.8289321954975124,36.026315789473685,0.8675385189021733
0.0118965517241379,0.0237931034482758,73.08609271523179,1.2330908241525482,72.18181818181819,1.3443563588743495,73.70666666666666,1.2707329547473758,74.28571428571429,1.3711433207893522,73.125,1.3315784143240417,76.54166666666667,1.173682515729208,70.3157894736842,1.2398492858690233
-0.0051724137931034,0.0217241379310344,31.589403973509935,1.194044258036795,32.90909090909091,1.327824122095262,32.26,1.2294240280020416,32.92857142857143,1.1720505934706262,31.875,1.2372505652420625,33.333333333333336,1.199628434468674,30.605263157894736,1.1679605911904372
-0.0082758620689655,0.0186206896551724,22.31788079470199,1.1487244087331685,24.09090909090909,1.2657147947515222,22.906666666666666,1.1591094185993873,23.5,1.0765457986737872,21.875,1.0869874703332907,23.208333333333332,1.0903082874756826,21.42105263157895,1.1104198096476814
0.015,0.0289655172413793,91.12582781456953,1.2569091691486018,90.0,1.361452220596442,91.91333333333333,1.284945874912379,91.71428571428571,1.42944131504834,91.625,1.3058521528099871,94.95833333333333,1.2099194133200801,88.0,1.2796560285304097
-0.0129310344827586,0.0237931034482758,24.218543046357617,1.1944241353071463,26.272727272727273,1.2940863508102807,24.986666666666668,1.203803494450835,25.428571428571427,1.134519855649654,23.875,1.1443404100917345,25.666666666666668,1.1651742248861325,23.105263157894736,1.1413322983824044
-0.0144827586206896,0.03,31.456953642384107,1.252058055027988,32.81818181818182,1.3790103627682033,32.18,1.284999872508965,32.357142857142854,1.2181038738999466,31.375,1.288203644656229,33.291666666666664,1.248560508111731,30.31578947368421,1.2262794444701157
0.0134482758620689,0.0175862068965517,66.73509933774834,1.160031898001726,65.54545454545455,1.259822023764109,67.15333333333334,1.1955882141516294,67.35714285714286,1.2968381794947528,65.75,1.2552377138323143,69.91666666666667,1.0955650434939195,63.89473684210526,1.173124865138369
-0.0284482758620689,0.0010344827586206,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
0.0087931034482758,0.0186206896551724,54.74834437086093,1.1735777083662826,54.63636363636363,1.2694385729884352,55.31333333333333,1.2074335519398207,55.214285714285715,1.2767253447710964,54.75,1.223981295416888,57.416666666666664,1.1441411416597391,52.55263157894737,1.185503705253221
0.0118965517241379,0.0206896551724137,67.6092715231788,1.1990102692519748,66.72727272727273,1.3291715258012162,67.96,1.2285154964861367,68.35714285714286,1.3353096783433613,66.25,1.2949526184252447,70.875,1.1350638770625086,64.89473684210526,1.2073209431248637
-0.0082758620689655,0.0062068965517241,2.589403973509934,0.8990805182241745,3.1818181818181817,0.5808873552431176,2.82,0.7481787632812429,2.5714285714285716,0.9645840007284113,2.375,,2.9583333333333335,0.8831085811300444,2.6842105263157894,0.976420588839083
0.0103448275862068,0.0072413793103448,37.086092715231786,0.9420342517606584,36.27272727272727,0.9770023076366634,36.96,0.9661166369969082,37.857142857142854,1.0220187687481235,37.0,0.9463302920983897,38.125,0.9114868841597152,35.78947368421053,0.9493893678132345
-0.0268965517241379,0.0072413793103448,0.006622516556291391,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
0.0134482758620689,0.0268965517241379,83.12582781456953,1.2471804526079648,82.18181818181819,1.3620647963233008,83.80666666666667,1.2753765705279618,83.71428571428571,1.3869382706437574,83.625,1.351183627641315,87.375,1.188657361090186,80.05263157894737,1.272508450145828
-0.0268965517241379,0.0186206896551724,5.76158940397351,1.0501228946387566,6.545454545454546,1.0095696673886525,6.293333333333333,1.0358484214180796,6.428571428571429,0.9050326326378667,5.75,1.1339002884050908,6.5,1.0067020853603117,5.684210526315789,1.014206505889035
0.0103448275862068,0.0082758620689655,39.06622516556291,0.977133967449453,38.09090909090909,1.0382227479563952,39.06666666666667,1.0015037265131879,39.42857142857143,1.050991567813912,39.375,0.9865826759440758,40.541666666666664,0.941493059997644,37.55263157894737,0.9818825972868279
-0.0253448275862068,0.0258620689655172,14.827814569536423,1.140660553491051,16.272727272727273,1.2155196740944563,15.82,1.1705664875695119,15.142857142857142,1.124756682369005,14.875,1.216060781216556,15.625,1.1755836650378153,14.263157894736842,1.1646802591461298
0.0103448275862068,0.0020689655172413,27.602649006622517,0.6678322310414972,27.181818181818183,0.7129829169205196,27.713333333333335,0.6645342913274179,27.785714285714285,0.7080602759894737,27.125,0.7415570316523918,28.125,0.6400566580519262,26.973684210526315,0.6463289087030073
