ou_mean,ou_std
-0.01,0.0
-0.01,0.0010526315789473684
-0.01,0.002105263157894737
-0.01,0.003157894736842105
-0.01,0.004210526315789474
-0.01,0.005263157894736842
-0.01,0.00631578947368421
-0.01,0.007368421052631579
-0.01,0.008421052631578947
-0.01,0.009473684210526315
-0.01,0.010526315789473684
-0.01,0.011578947368421053
-0.01,0.01263157894736842
-0.01,0.013684210526315788
-0.01,0.014736842105263158
-0.01,0.015789473684210527
-0.01,0.016842105263157894
-0.01,0.017894736842105262
-0.01,0.01894736842105263
-0.01,0.02
-0.00736842105263158,0.0
-0.00736842105263158,0.0010526315789473684
-0.00736842105263158,0.002105263157894737
-0.00736842105263158,0.003157894736842105
-0.00736842105263158,0.004210526315789474
-0.00736842105263158,0.005263157894736842
-0.00736842105263158,0.00631578947368421
-0.00736842105263158,0.007368421052631579
-0.00736842105263158,0.008421052631578947
-0.00736842105263158,0.009473684210526315
-0.00736842105263158,0.010526315789473684
-0.00736842105263158,0.011578947368421053
-0.00736842105263158,0.01263157894736842
-0.00736842105263158,0.013684210526315788
-0.00736842105263158,0.014736842105263158
-0.00736842105263158,0.015789473684210527
-0.00736842105263158,0.016842105263157894
-0.00736842105263158,0.017894736842105262
-0.00736842105263158,0.01894736842105263
-0.00736842105263158,0.02
-0.004736842105263158,0.0
-0.004736842105263158,0.0010526315789473684
-0.004736842105263158,0.002105263157894737
-0.004736842105263158,0.003157894736842105
-0.004736842105263158,0.004210526315789474
-0.004736842105263158,0.005263157894736842
-0.004736842105263158,0.00631578947368421
-0.004736842105263158,0.007368421052631579
-0.004736842105263158,0.008421052631578947
-0.004736842105263158,0.009473684210526315
-0.004736842105263158,0.010526315789473684
-0.004736842105263158,0.011578947368421053
-0.004736842105263158,0.01263157894736842
-0.004736842105263158,0.013684210526315788
-0.004736842105263158,0.014736842105263158
-0.004736842105263158,0.015789473684210527
-0.004736842105263158,0.016842105263157894
-0.004736842105263158,0.017894736842105262
-0.004736842105263158,0.01894736842105263
-0.004736842105263158,0.02
-0.002105263157894737,0.0
-0.002105263157894737,0.0010526315789473684
-0.002105263157894737,0.002105263157894737
-0.002105263157894737,0.003157894736842105
-0.002105263157894737,0.004210526315789474
-0.002105263157894737,0.005263157894736842
-0.002105263157894737,0.00631578947368421
-0.002105263157894737,0.007368421052631579
-0.002105263157894737,0.008421052631578947
-0.002105263157894737,0.009473684210526315
-0.002105263157894737,0.010526315789473684
-0.002105263157894737,0.011578947368421053
-0.002105263157894737,0.01263157894736842
-0.002105263157894737,0.013684210526315788
-0.002105263157894737,0.014736842105263158
-0.002105263157894737,0.015789473684210527
-0.002105263157894737,0.016842105263157894
-0.002105263157894737,0.017894736842105262
-0.002105263157894737,0.01894736842105263
-0.002105263157894737,0.02
0.0005263157894736838,0.0
0.0005263157894736838,0.0010526315789473684
0.0005263157894736838,0.002105263157894737
0.0005263157894736838,0.003157894736842105
0.0005263157894736838,0.004210526315789474
0.0005263157894736838,0.005263157894736842
0.0005263157894736838,0.00631578947368421
0.0005263157894736838,0.007368421052631579
0.0005263157894736838,0.008421052631578947
0.0005263157894736838,0.009473684210526315
0.0005263157894736838,0.010526315789473684
