ou_mean,ou_std,PV4_V_num_-200_0,PV4_V_mean_-200_0,PV4_V_median_-200_0,PV4_V_num_-200_-70,PV4_V_mean_-200_-70,PV4_V_median_-200_-70,PV4_V_num_-70_-50,PV4_V_mean_-70_-50,PV4_V_median_-70_-50,PV4_V_num_-50_0,PV4_V_mean_-50_0,PV4_V_median_-50_0
0.0217142857142857,0.0042857142857142,703533,-43.59098289876724,-46.26918573832293,0,,,90360,-53.42972186112454,-53.0389434112362,613173,-42.14110096880848,-45.63401308663334
0.0118571428571428,0.0128571428571428,793007,-55.4040920411554,-54.535941805630515,71743,-78.69863046842423,-76.0997376361584,495320,-57.610659999355256,-56.74840929180644,225944,-43.17018757171558,-45.22011133848416
0.0184285714285714,0.0085714285714285,737260,-46.36486734782097,-48.40850964033865,274,-74.02747432683626,-72.74550583194917,272749,-53.704110317791766,-52.91113597862947,464237,-42.036580858099505,-45.89177416002067
0.0184285714285714,0.015,758378,-49.050379690724505,-49.361463474739026,26300,-78.22447226298551,-75.77241394768839,328257,-56.16689956822122,-55.1324012183026,403821,-41.36547449738905,-44.26493000228933
0.0052857142857142,0.0,799990,-62.14154254519898,-62.14142944571436,0,,,799990,-62.14154254519898,-62.14142944571436,0,,
0.025,0.0085714285714285,697516,-42.941881044101834,-45.267597433054235,1,-70.07721742743419,-70.07721742743419,114029,-53.29136044666958,-52.905584635628934,583486,-40.91926538214631,-44.253658021558365
0.002,0.0085714285714285,799990,-71.88856328997302,-70.11770978175969,403437,-80.59414173836936,-78.37806471455104,395880,-63.05901686639457,-63.51816015135063,673,-47.05704127002224,-48.934645669797845
0.0217142857142857,0.0021428571428571,701239,-43.411367546070764,-46.18702164442378,0,,,66553,-54.35560718739908,-54.796070469291465,634686,-42.263757576969006,-45.7442308489205
0.025,0.0128571428571428,708789,-44.01160625511795,-45.88735031434077,1235,-74.31113818014168,-72.95829308509288,180843,-54.20400949875191,-53.523339757141684,526711,-40.4410624432061,-43.82410980108001
0.0184285714285714,0.0021428571428571,717586,-44.869863190642405,-47.646759481821526,0,,,122880,-52.695556130900584,-51.162779813119705,594706,-43.2528942202622,-46.92346306442075
0.0085714285714285,0.0064285714285714,799959,-58.15645260399417,-57.64400620666291,20031,-73.40507966221598,-72.39563014943019,756972,-58.12293179326273,-57.666479610012814,22956,-45.95611572203618,-48.510477160792846
0.0052857142857142,0.0085714285714285,799990,-64.67005785988695,-63.24014669661092,189009,-77.25410768367377,-75.27605365090112,602903,-60.970937995710415,-60.991759101819135,8078,-46.31301283977007,-48.585734077582636
0.0052857142857142,0.0042857142857142,799990,-62.7755407290763,-62.40420829385324,40663,-72.52384599405181,-71.82399650457904,759308,-62.25383211521789,-62.154874070117934,19,-49.20644503957197,-49.135847594025726
