ou_mean,ou_std,IRE_r,IRE_cv,IREM_r,IREM_cv
0.0066666666666666,0.0133333333333333,91.67096774193548,0.9891206638866635,91.6,1.0034146179139953
0.03,0.0,233.0,0.004861662963800583,233.0,0.004861662963800596
0.03,0.0133333333333333,221.9225806451613,0.36655527798315035,221.99354838709678,0.37156556535860946
0.03,0.0266666666666666,208.4,0.7984159313015743,208.59354838709677,0.7899732346222537
-0.04,0.0133333333333333,1.0129032258064516,0.7160174439801138,1.1419354838709677,0.8069777680731277
-0.04,0.0266666666666666,23.529032258064515,1.9223773357387017,25.10967741935484,1.9246625378473423
0.0066666666666666,0.04,133.6,1.2587776641861517,133.69032258064516,1.2752968128728353
-0.0166666666666666,0.04,75.89032258064516,1.4022865347876519,76.84516129032258,1.4528244426165366
0.0066666666666666,0.0,76.0,0.0015140045420150717,76.0,0.001514004542015086
-0.0166666666666666,0.0,0.0,,0.0,
0.03,0.04,206.10967741935485,0.992222506295989,206.0193548387097,1.00103398959846
-0.04,0.04,42.012903225806454,1.6066395021253435,43.670967741935485,1.6309785499690297
-0.04,0.0,0.0,,0.0,
-0.0166666666666666,0.0266666666666666,50.29032258064516,1.3990143709060303,51.66451612903226,1.4160313783338283
0.0066666666666666,0.0266666666666666,115.18709677419355,1.1752812452672456,115.1741935483871,1.1879181209504313
-0.0166666666666666,0.0133333333333333,22.761290322580646,1.748528818973495,23.948387096774194,1.7489985996058455
