ou_mean,ou_std,TC_r,TC_cv,TCM_r,TCM_cv,HTC_r,HTC_cv
-0.0032105263157894,0.0071052631578947,13.36530172413793,1.7764006221767,13.40967741935484,1.781267949038892,13.338815789473685,1.8113523136743297
0.0017631578947368,0.015,51.30495689655172,1.1717326112918318,51.04032258064516,1.1770320803298686,52.19736842105263,1.157402737645289
-0.0115,0.0078947368421052,0.0,,0.0,,0.0,
-0.0098421052631578,0.0102631578947368,0.1314655172413793,1.9401832685498384,0.14274193548387096,1.9034972662527592,0.24342105263157895,1.9384032670081737
0.0117105263157894,0.0055263157894736,106.03771551724138,0.298539186029826,105.94274193548387,0.29893093363028006,108.48684210526316,0.30414560480262276
-0.0032105263157894,0.0023684210526315,0.0334051724137931,1.861105766899966,0.029838709677419355,,0.0756578947368421,1.9881428846306124
0.0183421052631578,0.0063157894736842,158.0625,0.20962211902076325,158.0258064516129,0.20999463450558056,161.1315789473684,0.21037136712752447
0.0083947368421052,0.0102631578947368,77.16918103448276,0.6660937044366306,77.13790322580645,0.6659540191978783,78.67105263157895,0.6782017428336446
-0.0015526315789473,0.0126315789473684,32.730603448275865,1.4105298077294777,32.813709677419354,1.4154805324784692,33.125,1.3873991366305243
0.005078947368421,0.0063157894736842,43.20797413793103,0.62295155838289,43.18709677419355,0.6227499548821969,43.75657894736842,0.6373628579089002
0.0067368421052631,0.0047368421052631,57.69073275862069,0.4182718922434656,57.675,0.42047019397096397,58.57236842105263,0.43813224985390403
-0.0081842105263157,0.0094736842105263,0.4536637931034483,1.8907413285968384,0.442741935483871,1.8317517851771972,0.5263157894736842,1.8475393132974842
-0.0115,0.0047368421052631,0.0,,0.0,,0.0,
0.0183421052631578,0.015,148.44288793103448,0.532847184196387,148.34677419354838,0.5341582194984332,150.60526315789474,0.5392834603207648
-0.0015526315789473,0.0071052631578947,22.783405172413794,1.421613563931859,22.85241935483871,1.4211055331884777,22.963815789473685,1.402684429635763
0.0183421052631578,0.0094736842105263,154.26077586206895,0.3276760426063826,154.19112903225806,0.3288423793499099,157.10855263157896,0.331032793150553
