ou_mean,ou_std
-0.02,0.0
-0.02,0.005
-0.02,0.01
-0.02,0.015
-0.003333333333333334,0.0
-0.003333333333333334,0.005
-0.003333333333333334,0.01
-0.003333333333333334,0.015
0.013333333333333332,0.0
0.013333333333333332,0.005
0.013333333333333332,0.01
0.013333333333333332,0.015
0.03,0.0
0.03,0.005
0.03,0.01
0.03,0.015
