ou_mean,ou_std,PV2_V_num_-200_0,PV2_V_mean_-200_0,PV2_V_median_-200_0,PV2_V_num_-200_-70,PV2_V_mean_-200_-70,PV2_V_median_-200_-70,PV2_V_num_-70_-50,PV2_V_mean_-70_-50,PV2_V_median_-70_-50,PV2_V_num_-50_0,PV2_V_mean_-50_0,PV2_V_median_-50_0,PV3_V_num_-200_0,PV3_V_mean_-200_0,PV3_V_median_-200_0,PV3_V_num_-200_-70,PV3_V_mean_-200_-70,PV3_V_median_-200_-70,PV3_V_num_-70_-50,PV3_V_mean_-70_-50,PV3_V_median_-70_-50,PV3_V_num_-50_0,PV3_V_mean_-50_0,PV3_V_median_-50_0,PV4_V_num_-200_0,PV4_V_mean_-200_0,PV4_V_median_-200_0,PV4_V_num_-200_-70,PV4_V_mean_-200_-70,PV4_V_median_-200_-70,PV4_V_num_-70_-50,PV4_V_mean_-70_-50,PV4_V_median_-70_-50,PV4_V_num_-50_0,PV4_V_mean_-50_0,PV4_V_median_-50_0,PV5A_V_num_-200_0,PV5A_V_mean_-200_0,PV5A_V_median_-200_0,PV5A_V_num_-200_-70,PV5A_V_mean_-200_-70,PV5A_V_median_-200_-70,PV5A_V_num_-70_-50,PV5A_V_mean_-70_-50,PV5A_V_median_-70_-50,PV5A_V_num_-50_0,PV5A_V_mean_-50_0,PV5A_V_median_-50_0,PV5B_V_num_-200_0,PV5B_V_mean_-200_0,PV5B_V_median_-200_0,PV5B_V_num_-200_-70,PV5B_V_mean_-200_-70,PV5B_V_median_-200_-70,PV5B_V_num_-70_-50,PV5B_V_mean_-70_-50,PV5B_V_median_-70_-50,PV5B_V_num_-50_0,PV5B_V_mean_-50_0,PV5B_V_median_-50_0,PV6_V_num_-200_0,PV6_V_mean_-200_0,PV6_V_median_-200_0,PV6_V_num_-200_-70,PV6_V_mean_-200_-70,PV6_V_median_-200_-70,PV6_V_num_-70_-50,PV6_V_mean_-70_-50,PV6_V_median_-70_-50,PV6_V_num_-50_0,PV6_V_mean_-50_0,PV6_V_median_-50_0
0.016,0.0031578947368421,295898,-46.63614576522448,-49.12086996282363,0,,,109704,-52.12963006766208,-51.41611230611608,186194,-43.399429211980994,-47.627886301024596,295962,-46.65905335242297,-49.1550369034142,0,,,109828,-52.14625554865515,-51.41442435562399,186134,-43.42134050679677,-47.66103598224659,295788,-46.61887809714697,-49.10961406329947,0,,,109488,-52.13413681179317,-51.421057346103616,186300,-43.37757564868114,-47.62905003148791,295763,-46.61549875415846,-49.10439897863019,0,,,108914,-52.144342117603884,-51.41683097409771,186849,-43.392744304917095,-47.623907496390686,296293,-46.70761719106441,-49.19015274588796,0,,,112547,-52.118067269941655,-51.41727601635943,183746,-43.393640696188896,-47.67123822602895,296185,-46.70342899606437,-49.19094538660982,0,,,112049,-52.12222233034325,-51.415046814788255,184136,-43.40602721524686,-47.6536465617491
0.024,0.0007894736842105,276714,-42.55090543413905,-45.256186074631096,0,,,26492,-54.20770375469084,-54.629445384624155,250222,-41.31675375639666,-44.7957197007469,276767,-42.54817817340863,-45.26029193791113,0,,,26435,-54.21717006982381,-54.65891017715198,250332,-41.315935388699785,-44.79901786451258,276748,-42.55045662436977,-45.26041378914309,0,,,26447,-54.21550086673615,-54.63050793751848,250301,-41.31791889947911,-44.79915944237736,276714,-42.549718770945496,-45.252685472145885,0,,,26522,-54.2037728139068,-54.64279304697706,250192,-41.31431227782252,-44.7902492799741,276773,-42.558994518500214,-45.26939908478345,0,,,26518,-54.20665177040503,-54.643914079721796,250255,-41.32476313448786,-44.803403593760954,276767,-42.55488425511733,-45.26712744743273,0,,,26482,-54.21287151177533,-54.646418600497086,250285,-41.32138317222854,-44.8021755106199
0.002,0.0086842105263157,319996,-71.88318454892901,-70.07275462152369,160783,-80.84698912324095,-78.71197263683992,158750,-62.87758569985477,-63.32740218875911,463,-46.85386795914072,-48.96591364970424,319996,-72.15497350783241,-70.32457264589485,163700,-80.8640866911838,-78.59546459243813,156114,-63.05246177079979,-63.53500717746141,182,-46.59282625780105,-48.56201214604094,319996,-71.81465515618014,-70.14699122664403,161662,-80.4278165234842,-78.11525956287848,158092,-63.04345303513591,-63.4805379943743,242,-47.9964434165793,-49.34218730530737,319996,-71.82888700278656,-70.00285953940697,160020,-80.72665657113824,-78.50504047155783,159717,-62.95275926544203,-63.41888352693317,259,-48.07370359671478,-49.17566657553369,319996,-72.37716229563998,-70.75161661467872,168771,-80.67037213006262,-78.59403413404038,151064,-63.13790790783582,-63.65397030655509,161,-47.93870188508681,-49.36601240034956,319996,-72.3336510475993,-70.62142491608105,167072,-80.67924152435063,-78.37672888696224,152693,-63.23879194918233,-63.679199134079106,231,-48.1207860379991,-49.06819098542246
0.016,0.0102631578947368,306161,-48.957800516766454,-50.164531871461186,2162,-74.26046696131476,-72.8708078935887,154419,-55.122452701785505,-54.147100953855684,149580,-42.22799846694983,-45.639393438647566,306673,-49.0739989877006,-50.22236316652792,2343,-74.54458017021571,-73.23001394757902,155641,-55.22813543249133,-54.28588482656339,148689,-42.23076564754557,-45.65343835055263,306165,-48.882668271065825,-50.06185007682244,2409,-75.4582448153484,-73.42072469242542,152040,-55.05936447544696,-54.08960373377862,151716,-42.27080495533585,-45.755386511361706,306000,-48.92431133162894,-50.10225324025703,2214,-74.09297347766609,-72.75711653778818,152889,-55.16941325820438,-54.193647218585426,150897,-42.227486302347245,-45.67656468721445,307515,-49.09655238237921,-50.24973697309948,2037,-74.41848171953926,-72.98761550063371,156986,-55.161008169341585,-54.21734503208796,148492,-42.3378352378066,-45.66690902163292,307216,-49.167435043179594,-50.304889066992125,2293,-74.26064052643532,-72.75875841286019,157524,-55.19141591380269,-54.26198587904257,147399,-42.33929996195693,-45.74959471170029
0.008,0.001578947368421,319996,-58.00032038193639,-57.963846818066706,0,,,319996,-58.00032038193639,-57.963846818066706,0,,,319996,-58.03721759967268,-57.99575403139184,0,,,319996,-58.03721759967268,-57.99575403139184,0,,,319996,-58.00851250179322,-57.97507613289326,0,,,319996,-58.00851250179322,-57.97507613289326,0,,,319996,-58.00131929804887,-57.96200268825518,0,,,319996,-58.00131929804887,-57.96200268825518,0,,,319996,-58.066057512353474,-58.03697232418193,0,,,319996,-58.066057512353474,-58.03697232418193,0,,,319996,-58.06756328563003,-58.02698882153082,0,,,319996,-58.06756328563003,-58.02698882153082,0,,
0.006,0.0063157894736842,319996,-62.2278167301544,-61.47899966485133,32632,-74.11654154277242,-73.06160867268133,286459,-60.922084843478544,-60.763457907563584,905,-46.85299069692393,-48.9958173954234,319996,-62.3885989522818,-61.60281560981407,34370,-74.08782832768654,-73.03152974212381,285296,-60.99634467542169,-60.859740139168814,330,-47.54636422020534,-49.231616563820836,319996,-62.23138766303563,-61.5085131108019,31983,-74.05494655112187,-72.85347429518383,287375,-60.94710961556854,-60.8450236575629,638,-47.99395815393468,-49.3962985921287,319996,-62.21424182271867,-61.46088544787079,32689,-74.04576205725466,-72.92401613850558,286647,-60.899767939204985,-60.74212748962282,660,-47.10731809666071,-48.9702496431854,319996,-62.50203301040434,-61.81071520892773,34041,-73.9223377506728,-72.85323605778044,285495,-61.163485356765555,-61.07511856659376,460,-48.1326171671869,-49.525419574299576,319996,-62.48055310580265,-61.74997756106051,33424,-74.01855029805476,-72.94316996110402,286020,-61.16161442275392,-61.02667775218733,552,-47.25740812710817,-49.01148155864908
0.022,0.0039473684210526,280738,-43.437325397471426,-46.12772248080118,0,,,33134,-53.62274536271498,-53.54226484483421,247604,-42.07432760612564,-45.546040503111364,280786,-43.46036631278324,-46.15621837995401,0,,,32931,-53.64490182342862,-53.604994199380656,247855,-42.10720846282634,-45.57961281606256,280635,-43.42433518631555,-46.12205763463242,0,,,32900,-53.634749879153226,-53.59513957655396,247735,-42.06835947277342,-45.54568601133134,280677,-43.431165987862855,-46.123694892538474,0,,,32781,-53.635615083206616,-53.60862567009472,247896,-42.08176121410908,-45.54708424934721,280785,-43.47364255948482,-46.160400130379735,0,,,33135,-53.62905396047675,-53.567589098593544,247650,-42.114871888086185,-45.58136165684144,280876,-43.4804573805304,-46.17222805843525,0,,,33125,-53.6092969747705,-53.55243450544361,247751,-42.12620326426365,-45.5923937802333
0.032,0.0039473684210526,268124,-40.24638394647816,-42.56407943378517,0,,,26162,-53.358318843653436,-53.689570329093726,241962,-38.82866364006683,-42.01236826695053,268211,-40.2574677650142,-42.57360437565623,0,,,26129,-53.36980186987417,-53.71146620014555,242082,-38.84219451947803,-42.02358989647663,268137,-40.25189742378323,-42.5604501562158,0,,,26152,-53.36292777046431,-53.70072394841473,241985,-38.83495147413178,-42.009888651677365,268164,-40.23982435210307,-42.557354882210305,0,,,26175,-53.36006532984503,-53.69780720561014,241989,-38.82065940000858,-42.004257323361,268234,-40.27904755958739,-42.59440148053888,0,,,26175,-53.370703474150446,-53.70940334764302,242059,-38.86338404960144,-42.04942502455836,268185,-40.27714759792656,-42.59071712830641,0,,,26149,-53.38085366036468,-53.71260877292416,242036,-38.86145402413302,-42.03584678690131
0.03,0.0086842105263157,272102,-41.151270971625934,-43.4332048705614,0,,,30826,-53.33802908124468,-53.447859089334045,241276,-39.594261548860686,-42.716220099693345,272041,-41.18450160265789,-43.460253502293675,0,,,30695,-53.38185849937162,-53.512418731482654,241346,-39.6332106347337,-42.74668617880637,271953,-41.16428388964274,-43.411788672150806,0,,,30914,-53.37113802944599,-53.50571083016932,241039,-39.598716952848775,-42.69535859282104,271917,-41.14513354601716,-43.42212220211301,0,,,30975,-53.350999529777205,-53.472256944174084,240942,-39.57597292293373,-42.702304475569846,272245,-41.23149345538838,-43.52793738952911,0,,,31189,-53.34804435347598,-53.45661541023463,241056,-39.66379505352138,-42.79999309635518,272363,-41.23302498735998,-43.51962540008072,0,,,31235,-53.3326780759649,-53.45397398209869,241128,-39.66567211161526,-42.790039167989534
0.032,0.0134210526315789,272112,-41.46730730759776,-43.55712291159998,57,-71.67600222316509,-71.33422971336765,45958,-53.751287907086585,-53.409630977671554,226097,-38.96276688467531,-42.17267837353156,272382,-41.495766972076474,-43.5996174787269,48,-71.21374927205636,-71.06693465999936,46023,-53.79019730798483,-53.46612824265957,226311,-38.98924704816685,-42.19714765488185,271877,-41.42324743495295,-43.48565969485717,89,-79.05845883755823,-76.6393428053606,45615,-53.79308025462285,-53.46065992561788,226173,-38.91366645984065,-42.12063357065016,272068,-41.44215527096745,-43.547660031611414,15,-71.468708589307,-71.5158585834778,46086,-53.73552755789025,-53.42736251388676,225967,-38.93292713803255,-42.15688105674181,272462,-41.549690050996595,-43.65524990665586,57,-71.91781732494574,-71.46711068349695,46603,-53.81318385179086,-53.4808365247318,225802,-39.010976554867106,-42.24350694118915,272609,-41.53942495188804,-43.62088127053642,0,,,46623,-53.700874319008044,-53.36944990997538,225986,-39.03040557085011,-42.2299009151728
0.028,0.0110526315789473,276328,-42.26405567299154,-44.42775957151716,3,-70.14229383322028,-70.11846066809234,46624,-53.422181464965455,-53.092195764830805,229701,-39.99884963714724,-43.228964386565835,276474,-42.267596371773266,-44.434904935102004,0,,,46000,-53.44717123598804,-53.15556025640612,230474,-40.036279851237836,-43.25816061404382,276210,-42.24108759351292,-44.40182722361406,50,-76.59755008744375,-77.09046645333282,45785,-53.500464841343295,-53.18448773485043,230375,-39.99592900244787,-43.221754023147994,276301,-42.25160569829647,-44.43942687267042,14,-71.42413124319198,-71.54019384298884,45966,-53.418269136598795,-53.15027430656516,230321,-40.02126080155396,-43.2557648660631,276697,-42.34293984999404,-44.509282603404,0,,,46647,-53.454287392886904,-53.12208137612805,230050,-40.089903428201715,-43.3097196916053,276571,-42.313666101006554,-44.49089009223212,0,,,46864,-53.426819063912625,-53.116942790934786,229707,-40.046400408391065,-43.29039617621744
0.01,0.0110526315789473,319044,-57.282455485985224,-56.3653204147784,31267,-77.22340859487745,-75.27704545246888,228015,-58.03665289011787,-57.31505595845679,59762,-43.971955469937505,-46.11801107966156,319134,-57.48957755268955,-56.50169144578379,32421,-77.17360031902425,-75.27141282764691,229845,-58.05507490345665,-57.28753893419853,56868,-43.98193809474485,-46.144510154645396,319088,-57.299330778682084,-56.429037594577636,30791,-77.11118556661,-74.88020726337365,230741,-57.97010318956569,-57.270766854592075,57556,-44.0113761321677,-46.16880053559811,319085,-57.239879499549424,-56.338537890464586,30971,-77.10192079595775,-75.03858000853488,229363,-57.967604231580324,-57.24560522881145,58751,-43.92843954612111,-46.0076417617319,319302,-57.71313092371426,-56.82072766031253,32674,-76.82732508758042,-74.81521659171612,232855,-58.18001628180534,-57.510019593128305,53773,-44.07703529638337,-46.19720249817832,319244,-57.69288188471187,-56.75549629951672,31629,-77.08585712231958,-75.13088738035579,234428,-58.15169396116546,-57.43804691702808,53187,-44.13808820864153,-46.30909550293658
0.036,0.0047368421052631,264750,-39.18111065910921,-41.29845004681048,0,,,25315,-52.93867147141956,-53.21746471901241,239435,-37.72655033182357,-40.73115141585049,264811,-39.20498826853102,-41.32543156452833,0,,,25271,-52.942326698515615,-53.21695127113035,239540,-37.75572601811716,-40.765434204820195,264697,-39.1823510876467,-41.289294725189464,0,,,25299,-52.93961136733702,-53.21077441217459,239398,-37.7285171883832,-40.72632327625324,264776,-39.177905828069306,-41.29905883931305,0,,,25208,-52.93679790323453,-53.22088928930219,239568,-37.73015758360108,-40.73564452452405,264913,-39.21696357724194,-41.33952743259963,0,,,25285,-52.95721731956629,-53.235417749180804,239628,-37.7671233420663,-40.7787242347594,264890,-39.21767943480892,-41.34613373305767,0,,,25266,-52.949582485764154,-53.22965340893244,239624,-37.76978497312966,-40.776067481897186
0.02,0.0039473684210526,284508,-44.30962214743322,-46.992525862583975,0,,,46495,-52.95920872721389,-51.90977967969812,238013,-42.6199559190049,-46.2166627791708,284657,-44.309970192010624,-47.0246436769988,0,,,46055,-52.95675031990003,-51.842469252597496,238602,-42.640967171122504,-46.25110206256247,284590,-44.300706720148455,-47.01678327648836,0,,,45335,-53.00365502079456,-51.948363053432416,239255,-42.6516370613752,-46.25543225497728,284522,-44.30286150098432,-47.00101302381178,0,,,46492,-52.93790871280855,-51.83689539249532,238030,-42.61626479060272,-46.21476577613301,284713,-44.335723881458165,-47.042531016328105,0,,,46743,-52.930340797863124,-51.82948021106356,237970,-42.647535544594206,-46.265974407548605,284726,-44.35770110940391,-47.056771048329196,0,,,47057,-52.914601962328746,-51.7928413086813,237669,-42.6634873775496,-46.26530171754189
0.002,0.0134210526315789,319996,-75.3047103404029,-71.79840653686048,172596,-88.1789337854292,-84.73901881704671,139802,-61.01571035358654,-61.25137952401586,7598,-45.76947823184091,-47.63257258541293,319996,-75.7194981858276,-72.18570954105988,176056,-88.14530817713005,-84.41745849046433,137745,-61.1722807290498,-61.45553517732159,6195,-46.04525520844549,-47.82660104410763,319996,-75.14579812674485,-71.90604584412566,174109,-87.44757847837924,-83.71272489181435,139359,-61.15369921778452,-61.37375723531495,6528,-45.74540545074726,-47.49101996144262,319996,-75.19594946620053,-71.70671789461161,171922,-87.96498027015954,-84.3350595724583,140852,-61.10523450882569,-61.363013799871446,7222,-46.038938845586145,-47.91037511348266,319996,-76.04681136021564,-72.89258547858542,180986,-87.91596612381599,-84.55770829131237,132765,-61.28383128809177,-61.609048015162834,6245,-45.91970251002198,-47.73523288490911,319996,-75.9406769082161,-72.65831504628183,179603,-87.86576341332885,-84.17833312810404,134909,-61.30047973665428,-61.55767813537503,5484,-45.545536251845704,-47.281691874968985
0.026,0.0102631578947368,278713,-42.85001896782781,-45.053635431853635,0,,,50620,-53.45014225616366,-53.043496016340356,228093,-40.49756518425899,-43.81571452617261,279207,-42.94081049769357,-45.141247931468435,11,-71.36835641488062,-71.5814956476678,51307,-53.43904947801197,-53.044847453972956,227889,-40.575861551635235,-43.87205154036279,278721,-42.84629532543604,-45.052345331835525,50,-75.09745339963185,-75.48204066464048,50001,-53.4624319965197,-53.09330533368639,228670,-40.51791815486463,-43.84635452789955,278761,-42.84296137875237,-45.06554647363193,18,-72.20469802597006,-72.30032342622981,50242,-53.3814118917702,-53.029312854515325,228501,-40.52349082092246,-43.84156262470813,279153,-42.95832225387255,-45.17265133713582,0,,,51393,-53.45423219812787,-53.03677812472659,227760,-40.58996828581357,-43.89912681317499,279107,-42.94008988333569,-45.14704779794529,0,,,51183,-53.419963859810885,-53.016151498236795,227924,-40.58671160927096,-43.89070767746904
0.034,0.0126315789473684,268706,-40.68303372717152,-42.82067454109702,0,,,39623,-53.65450657590591,-53.41165051864973,229083,-38.43944223987038,-41.62804328778447,268954,-40.72636490551747,-42.86702968657448,7,-70.92902537726681,-71.0259382254045,39239,-53.68760045564789,-53.458048762797475,229708,-38.51139050160089,-41.6862818428512,268746,-40.69225000665249,-42.78727565519996,46,-75.33572880504255,-75.49584323517948,39233,-53.652821184709644,-53.42037601176915,229467,-38.46937835602978,-41.61603570806193,268597,-40.700586780013666,-42.84834840497116,0,,,39634,-53.63382426665309,-53.41357111029875,228963,-38.46181486251842,-41.6560743290354,269177,-40.83110945284265,-42.95932477242608,0,,,40094,-53.70938037090294,-53.51251311385751,229083,-38.57716047282794,-41.75840548305801,269265,-40.82184307509665,-42.94626006583615,0,,,39717,-53.63762649488544,-53.431084190291294,229548,-38.60442244810905,-41.75294868609028
0.02,0.0134210526315789,296853,-47.049354291837766,-48.24263723792943,3448,-75.62046822812367,-74.01110825444636,115292,-55.281023357518,-54.29387334264307,178113,-41.16792626147098,-44.46327997054339,297637,-47.203004240461965,-48.298697984222905,3414,-75.61694345189355,-73.65009110345542,116893,-55.39248717007543,-54.46445961331788,177330,-41.25760066205369,-44.563536645863934,296814,-47.03076368725715,-48.207302001795995,3317,-77.17162194269913,-74.75021177325034,114953,-55.305429288521374,-54.35859616171595,178544,-41.14328014429054,-44.47291019876093,296748,-47.03201787142249,-48.19006454938928,3438,-75.43194054314353,-73.79203922462277,114410,-55.335902407121736,-54.32740844328503,178900,-41.17574976703609,-44.48282601880799,298030,-47.2581918031309,-48.38563695635948,3388,-75.83496583634553,-73.7212622431075,118533,-55.35607508115671,-54.44740120216965,176109,-41.25801856372368,-44.60644437573075,297804,-47.26470768321059,-48.391710692349186,3361,-75.56523738248569,-73.73050780037704,118540,-55.39610695229813,-54.42411323806067,175903,-41.24426374719526,-44.59118888633755
0.018,0.0063157894736842,292709,-45.946653091093815,-48.32617773946041,0,,,97101,-52.88785538470641,-52.12621527664891,195608,-42.500998087658,-46.47418041944236,292967,-46.01442836371001,-48.3551634290889,0,,,98457,-52.91946748341609,-52.206763168240805,194510,-42.51923821097288,-46.49446566115758,292689,-45.97338538142783,-48.314308607647575,22,-71.46461687361015,-71.62718468869619,97518,-52.91421687527343,-52.18358328446892,195149,-42.50210542247511,-46.47969991964798,292637,-45.959522076535585,-48.3100234651346,0,,,96902,-52.916339821167476,-52.21571017755288,195735,-42.51542902679834,-46.474787216418214,293220,-46.061639145175185,-48.41787156067754,0,,,99458,-52.88413390632464,-52.172678918364724,193762,-42.559653802567226,-46.54204479676861,293301,-46.06930894384683,-48.4135773454066,0,,,98837,-52.892403660366575,-52.18936713659699,194464,-42.60144747593164,-46.57771657031633
0.04,0.0126315789473684,260575,-39.47651766756806,-41.529643043375636,0,,,39376,-53.93403740819134,-53.55153218889535,221199,-36.90291065620372,-40.172766188355915,260880,-39.516865815254086,-41.54738448593749,0,,,38758,-53.89928085911832,-53.5291293090399,222122,-37.00728260300996,-40.225044263836665,260517,-39.47858494532887,-41.507784569723675,0,,,38910,-53.93219430863118,-53.54821688227484,221607,-36.94080436833405,-40.16924443728119,260584,-39.47377717226216,-41.52462518947641,0,,,38582,-53.87956638441924,-53.52355092094429,222002,-36.970177387650104,-40.202985053386826,260975,-39.56388989953149,-41.62521215604141,0,,,39089,-53.88092825285853,-53.53800159647406,221886,-37.04169962077033,-40.275183496591836,261079,-39.544793703997726,-41.61266709687771,0,,,38775,-53.89373044626851,-53.54441388523628,222304,-37.042004630559795,-40.27830352345124
0.018,0.0086842105263157,296301,-46.63560759781889,-48.61597757388076,166,-72.84417676645613,-72.78356024786297,115186,-53.77454831069297,-52.98065519562803,180949,-42.06715655672383,-45.9124130650013,297080,-46.80268276279338,-48.720198074127126,187,-73.29110634493426,-72.99966907878803,117873,-53.865981290884434,-53.10651944362678,179020,-42.12429195388078,-45.96799614913657,296349,-46.667780339167024,-48.60736561561077,253,-75.41973266063256,-73.33035642428712,115077,-53.82852622027543,-53.06322932853512,181019,-42.075381763892395,-45.97790031915392,296381,-46.67380491472175,-48.635843928080554,126,-72.25011579878012,-71.3927462221335,115551,-53.861717606097436,-53.05904563486908,180704,-42.059667349573544,-45.89796642781765,297341,-46.83186639038035,-48.79895663642461,199,-72.81782153127118,-71.65221137046021,119908,-53.80444840530617,-53.04898924062016,177234,-42.0853754839021,-45.962562307642905,297109,-46.82659555681825,-48.774427776918245,159,-72.26072560346775,-71.43955383033044,119311,-53.82650260384347,-53.04728649066419,177639,-42.102351801983744,-46.014354043876494
0.024,0.0063157894736842,278816,-42.93796300179582,-45.44546047573435,0,,,37311,-53.35439098500919,-53.08052417058021,241505,-41.328690545814894,-44.705241124220855,278939,-42.97384843412353,-45.46883100156651,0,,,37752,-53.329322514063506,-53.00819009250449,241187,-41.352949059505946,-44.725732709019155,278713,-42.9237076671705,-45.42398486529836,0,,,37303,-53.36134491497607,-53.05950308134869,241410,-41.310869830068114,-44.68831030959751,278681,-42.917590692581584,-45.426210348115184,0,,,37034,-53.34479007586971,-53.04585003477925,241647,-41.31955346488709,-44.68812369088761,278948,-42.99981601316603,-45.492191481791835,0,,,38011,-53.33138335666847,-53.01200516540296,240937,-41.36987455007042,-44.735709565965855,278935,-42.982532001921996,-45.49368993583141,0,,,37635,-53.337975311850364,-52.99228597255936,241300,-41.36741758431257,-44.749883703893346
0.004,0.0110526315789473,319996,-68.75647208632998,-66.31454525553812,124886,-81.85934146261907,-79.18081530081733,188281,-60.89295704188095,-60.98902695313657,6829,-45.93988563980268,-48.04719729078796,319996,-69.06580218673348,-66.57781433767275,126671,-81.97997877785124,-79.18145223905503,187497,-61.055247752019135,-61.23901468913666,5828,-46.09107018127051,-48.15081116260495,319996,-68.66072980819919,-66.35812008406283,123083,-81.52076919151027,-78.84031699009236,190918,-61.087153082904365,-61.24342823726158,5995,-45.82167957029274,-47.80663151456976,319996,-68.68934395562316,-66.25996609200897,124340,-81.69993032986727,-78.95428314315396,188854,-60.93445625803783,-60.97548145898756,6802,-46.16732858753553,-48.25030856965826,319996,-69.29210608440923,-67.04325628854383,131440,-81.58955206536977,-78.88028728825157,182952,-61.168175511831606,-61.35393248151681,5604,-46.07887381759339,-48.14013542587445,319996,-69.24252794488712,-66.89570163801568,129524,-81.65036358591283,-78.89546102262176,185650,-61.19313446274348,-61.33169944642127,4822,-45.861647893405866,-47.92401413375831
0.032,0.0094736842105263,269841,-40.66139936498757,-42.89984830729083,0,,,30809,-53.34589511482726,-53.431930560899715,239032,-39.02648592429004,-42.12411324816805,270006,-40.68438271425611,-42.910320903081384,0,,,30667,-53.37551810479933,-53.47751950527118,239339,-39.058241345645946,-42.14990979920093,269980,-40.663391869128745,-42.88040373216212,0,,,30814,-53.38069232957736,-53.47347641243036,239166,-39.02490271770979,-42.12080403966804,269758,-40.64669262917672,-42.86069612812602,0,,,30723,-53.329966989002514,-53.416936187523724,239035,-39.01652031902579,-42.09736148708173,270334,-40.73658883657506,-42.96707989666915,0,,,31100,-53.31170663304274,-53.38449250379412,239234,-39.10184559995258,-42.206281320953394,270311,-40.74125939141085,-42.96825357734762,0,,,30240,-53.32151587549534,-53.43957923616788,240071,-39.15661586479282,-42.2173237435275
0.016,0.0007894736842105,293474,-46.20389588612988,-48.77218105921952,0,,,95103,-51.84039789541318,-50.99387945550184,198371,-43.50164479807331,-47.68956226681987,293532,-46.208094807153714,-48.7757168052223,0,,,95380,-51.84325432560075,-51.00427186892177,198152,-43.49562400257199,-47.690964160221256,293503,-46.20497019330412,-48.77364411890483,0,,,95054,-51.8398128550726,-50.99404146619875,198449,-43.505967757556206,-47.694293976538944,293482,-46.201921093819045,-48.771466710453836,0,,,94639,-51.83769689062213,-50.98629476607338,198843,-43.51958283884579,-47.69792074997073,293578,-46.22674861615952,-48.787213149630674,0,,,95499,-51.83899181636697,-51.0049997941612,198079,-43.520941269713866,-47.70688416353705,293587,-46.219018861790204,-48.78747283272083,0,,,95436,-51.83908142147541,-50.99856542232657,198151,-43.51221298926815,-47.70196136480287
0.04,0.0118421052631578,260303,-39.33895014149612,-41.3703722947806,0,,,37418,-53.84314222671858,-53.51221750324753,222885,-36.903982066278616,-40.114978661937094,260662,-39.36883556392578,-41.41822364796736,0,,,37084,-53.83018432031995,-53.4914541484618,223578,-36.97018875036576,-40.181088055219774,260475,-39.311463935921076,-41.339254565233325,0,,,36991,-53.84041294044677,-53.496832482447445,223484,-36.9066369566903,-40.10160917015497,260373,-39.331122200662094,-41.37929885876939,0,,,37028,-53.81783377791481,-53.48182434493098,223345,-36.929394128475515,-40.14678186262284,260749,-39.379131338609035,-41.408874351680595,0,,,36985,-53.78357754122596,-53.4848846085007,223764,-36.998281680917074,-40.183409327957094,260860,-39.37804639423525,-41.42977514108633,0,,,36526,-53.81132704119631,-53.49197487042795,224334,-37.02802362055449,-40.21478786675429
0.028,0.0134210526315789,278358,-42.83403320361115,-44.83555087036528,257,-74.00818757434398,-72.82481234901553,58497,-54.037810269790796,-53.54196962996239,219604,-39.81314512910616,-43.13419020206606,278856,-42.92034116236247,-44.893470804865395,240,-73.23142358349324,-72.26290944972871,59546,-54.062176405337674,-53.559735477879954,219070,-39.858642248046166,-43.147007476775954,278368,-42.830079930346855,-44.791777535023584,343,-77.87873810658664,-75.13673075700027,58307,-54.006214974485275,-53.50174673746329,219718,-39.80953270265941,-43.11109518528071,278353,-42.82614886877626,-44.82178874707678,160,-73.78223297170362,-72.39403523338198,59448,-53.92075230705313,-53.41691015476353,218745,-39.788342479349524,-43.095856513561806,278903,-42.94028797791092,-44.9350194070577,207,-73.66572482645779,-72.6206326260083,60045,-53.986400074326745,-53.42614023952865,218651,-39.87776383552448,-43.18025211128906,278816,-42.888273106718444,-44.850428451052636,139,-72.3259365100899,-71.99379575673358,59374,-53.955305840417395,-53.43399805488088,219303,-39.87333105511081,-43.14138490956874
0.022,0.0078947368421052,283819,-44.10594200929133,-46.451428147545755,0,,,61348,-53.178205540032174,-52.50384359138593,222471,-41.60419920648158,-45.15556538383984,284131,-44.148552249326706,-46.52300167731753,0,,,62176,-53.12993223116238,-52.48417055857432,221955,-41.632608559161504,-45.18011762594348,283878,-44.098453058158654,-46.46452661045722,27,-72.32534825721036,-72.60004493559006,60345,-53.191702278603586,-52.54687711574655,223506,-41.639931808715126,-45.19188910727408,283853,-44.100197290379825,-46.455857141833945,0,,,61468,-53.1419838640493,-52.512918040218565,222385,-41.60101552402723,-45.144205439263025,284121,-44.18867253502943,-46.54137337552813,0,,,62194,-53.168491731041996,-52.49583101985172,221927,-41.672120357616116,-45.21827341831704,284144,-44.16826491579557,-46.55636151935998,0,,,62265,-53.13546277819879,-52.47601175850909,221879,-41.651836705363145,-45.22918433264818
