ou_mean,ou_std,VIP2_r,VIP2_cv,VIP3_r,VIP3_cv,VIP4_r,VIP4_cv,VIP5A_r,VIP5A_cv,VIP5B_r,VIP5B_cv,VIP6_r,VIP6_cv
0.0026315789473684,0.0189473684210526,20.3828125,0.9444187410365671,20.077014218009477,0.9248625134192754,19.865384615384617,0.9039883123900323,19.9,0.9116530608508564,20.139705882352942,0.9302996015020455,20.489583333333332,0.9532695561784178
-0.0078947368421052,0.0031578947368421,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
-0.0036842105263157,0.0168421052631578,3.4375,1.0489529035307408,3.287914691943128,1.0299331989808227,3.019230769230769,1.0136264527682923,3.3,1.0391915600924537,3.286764705882353,0.9785164766772381,3.6458333333333335,1.0776169412531063
-0.0005263157894736,0.0126315789473684,5.828125,0.9955319060489866,5.380331753554502,0.9642530323097919,5.355769230769231,0.9760690563888361,5.3375,0.9885851640328072,5.419117647058823,0.9689721647719807,5.802083333333333,0.9667380701448485
0.0036842105263157,0.0031578947368421,13.2734375,0.5191034904178403,13.231635071090047,0.5046042728564033,13.23076923076923,0.5138575297168517,13.175,0.5065835906813978,13.183823529411764,0.5144457986519473,13.40625,0.5252739041363058
-0.0057894736842105,0.0094736842105263,0.0234375,,0.007701421800947867,,0.009615384615384616,,0.0,,0.007352941176470588,,0.020833333333333332,
0.0057894736842105,0.0189473684210526,31.4140625,0.8177183385390027,30.99229857819905,0.8125780368774576,30.83653846153846,0.7987505067984605,30.775,0.8271376638711432,30.948529411764707,0.8151782413100205,31.59375,0.8405731457629299
0.0026315789473684,0.0010526315789473,0.203125,,0.13447867298578198,,0.1346153846153846,,0.2125,0.4133468094693767,0.19117647058823528,0.990010425413852,0.20833333333333334,
0.0057894736842105,0.011578947368421,29.5546875,0.679394676689254,28.987559241706162,0.6758216649955107,28.884615384615383,0.6786794559160199,28.7125,0.6895125570507064,28.933823529411764,0.6959431089723414,29.375,0.6964047298849804
-0.0036842105263157,0.02,5.796875,1.0897853649957856,5.433056872037914,1.0615374212864856,5.336538461538462,1.0673660936226783,5.3625,1.085062872098738,5.4338235294117645,1.0597011683666024,5.854166666666667,1.085834528724105
0.01,0.0084210526315789,52.0390625,0.3822798232743976,52.00592417061611,0.38426520060117003,51.93269230769231,0.38762173509875986,51.8625,0.3784392387112026,52.0,0.38793467149310235,52.302083333333336,0.3932483605855437
0.0047368421052631,0.0147368421052631,25.65625,0.800102051608463,25.270734597156398,0.7913266069956645,25.067307692307693,0.8017125506280146,25.1125,0.7968484665045338,25.404411764705884,0.7761547743338073,25.760416666666668,0.8104428143272274
0.0078947368421052,0.0126315789473684,39.28125,0.6069663196959559,39.25592417061611,0.6037616415058853,38.97115384615385,0.610472402318926,38.975,0.6087796271431696,39.05882352941177,0.6286297318470802,39.625,0.6119342668676098
0.0078947368421052,0.0010526315789473,44.53125,0.06704547397993958,44.50355450236967,0.06701068980440276,44.48076923076923,0.06689074501474591,44.5,0.06697548983929084,44.48529411764706,0.06686657181598728,44.5625,0.06747711566252317
0.0068421052631578,0.0031578947368421,37.3515625,0.23230200332497675,37.30924170616114,0.22896417390654633,37.22115384615385,0.23567910541150422,37.3,0.23043799209530427,37.338235294117645,0.23339867200919912,37.427083333333336,0.23747886441392385
-0.01,0.0052631578947368,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
-0.0068421052631578,0.0126315789473684,0.09375,,0.07938388625592417,,0.07692307692307693,,0.075,,0.08823529411764706,,0.10416666666666667,
-0.0026315789473684,0.0136842105263157,2.6796875,0.9957997278450336,2.537914691943128,0.9799928413640455,2.3461538461538463,0.9170392622566197,2.4875,0.9705654679041521,2.536764705882353,0.9343393574904962,2.7916666666666665,1.02872089365871
-0.0078947368421052,0.0105263157894736,0.015625,,0.0017772511848341231,,0.0,,0.0,,0.0,,0.0,
-0.001578947368421,0.0021052631578947,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
0.01,0.0147368421052631,48.0078125,0.5779803662265186,47.97689573459716,0.5761041112262658,47.99038461538461,0.5854407022425584,47.8,0.5740697808965376,47.970588235294116,0.5912133026239309,48.3125,0.5861108218199039
-0.0068421052631578,0.0105263157894736,0.0234375,,0.008293838862559242,,0.009615384615384616,,0.0,,0.007352941176470588,,0.020833333333333332,
0.0068421052631578,0.0126315789473684,34.296875,0.6447671947844458,34.235189573459714,0.6526297652898368,33.875,0.6518397729161093,33.9125,0.6525537222492918,34.036764705882355,0.6733209942538263,34.53125,0.6572042363438789
0.0026315789473684,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
-0.0089473684210526,0.0073684210526315,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
0.01,0.0063157894736842,53.4921875,0.2973938001449454,53.41291469194313,0.29602099599838533,53.42307692307692,0.29587045697169323,53.1875,0.2964754748813665,53.47794117647059,0.29875854921327116,53.541666666666664,0.29865396921527265
0.01,0.0189473684210526,46.8125,0.6662677165831787,46.75355450236967,0.6663736633714675,46.43269230769231,0.6744246510932486,46.575,0.66292056670353,46.68382352941177,0.6888754390032648,47.020833333333336,0.671328033289123
-0.0036842105263157,0.0073684210526315,0.0234375,,0.0071090047393364926,,0.009615384615384616,,0.0,,0.007352941176470588,,0.020833333333333332,
0.0005263157894736,0.0094736842105263,5.0625,0.9386293160195721,4.75414691943128,0.912831722314734,4.538461538461538,0.895470853748095,4.7125,0.9239221584088462,4.6838235294117645,0.8945215438892898,5.104166666666667,0.9442386803723318
0.0089473684210526,0.011578947368421,44.9453125,0.5332917495954659,44.75059241706161,0.5314145135923015,44.64423076923077,0.5399769019270613,44.5375,0.5360120637258763,44.85294117647059,0.5442965473271592,45.052083333333336,0.5442927972669039
0.0078947368421052,0.0042105263157894,43.34375,0.2567389446793531,43.302725118483416,0.2581106541379464,43.28846153846154,0.2584961746966968,43.25,0.26093619384954037,43.25735294117647,0.2605836443014341,43.34375,0.26535480996507926
0.0047368421052631,0.0105263157894736,23.71875,0.7135911062646765,23.44016587677725,0.7069838699159017,23.384615384615383,0.7073971728200408,23.1,0.7190822837442767,23.470588235294116,0.6991244044734822,23.802083333333332,0.7350026045931634
0.0089473684210526,0.0010526315789473,50.4453125,0.058784620598334246,50.427132701421804,0.05864055640234889,50.43269230769231,0.05712608757558486,50.4125,0.05833071168921664,50.38235294117647,0.057809963273265964,50.458333333333336,0.05872887799491119
0.01,0.0042105263157894,54.796875,0.20065548378157427,54.69431279620853,0.1995204816651158,54.72115384615385,0.19750348724064568,54.5375,0.20004173180334966,54.713235294117645,0.2015362534035888,54.8125,0.20141498336232477
0.0068421052631578,0.0094736842105263,34.796875,0.5558411670827362,34.79324644549763,0.5580985483636413,34.5,0.5693812006411201,34.625,0.5570749839969363,34.61764705882353,0.5787998560056865,34.791666666666664,0.5594525326210434
0.0057894736842105,0.0073684210526315,29.265625,0.5304796267364018,29.123222748815166,0.5367371027103729,29.009615384615383,0.5397263556005331,28.75,0.5378827584946058,29.16176470588235,0.5543295890915476,29.291666666666668,0.5427831067098607
-0.0036842105263157,0.0136842105263157,1.6484375,0.9636302638604485,1.4632701421800949,0.9135956769979011,1.2884615384615385,0.7581525410489985,1.4875,0.8795210613121519,1.4485294117647058,0.9330194715004956,1.5520833333333333,0.8465472346939761
-0.0057894736842105,0.0084210526315789,0.015625,,0.001184834123222749,,0.0,,0.0,,0.0,,0.0,
