ou_mean,ou_std,PV4_r,PV4_cv
0.036,0.0,174.125,0.0032897411987558864
0.028,0.0142105263157894,142.79301075268816,0.3915870443155437
0.012,0.0,0.0,
0.006,0.0078947368421052,0.0013440860215053765,
0.038,0.0039473684210526,176.65994623655914,0.030167196867516722
0.004,0.0078947368421052,0.0013440860215053765,
0.026,0.0023684210526315,154.4758064516129,0.03232154815822372
0.038,0.0134210526315789,183.7970430107527,0.2293310280723292
0.008,0.0039473684210526,0.0,
0.036,0.0086842105263157,174.54435483870967,0.11817046334644588
0.024,0.015,114.81989247311827,0.71205504998987
0.008,0.0078947368421052,0.09543010752688172,
0.034,0.0118421052631578,169.29032258064515,0.18641416645408249
0.014,0.0134210526315789,24.647849462365592,1.483137001346181
0.002,0.0118421052631578,0.002688172043010753,
0.012,0.0055263157894736,6.477150537634409,1.3602841402193708
0.036,0.0039473684210526,173.56048387096774,0.029309219342880825
0.012,0.0007894736842105,0.0,
0.002,0.0142105263157894,0.013440860215053764,
0.004,0.0094736842105263,0.0013440860215053765,
0.002,0.0086842105263157,0.0,
0.014,0.0142105263157894,23.926075268817204,1.4971842746012947
0.038,0.0110526315789473,182.7029569892473,0.18267292524243184
0.01,0.0023684210526315,0.0,
0.034,0.0039473684210526,170.4516129032258,0.031547712002783924
0.028,0.0,159.875,0.002245814382992507
0.028,0.0102631578947368,150.96505376344086,0.18739099680874124
0.034,0.001578947368421,171.08198924731184,0.012607508234508905
0.036,0.0047368421052631,173.36962365591398,0.03735403796242306
