ou_mean,ou_std,PV4_V_num_-200_0,PV4_V_mean_-200_0,PV4_V_median_-200_0,PV4_V_num_-200_-70,PV4_V_mean_-200_-70,PV4_V_median_-200_-70,PV4_V_num_-70_-50,PV4_V_mean_-70_-50,PV4_V_median_-70_-50,PV4_V_num_-50_0,PV4_V_mean_-50_0,PV4_V_median_-50_0
0.028,0.0094736842105263,275082,-41.93997282327129,-44.21742246468996,0,,,38308,-53.318536770500366,-53.168153741763376,236774,-40.09901888537924,-43.29424807983834
0.02,0.0126315789473684,295780,-46.72215023987014,-48.09815786105469,2172,-74.96394157070262,-73.41081874302535,112278,-55.02207165166067,-54.07058158641249,181330,-41.24462447445027,-44.65276249086372
0.034,0.0126315789473684,268704,-40.68332361911855,-42.820356238608866,0,,,39624,-53.654431443251035,-53.41119746542902,229080,-38.43970926420574,-41.62804884688148
0.036,0.0110526315789473,265292,-39.91372391776713,-42.017818269009304,0,,,33544,-53.56391580275806,-53.42311032345719,231748,-37.93794834865698,-41.065626231758706
0.024,0.0007894736842105,276727,-42.548847319203986,-45.256946036191664,0,,,26485,-54.20894821947256,-54.63470472094822,250242,-41.31477081588475,-44.794735805564756
0.018,0.0086842105263157,296301,-46.63560773466376,-48.61597757388076,166,-72.84417682816174,-72.78356024786297,115186,-53.774548497930446,-52.98065505177135,180949,-42.06715666155939,-45.9124130650013
0.04,0.0086842105263157,260225,-38.717526056522416,-40.70601368193496,0,,,31060,-53.361485908122965,-53.21639564581803,229165,-36.73274917964021,-39.82129189874254
0.014,0.0086842105263157,312156,-50.451950558331646,-51.50011582837948,1725,-73.47721891891912,-72.40983085459985,188165,-55.1540541852855,-54.26979020133691,122266,-42.89065046764591,-46.26879923366906
0.024,0.0134210526315789,286344,-44.643498505507075,-46.384535183771,982,-74.970108634153,-73.13642614044714,81489,-54.499367105601515,-53.71482817625951,203873,-40.55798640974441,-43.95521807330795
0.006,0.0063157894736842,319996,-62.22781673242489,-61.47899966303374,32632,-74.11654151783617,-73.06160867268133,286459,-60.92208484875759,-60.763457917707434,905,-46.85299072790905,-48.99581744497639
0.026,0.0039473684210526,274679,-41.99705094719259,-44.57857372190817,0,,,26797,-53.95845103329177,-54.35103187367295,247882,-40.70397747631855,-44.06972521571756
0.016,0.015,309583,-51.27578815307333,-50.98497200452882,17446,-78.64640237497304,-76.34641065625075,151943,-56.816281022915646,-55.768391048483174,140194,-41.864922896088636,-44.28146690089479
0.016,0.0039473684210526,297362,-46.81955437407573,-49.24190801375115,0,,,117925,-52.323309906375854,-51.650384801102184,179437,-43.20251680018354,-47.47741238457285
0.03,0.0039473684210526,270043,-40.802443931197814,-43.20508221019546,0,,,26444,-53.5700072663204,-53.9346380653579,243599,-39.41645529892106,-42.661249356492455
0.01,0.0086842105263157,319387,-56.32542791449454,-55.93353598704372,13972,-74.73722514202683,-73.47586417217296,259194,-57.46697461071266,-56.75154630549988,46221,-44.358320209281786,-46.92789339286108
0.026,0.015,283939,-44.18327492090184,-45.80439436278487,1302,-75.78721357948162,-73.80601817789713,77025,-54.751355638308276,-53.96079457985992,205612,-40.02420470422332,-43.36895310087404
0.026,0.0102631578947368,278713,-42.8500237105344,-45.05366086626271,0,,,50621,-53.45008518198417,-53.043533695424834,228092,-40.497526859499466,-43.81578179775382
0.006,0.0023684210526315,319996,-61.11232630956161,-61.01031459568834,52,-70.43529691459625,-70.38312706344868,319944,-61.11081106166991,-61.009852679448784,0,,
0.008,0.0031578947368421,319996,-58.200045921144756,-58.047970517932825,11,-70.15834201237213,-70.16755877860533,319966,-58.200136243624144,-58.04800580879537,19,-49.755762792609055,-49.730072376216846
0.018,0.0063157894736842,292709,-45.94665330156584,-48.32617773946041,0,,,97101,-52.887855621397314,-52.12621974384625,195608,-42.50099828511481,-46.47414812270196
0.008,0.0055263157894736,319996,-58.743346885215296,-58.297419730363615,5172,-72.47898462253019,-71.75904572728757,312100,-58.62240271502295,-58.25569687421198,2724,-46.520864190517756,-48.869974254009705
0.008,0.0118421052631578,319749,-61.12671648358787,-59.354040805095174,61550,-79.249864842844,-76.60729395475047,220076,-58.96338617274705,-58.45524945329278,38123,-44.35514289222273,-46.22288828768772
0.03,0.0086842105263157,272102,-41.15127126692217,-43.4332259280291,0,,,30826,-53.33802904985014,-53.44785491892253,241276,-39.59426188589573,-42.71622672610613
0.012,0.0039473684210526,319122,-52.153028377479764,-52.641335759169266,0,,,268786,-53.45690425029632,-53.17107634834633,50336,-45.190544661036846,-48.520145210080805
0.01,0.0110526315789473,319044,-57.28245554400916,-56.3653204147784,31267,-77.22340851272635,-75.27704545246888,228015,-58.03665286305335,-57.31505595845679,59762,-43.97195592594512,-46.11801092772927
0.008,0.0,319996,-57.9564051557436,-57.955844512707095,0,,,319996,-57.9564051557436,-57.955844512707095,0,,
0.006,0.0102631578947368,319981,-64.13035946619077,-62.30827120589988,79350,-78.78426182622843,-76.48700782606822,227828,-60.06876233891763,-59.876068503558095,12803,-45.58458098016395,-47.75317141202932
0.04,0.0063157894736842,260536,-38.29242486230072,-40.251576358677696,0,,,26769,-52.860464102816195,-52.92137466888148,233767,-36.62421744881053,-39.58170626733943
0.024,0.0126315789473684,285289,-44.40798815618753,-46.2620914212186,539,-74.81941975343553,-73.86872991242994,77175,-54.30667874431218,-53.5987248903537,207575,-40.64875314344787,-44.071005755153344
0.014,0.0063157894736842,311101,-49.55296650415696,-51.04649989849276,66,-71.18974259727358,-71.18617333293433,186710,-53.78740632652799,-53.15779450117873,124325,-43.18224230180795,-47.07262067378546
0.028,0.0110526315789473,276328,-42.264055964951105,-44.42775999081121,3,-70.14229383322028,-70.11846066809234,46624,-53.42218267862185,-53.09219596018032,229701,-39.99884974202744,-43.22897113247919
0.008,0.0126315789473684,319655,-61.57802296532756,-59.54340692978437,68210,-80.25099450099623,-77.41551809312826,209512,-58.968328864517225,-58.457214980859376,41933,-44.24272241447293,-46.00732754482248
0.028,0.0118421052631578,277068,-42.44086507054392,-44.56481786408741,52,-71.21578934229798,-70.85354547238143,50506,-53.60247626842658,-53.24238114652771,226510,-39.94550225555831,-43.203140845352635
0.018,0.001578947368421,287764,-45.03599292533798,-47.802138212941045,0,,,52188,-52.526814526365115,-50.87989433019865,235576,-43.37652422855049,-47.07048578180091
0.038,0.0086842105263157,262622,-39.073518022167605,-41.14332219603189,0,,,29432,-53.30709037747398,-53.258385513359045,233190,-37.277032317114305,-40.34333252598576
0.002,0.0078947368421052,319996,-71.36842053267078,-69.82340419875695,157810,-79.66516882455659,-77.74757715183199,162015,-63.31384461499122,-63.77171659645491,171,-45.943095154652376,-47.83065032160224
0.004,0.0142105263157894,319982,-70.85610561431588,-67.28904345817836,140073,-86.56771026922183,-82.98619669144439,160697,-60.24652443980635,-60.188202111357725,19212,-45.04704186111544,-46.59632199045437
0.01,0.0047368421052631,319973,-55.57314964613948,-55.421602490952644,160,-71.50024891639134,-71.3244520066461,308337,-55.91966476079211,-55.57310666608236,11476,-46.04092876866578,-48.79083929795463
0.004,0.0102631578947368,319996,-68.24692788459042,-66.08067445903879,119574,-80.74175727920392,-78.28033643383617,195800,-61.136115313696756,-61.264189622766224,4622,-46.23056513025728,-48.354500955290675
0.036,0.0007894736842105,264460,-39.132502706868785,-41.26054536342339,0,,,25278,-52.89889906627593,-53.21469052922237,239182,-37.677598210823525,-40.69351831797755
0.034,0.0047368421052631,266495,-39.722804445402076,-41.92910923272908,0,,,25695,-53.158570835468836,-53.46037432931958,240800,-38.28911666553179,-41.37056292196835
0.038,0.0071052631578947,262761,-38.8577055953404,-40.912091799026605,0,,,27074,-53.02442853897553,-53.11859623211788,235687,-37.23033600356835,-40.24591390239792
0.01,0.015,318427,-59.467350881006226,-57.21712324288411,61474,-81.81394099030743,-78.42388705933635,182783,-58.467111466590865,-57.80374272491687,74170,-43.41089248146328,-45.005879544326945
0.018,0.0126315789473684,302006,-48.227125814688584,-49.226466298696195,4478,-75.4383510100328,-73.73123830066925,132698,-55.544332423406765,-54.53584862257007,164830,-41.597079409371375,-44.84159405801783
0.02,0.0055263157894736,285788,-44.565283486354524,-47.12894950319651,0,,,60259,-52.83917186025183,-51.981101841156715,225529,-42.35458668229525,-46.04239901896158
0.01,0.0118421052631578,318875,-57.69820458096934,-56.54567460579643,37573,-78.10033446825837,-75.82973488354119,218383,-58.17755761735361,-57.45785381136182,62919,-43.85100770244592,-45.85977401792216
0.026,0.0142105263157894,282900,-43.92387738452367,-45.69750483868633,798,-75.41913871437063,-73.8525010843673,73275,-54.49870391404694,-53.79207498700119,208827,-40.09293774313613,-43.469522708112706
0.002,0.0094736842105263,319996,-72.42497388324232,-70.33749732279598,163445,-82.04040935667152,-79.68807569285428,155693,-62.472113714391305,-62.90757203086926,858,-46.77906166212995,-48.71096634516772
0.036,0.0071052631578947,264911,-39.314807919833626,-41.42808419382777,0,,,26370,-53.10974126537461,-53.282520245491234,238541,-37.7898189564189,-40.80738794358789
0.032,0.0031578947368421,267996,-40.22881763571142,-42.5556244555125,0,,,26144,-53.35902339192187,-53.70502837127762,241852,-38.809453316663536,-42.00459635267777
0.02,0.015,298797,-47.732928903859666,-48.45403394198285,7028,-76.60191908984541,-74.52812812691019,118568,-55.80737924859859,-54.79400702055375,173201,-41.033991302447944,-44.084253313622504
0.032,0.001578947368421,267790,-40.20083549964204,-42.52692767614519,0,,,26244,-53.3474010679399,-53.706343618453516,241546,-38.772459675681326,-41.98146934010366
0.034,0.0134210526315789,268879,-40.85388625622551,-42.96754189145789,11,-70.42880582706064,-70.41568308250105,42585,-53.802835729806496,-53.49855171489253,226283,-38.41553986057172,-41.625498617260085
0.018,0.0118421052631578,300988,-47.88650311020199,-49.097981681100855,2836,-75.07736856170204,-73.70724353854607,130962,-55.24494156583089,-54.25962828840707,167190,-41.66131553052301,-45.05590757996378
0.004,0.0007894736842105,319996,-64.43510793470051,-64.42322958842465,0,,,319996,-64.43510793470051,-64.42322958842465,0,,
0.04,0.0047368421052631,260920,-38.137626662156364,-40.060311401307374,0,,,25036,-52.59481996894991,-52.79310562719028,235884,-36.60318476856086,-39.46884622700307
0.034,0.0007894736842105,266076,-39.65642874569702,-41.884935029629695,0,,,25767,-53.125847851294296,-53.46654425788449,240309,-38.21217771018055,-41.331623166789555
0.01,0.0007894736842105,319996,-55.22243140902076,-55.21621210221432,0,,,319996,-55.22243140902076,-55.21621210221432,0,,
0.04,0.001578947368421,261157,-38.096763626121124,-39.99527715797826,0,,,24075,-52.49284779447882,-52.76521157779038,237082,-36.634882393664775,-39.423195920552494
0.032,0.0134210526315789,272113,-41.467162213731115,-43.55715120489452,57,-71.67600190532566,-71.33422971336765,45960,-53.75113664068912,-53.40959366025455,226096,-38.96250327007262,-42.1726389609433
0.03,0.0102631578947368,272901,-41.38109971969222,-43.60864984814081,0,,,35820,-53.36788577699033,-53.328310060502794,237081,-39.57004494696721,-42.70276786240083
0.002,0.0102631578947368,319996,-72.97855816896605,-70.6071142012066,165804,-83.24522416919689,-80.67082068079267,152663,-62.0945169831524,-62.51010353493384,1529,-46.38345682665034,-48.291094634444356
0.028,0.0134210526315789,278358,-42.834033218408024,-44.835551815302566,257,-74.00818724741012,-72.8248121704363,58497,-54.037810466641766,-53.54196962996239,219604,-39.813145095808316,-43.13419020206606
0.022,0.0063157894736842,282296,-43.7627581680273,-46.27682564853943,0,,,48636,-53.08420540594276,-52.402391118340866,233660,-41.82251205032101,-45.31690857569649
0.014,0.0055263157894736,310759,-49.269700036876614,-50.87179981786684,0,,,184318,-53.33232845763593,-52.783213315014585,126441,-43.34744740317768,-47.369005313520546
0.004,0.001578947368421,319996,-64.49401357776223,-64.44044532951413,261,-70.61888114562674,-70.54766650169056,319735,-64.48901384224624,-64.43879116125436,0,,
0.016,0.001578947368421,293901,-46.26879725147013,-48.84479585224923,0,,,95816,-51.90330804277534,-51.05826947869511,198085,-43.54331937086485,-47.70016170258114
0.018,0.0007894736842105,287521,-45.005140943589176,-47.769512676816106,0,,,48271,-52.59360097482579,-50.60944638152108,239250,-43.47409578510298,-47.11208405537981
0.026,0.0031578947368421,274419,-41.95931192175714,-44.551247580686855,0,,,26672,-53.984188445788284,-54.39051780884757,247747,-40.66473516946968,-44.04729519608862
0.034,0.0,266144,-39.65138569832896,-41.89369937197693,0,,,25724,-53.13218502518962,-53.49121492161088,240420,-38.208992877913985,-41.33808052420634
0.002,0.0023684210526315,319996,-68.8507758252518,-68.70014331793504,106619,-72.15837834101377,-71.72066701905652,213377,-67.19805190173605,-67.437779743312,0,,
0.004,0.0055263157894736,319996,-65.58298442475895,-64.88975828196732,68920,-74.3443577169679,-73.23379351589057,251044,-63.17975636370918,-63.32499373190555,32,-49.39979877264064,-49.32916706392862
0.026,0.0047368421052631,274935,-42.06300536883188,-44.601431785099315,0,,,27622,-53.854551343253945,-54.229018920049334,247313,-40.7460261445069,-44.07017541716849
0.014,0.015,313903,-53.69761658763392,-52.8402719214461,27575,-79.55059693212907,-76.77052873318742,167606,-57.483966522034905,-56.510588954223735,118722,-42.34748013352546,-44.42219737270198
0.034,0.0071052631578947,266982,-39.84213702769763,-42.03706300438003,0,,,26300,-53.20557151380698,-53.4503039233238,240682,-38.38187690444508,-41.42889043098317
0.036,0.0118421052631578,265542,-40.0680780365202,-42.19394915086454,0,,,35909,-53.67977943837938,-53.48058860082714,229633,-37.93953995340773,-41.11169332113831
0.04,0.0118421052631578,260299,-39.33978752541814,-41.37051991593103,0,,,37422,-53.843135557977504,-53.511902119788445,222877,-36.90461346046556,-40.11527538964888
0.016,0.0031578947368421,295898,-46.63614610397531,-49.12086996282363,0,,,109704,-52.12962968305124,-51.41606729148303,186194,-43.39942997693068,-47.6278794612561
0.036,0.0,264472,-39.13241620666109,-41.25240759623435,0,,,25292,-52.89599718175971,-53.22074199371029,239180,-37.67699146369682,-40.69624755095884
0.028,0.0142105263157894,279227,-43.072946087000986,-44.95915649725069,422,-75.28925580547916,-74.24521798020265,63261,-54.263197950791636,-53.68844603289374,215544,-39.7255933151472,-43.03787452028111
0.012,0.0,319996,-52.58729213876517,-52.585082890240166,0,,,319996,-52.58729213876517,-52.585082890240166,0,,
0.006,0.0078947368421052,319996,-62.922934326201954,-61.7860507180697,53701,-75.81693602304308,-74.22776888406668,262444,-60.52826118653689,-60.37745930316471,3851,-46.31603023484852,-48.656844836068665
0.038,0.0039473684210526,262952,-38.623694546516404,-40.63851941337832,0,,,24736,-52.71358361476981,-52.97738684914509,238216,-37.1606211341834,-40.07846357472522
0.004,0.0078947368421052,319996,-66.78546223863599,-65.41649924296931,99572,-77.41520954854303,-75.6213168924869,219554,-62.043849712627505,-62.229815775238976,870,-46.80247073657734,-48.83201869970595
0.026,0.0023684210526315,274236,-41.93862651602691,-44.54683042228159,0,,,26596,-53.9983741612839,-54.401753974664494,247640,-40.64343572143292,-44.04822168877604
0.038,0.0134210526315789,263493,-39.987476080133646,-42.061258431359775,0,,,40345,-53.9287449756438,-53.56796654037029,223148,-37.466904559934704,-40.698935176657315
0.008,0.0039473684210526,319996,-58.35455693626556,-58.1164835700484,306,-71.51579226471758,-71.2261991408041,319532,-58.34740566055916,-58.11473109596634,158,-47.32748996485071,-49.14099476311143
0.036,0.0086842105263157,265004,-39.52835145865622,-41.648626751359956,0,,,28561,-53.288255275790604,-53.34690413413798,236443,-37.86623156962936,-40.92536575891636
0.024,0.015,288543,-45.20258458972623,-46.64434393447379,2154,-76.3167611317771,-74.34481607608257,89674,-55.047333647990236,-54.14999402225561,196715,-40.37408669519685,-43.68433998581941
0.008,0.0078947368421052,319966,-59.46706609077636,-58.64378103442266,23818,-74.84156046963918,-73.5786313661957,281400,-58.89088461505373,-58.41345818413113,14748,-45.63113987383829,-48.12068517242727
0.034,0.0118421052631578,268241,-40.53721215913991,-42.689570688008345,0,,,36342,-53.59415020410657,-53.417922687015185,231899,-38.49099702914722,-41.647250998111694
0.014,0.0134210526315789,313608,-52.80497969761213,-52.504132723082634,19255,-77.95149324744503,-75.87714696265539,174977,-57.092632917662485,-56.103957747201015,119376,-42.46423435611318,-44.80410900758238
0.002,0.0118421052631578,319996,-74.13808177685999,-71.20013921680973,169598,-85.70343525349085,-82.69093296222738,146581,-61.48421646790444,-61.82037326136255,3817,-46.19870842668499,-48.25252477984651
0.012,0.0055263157894736,318199,-52.248421610098035,-52.88126970175455,97,-71.26335105097215,-71.08512645550508,250089,-54.395080071932384,-53.883372771423296,68013,-44.32787529957717,-47.72102199825501
0.036,0.0039473684210526,264690,-39.154795138707314,-41.282484833920705,0,,,25259,-52.91833928619937,-53.21109729102187,239431,-37.70279701974402,-40.718646731826546
0.012,0.0007894736842105,319996,-52.58258183927355,-52.57931034126747,0,,,319996,-52.58258183927355,-52.57931034126747,0,,
0.002,0.0142105263157894,319996,-75.89565811284338,-72.08403139222872,173759,-89.43434661141121,-85.76910345787122,136372,-60.8436626247035,-61.052671958689345,9865,-45.50556727513047,-47.23249511988292
0.004,0.0094736842105263,319996,-67.73020832277818,-65.84654412703588,113690,-79.61440720223692,-77.38734369735091,203197,-61.41070568862834,-61.57639609548107,3109,-46.17646311392798,-48.27271920219219
0.002,0.0086842105263157,319996,-71.88318453197795,-70.07275462152369,160783,-80.84698908095673,-78.71197263683992,158750,-62.87758570836158,-63.327402188563,463,-46.85386801066334,-48.96591364970424
0.014,0.0142105263157894,313764,-53.25014900542067,-52.673121112944955,23330,-78.75678830050052,-76.29213117816664,171383,-57.30317642785085,-56.320187916557664,119051,-42.41706155976658,-44.61610496158456
0.038,0.0110526315789473,262784,-39.50414053699876,-41.603453526557,0,,,34116,-53.63883249615253,-53.441695653735685,228668,-37.39532272742991,-40.56188831064664
0.01,0.0023684210526315,319996,-55.328823823496165,-55.26230818892756,0,,,319943,-55.32978815466655,-55.262666395342,53,-49.50748405649195,-49.55719782565578
0.034,0.0039473684210526,266347,-39.70852037835599,-41.92498246307147,0,,,25692,-53.14754073301481,-53.45928311520974,240655,-38.273788870795826,-41.362686915804275
0.028,0.0,271712,-41.315529022618584,-43.83243376453091,0,,,26612,-53.793326720742975,-54.17843077955397,245100,-39.96073851938527,-43.320474111821405
0.028,0.0102631578947368,275809,-42.09415435302487,-44.31796608206559,0,,,42196,-53.34507759756853,-53.14168651559788,233613,-40.06197310785973,-43.27228704168621
0.034,0.001578947368421,266106,-39.66294081186174,-41.896052831059365,0,,,25759,-53.12693675467465,-53.469228844319396,240347,-38.219947674893454,-41.336461339700385
0.036,0.0047368421052631,264752,-39.18103242414494,-41.298947442908066,0,,,25323,-52.93785869248531,-53.21331264601094,239429,-37.72605365551966,-40.730861592648765
0.038,0.0047368421052631,262952,-38.645718281023306,-40.66399652364426,0,,,24965,-52.744617417561756,-52.983324917407515,237987,-37.166734063634614,-40.09326670876118
0.02,0.0134210526315789,296853,-47.049354594494076,-48.24264170019629,3448,-75.6204739910806,-74.01110830813124,115292,-55.28102391193295,-54.293873436862306,178113,-41.16792629546149,-44.463282908476096
0.026,0.0134210526315789,282124,-43.69100756826187,-45.57970304651817,496,-74.89576670392627,-73.98386495749733,68741,-54.26940535705269,-53.62584782400702,212887,-40.2025502978294,-43.578068275153754
0.014,0.0047368421052631,310588,-49.033614716003065,-50.7200070530517,0,,,182760,-52.87770422761371,-52.40267861296963,127828,-43.53759037750165,-47.64961077898291
0.008,0.0023684210526315,319996,-58.08096466969559,-57.99658557695367,0,,,319996,-58.08096466969559,-57.99658557695367,0,,
0.024,0.0031578947368421,277133,-42.62414673066328,-45.299642126879775,0,,,26820,-54.142995437951996,-54.57552115058698,250313,-41.389949855832604,-44.817637796329244
0.004,0.0086842105263157,319996,-67.25061310644787,-65.62361904103292,107124,-78.50366501100766,-76.49001554655504,211215,-61.70605926307208,-61.88766066315852,1657,-46.5028809426305,-48.509549480814954
0.04,0.0055263157894736,260798,-38.202626241105875,-40.148119395199664,0,,,25847,-52.71881764411483,-52.86243378958952,234951,-36.60569752323037,-39.51860563579206
0.03,0.0110526315789473,273528,-41.572569533921275,-43.756072330438855,0,,,39926,-53.40622204752672,-53.251376032501724,233602,-39.55002516247662,-42.69755271944399
0.014,0.0110526315789473,313031,-51.55936694269095,-51.9887527246683,8574,-75.43292462144485,-73.79012793793405,183757,-56.28255778634221,-55.307227060981084,120700,-42.67277818217349,-45.49685649861492
0.032,0.0094736842105263,269838,-40.661856404652426,-42.900028413129505,0,,,30811,-53.345728916755,-53.43214221399419,239027,-39.02688296662914,-42.12415228971771
0.024,0.0110526315789473,283225,-43.92230987434374,-45.99503101263488,147,-72.9257878399491,-72.54973236112203,67670,-53.774364588581115,-53.20799349876526,215408,-40.807513516857554,-44.26046611680712
0.034,0.0055263157894736,266609,-39.750495977587406,-41.9523541580327,0,,,25711,-53.18117374570543,-53.46321903374863,240898,-38.31704216686219,-41.381459377147635
0.028,0.0071052631578947,273490,-41.61744142608142,-43.97979821832714,0,,,30130,-53.49829995321454,-53.699074074629934,243360,-40.14649193798756,-43.337224593412735
0.024,0.0055263157894736,278217,-42.83363210140379,-45.38965808951525,0,,,33425,-53.5239579280917,-53.4861062669701,244792,-41.37392696088843,-44.75096999841989
0.026,0.0063157894736842,275783,-42.20179736759508,-44.67173270406838,0,,,31349,-53.55228863419003,-53.67273966734253,244434,-40.74608109769611,-44.038572715671364
0.004,0.0134210526315789,319982,-70.34161903494736,-67.06070865383509,136993,-85.38444603419072,-82.03021331270996,167138,-60.386370653209994,-60.37242079522065,15851,-45.304605907666854,-47.03062899902257
0.018,0.0023684210526315,288094,-45.09644865137736,-47.84968358826127,0,,,56972,-52.465087897841784,-51.07610873572756,231122,-43.280065463495774,-47.01678306489431
0.036,0.0055263157894736,264784,-39.21076851755413,-41.321246522461315,0,,,25460,-52.96664705211145,-53.22424823348075,239324,-37.74737718409058,-40.74991088774354
0.024,0.0047368421052631,277803,-42.74519641795029,-45.342044997751756,0,,,30217,-53.75974045124018,-53.977998106177324,247586,-41.4009100808637,-44.780616390934654
0.01,0.0094736842105263,319283,-56.621517826445135,-56.08576876030544,19192,-75.51963860041299,-74.11432685660867,248914,-57.70340912693724,-56.97633773693016,51177,-44.272403476938955,-46.70966493039498
0.016,0.0102631578947368,306161,-48.95780038332974,-50.164531871461186,2162,-74.26046700572267,-72.87080788437109,154419,-55.12245234254315,-54.147100953855684,149580,-42.22799856405319,-45.639393438647566
0.018,0.0094736842105263,297627,-46.94330006681609,-48.76062542978391,318,-74.00640805026642,-73.2580798744167,121012,-54.15196449298461,-53.2877045476766,176297,-41.94638595098745,-45.70504450624007
0.018,0.0134210526315789,302825,-48.576510210707795,-49.33645109423151,6557,-76.1549693196372,-74.2046787608679,133560,-55.79678335021608,-54.770821574603076,162708,-41.538309035043575,-44.64809453135174
0.028,0.001578947368421,271764,-41.32327062396925,-43.84345756788298,0,,,26714,-53.773537816160136,-54.165170035443296,245050,-39.9660111349989,-43.32588809459497
0.03,0.0078947368421052,271525,-41.06947774357647,-43.359711488802375,0,,,29015,-53.42600818326572,-53.63370653945547,242510,-39.591086210412556,-42.704794951234014
0.02,0.0142105263157894,298052,-47.36176959090574,-48.33518987640559,4974,-76.10825410996858,-74.26586785090983,117192,-55.56141637432664,-54.55741499703119,175886,-41.08544276648268,-44.251658507842535
0.004,0.0031578947368421,319996,-64.77402910345631,-64.54811694769674,21241,-71.82192548754936,-71.3543802515375,298755,-64.27293500597,-64.27013979960917,0,,
0.038,0.0007894736842105,262827,-38.61258676148813,-40.63176376983763,0,,,24679,-52.68874762949279,-52.978803253185966,238148,-37.15389059749984,-40.06592677117885
0.02,0.0,283032,-44.08272906506685,-46.86982233732573,0,,,25212,-54.69028227232256,-55.17870738899175,257820,-43.04542539792959,-46.484522739947174
0.024,0.0,276636,-42.55948049199526,-45.2538492124149,0,,,26780,-54.166395191358134,-54.64410115746648,249856,-41.315431217017114,-44.79741018809215
0.006,0.015,319844,-67.00596700647364,-63.529922865894974,112187,-85.44399672606275,-81.77184544395904,173075,-59.57940127973039,-59.265374004500636,34582,-44.35966612753489,-45.709041383440805
0.016,0.0118421052631578,307492,-49.64901262489819,-50.43584476732757,5965,-75.39213650773618,-73.69550351538184,155666,-55.77769033379814,-54.74559528079071,145861,-42.05558821265128,-45.12012330856934
0.012,0.0110526315789473,316743,-54.09119230425009,-53.88761532197366,16810,-76.23865691244164,-74.56783201011228,207808,-57.12067340920828,-56.23487318057616,92125,-43.21630178025713,-45.65265343699337
0.028,0.0023684210526315,271838,-41.33855868665069,-43.85161522964603,0,,,26613,-53.78619755441682,-54.17419603494879,245225,-39.98768086755451,-43.33483564411348
0.014,0.001578947368421,308585,-48.40881304010163,-50.13237981419848,0,,,164636,-51.783295843448435,-51.22500674458472,143949,-44.549381221806264,-48.82466104810453
0.04,0.0,261236,-38.08269836673781,-40.002413859764324,0,,,24256,-52.471729356448684,-52.747102092003026,236980,-36.60991443692758,-39.42131900812818
0.038,0.0102631578947368,262657,-39.37973535731487,-41.46666323888722,0,,,32598,-53.56348524171743,-53.40551434045959,230059,-37.369981864811834,-40.51581903843813
0.024,0.0142105263157894,287505,-44.94590836768227,-46.545539920241985,1501,-75.73356359938191,-73.93272445604495,86022,-54.761193659914845,-53.91084616801298,199982,-40.49279387782213,-43.83918121517
0.03,0.0007894736842105,269637,-40.7453047121196,-43.17256633118578,0,,,26571,-53.56955105298282,-53.94457677023902,243066,-39.343409549805344,-42.63913958570146
0.038,0.0055263157894736,262934,-38.688186341804055,-40.716881947179054,0,,,25286,-52.80989805786992,-53.023609007646115,237648,-37.18562119312852,-40.128225211041695
0.014,0.0,307604,-48.358363119330015,-49.8158247815196,0,,,135912,-52.30397330627304,-51.682029682385675,171692,-45.23500401274497,-49.21353067321154
0.026,0.0110526315789473,279452,-43.017188557738855,-45.151060462715904,38,-71.45277392876302,-71.16406477027832,55044,-53.63955772246038,-53.19752165432982,224370,-40.40641955766295,-43.75078457699861
0.026,0.0086842105263157,277384,-42.542023935217024,-44.8582419302939,0,,,42069,-53.27756085815564,-52.9907955649675,235315,-40.622752733588975,-43.91395358904775
0.012,0.0086842105263157,317098,-53.08114317308541,-53.411283366228595,5421,-73.91669376772222,-72.7999224261147,225172,-56.21737030333409,-55.360757099718406,86505,-43.61186330318329,-46.5090620396211
0.012,0.0126315789473684,316770,-54.97564963508411,-54.2717417295516,26317,-78.02165044991737,-75.78820438417335,196753,-57.555391535622874,-56.687971828404194,93700,-43.08585708865225,-45.25761333843012
0.03,0.0071052631578947,271089,-41.005720296054456,-43.31654477940991,0,,,27803,-53.47004453581561,-53.73699255658735,243286,-39.58128318566553,-42.71102213335304
0.01,0.0031578947368421,319996,-55.41816250472583,-55.30749127301857,0,,,318911,-55.446247829031655,-55.31624292032559,1085,-47.1631220810426,-49.303104698755476
0.008,0.0047368421052631,319996,-58.53891915081513,-58.20016456291861,1850,-71.79099623496356,-71.17448126209086,317185,-58.49679267992169,-58.18604590673092,961,-46.931782901762915,-49.153173630505414
0.028,0.0078947368421052,273975,-41.68913665145322,-44.02824675013886,0,,,32293,-53.39164002149352,-53.44726431774984,241682,-40.12547472657378,-43.318083736536735
0.022,0.0142105263157894,292402,-46.055970666835556,-47.38564102028865,2683,-75.77404543328657,-73.98192003234799,101662,-55.15282123903913,-54.20034529556358,188057,-40.71430501509301,-44.05099520212545
0.006,0.0126315789473684,319967,-65.38920159334225,-62.82406712046195,97833,-81.9775737141211,-78.94560651573796,197319,-59.75443115803857,-59.50064181461865,24815,-44.795087462032036,-46.483030337461564
0.02,0.001578947368421,283424,-44.07607356253814,-46.887907708016805,0,,,27945,-54.254632324511064,-54.63248418089569,255479,-42.96271463830824,-46.45784178837769
