ou_mean,ou_std,IT2_V_num_-200_0,IT2_V_mean_-200_0,IT2_V_median_-200_0,IT2_V_num_-200_-70,IT2_V_mean_-200_-70,IT2_V_median_-200_-70,IT2_V_num_-70_-50,IT2_V_mean_-70_-50,IT2_V_median_-70_-50,IT2_V_num_-50_0,IT2_V_mean_-50_0,IT2_V_median_-50_0,IT3_V_num_-200_0,IT3_V_mean_-200_0,IT3_V_median_-200_0,IT3_V_num_-200_-70,IT3_V_mean_-200_-70,IT3_V_median_-200_-70,IT3_V_num_-70_-50,IT3_V_mean_-70_-50,IT3_V_median_-70_-50,IT3_V_num_-50_0,IT3_V_mean_-50_0,IT3_V_median_-50_0
0.0102631578947368,0.02,315967,-72.53005505375118,-73.03548544567339,185602,-82.04586182234775,-80.47527963004467,113436,-62.34526600056138,-63.08674136548966,16929,-36.44812246308313,-41.6231582948844,317145,-72.5260644200009,-73.19684567639734,189612,-80.84527861838573,-79.49964838346426,114486,-62.77894314690784,-63.69499310732877,13047,-37.1528815800524,-42.564315252993815
-0.0026315789473684,0.0063157894736842,319996,-90.74445242789977,-90.70756929689242,319982,-90.7453795229958,-90.70782716881388,14,-69.55489935499637,-69.5147204410142,0,,,319996,-90.30363351047176,-90.29360014581424,319996,-90.30363351047176,-90.29360014581424,0,,,0,,
0.0194736842105263,0.0,313976,-59.32831071125381,-61.692407618377274,0,,,290135,-61.20394866909632,-62.23563114813368,23841,-36.502581132014924,-42.05663553319418,315239,-59.840316513961476,-61.960688406963705,0,,,293535,-61.49643098125532,-62.47690898477929,21704,-37.442253476866874,-43.066902265926146
0.0121052631578947,0.0094736842105263,316663,-66.45995868717021,-67.41721895502485,117437,-75.00331474849261,-74.09660273160654,186670,-63.117403006974826,-63.905543748178815,12556,-36.2472128324835,-41.777394480704515,317894,-66.53798082718549,-67.15833802246533,111101,-74.54509308930662,-73.77765567208853,197901,-63.37263483947659,-64.09414509927225,8892,-36.94137228913556,-42.50694173181083
0.0176315789473684,0.0136842105263157,313872,-63.77331206873906,-64.95485432995989,89974,-75.47825333207955,-74.3792727288389,198121,-61.95490173343902,-62.55297196577188,25777,-36.893725181676594,-42.51786034301798,315359,-63.754585722218444,-64.88308489953046,83172,-74.79653755415514,-73.86679469667095,208577,-62.292290349866995,-62.9922129816324,23610,-37.774914570719424,-43.0878279874323
0.0231578947368421,0.0021052631578947,312296,-57.51221002452237,-60.049239960160534,0,,,281528,-59.79587617190254,-60.62169169939177,30768,-36.6166053982988,-42.129912291199005,313755,-57.886180195645444,-60.25039940339643,0,,,284577,-59.949089959416725,-60.80857885070269,29178,-37.76634086996373,-43.32256615433699
0.0213157894736842,0.0,313070,-58.37327034272543,-60.88715469374083,0,,,285988,-60.431928306605904,-61.46873060873606,27082,-36.63368413143191,-42.10342190888046,314620,-58.782489537458375,-61.10382270273372,0,,,289084,-60.65907693047611,-61.65775255510728,25536,-37.53830916766119,-43.302219271318975
0.006578947368421,0.0157894736842105,317816,-75.2766126986482,-75.60142099581735,215834,-81.9327023576266,-80.64429377913214,93947,-63.33617443827302,-64.3278036993546,8035,-36.09277919417046,-41.40636957237036,318862,-75.3449572484866,-75.52319497188373,224739,-80.65169435897052,-79.58118767829414,89452,-64.03094789948182,-64.96953660419513,4671,-36.68727641229021,-42.157673179339085
0.0157894736842105,0.0136842105263157,314689,-65.13029131796561,-66.1396620270051,106226,-76.11196458468274,-75.06267053411732,186140,-62.27060197813863,-62.93040007161457,22323,-36.71848955678242,-42.316320758807755,315959,-65.3911888602309,-66.53750269154854,104692,-75.18516806852253,-74.18874227155354,192777,-62.75789274720784,-63.597653069802156,18490,-37.391602786990454,-42.92182223342416
0.0084210526315789,0.0168421052631578,317033,-73.37620773663477,-73.74954993000489,196136,-81.36251922713014,-80.0249399847639,109012,-63.01090691056751,-63.94753829055986,11885,-36.652521001375575,-42.0768571973435,318146,-73.36095002395511,-73.74916416856638,202199,-80.1218899819662,-78.96592432360092,107902,-63.39909049811711,-64.38688322926876,8045,-37.046377990031516,-42.416222373787086
