ou_mean,ou_std,IT5A_V_num_-200_0,IT5A_V_mean_-200_0,IT5A_V_median_-200_0,IT5A_V_num_-200_-70,IT5A_V_mean_-200_-70,IT5A_V_median_-200_-70,IT5A_V_num_-70_-50,IT5A_V_mean_-70_-50,IT5A_V_median_-70_-50,IT5A_V_num_-50_0,IT5A_V_mean_-50_0,IT5A_V_median_-50_0
0.0152631578947368,0.0173684210526315,317875,-38.93743214214833,-25.741897155781974,49137,-76.0235897368329,-74.89366087592849,50639,-64.12152570263338,-64.98604422240936,218099,-24.73470842704914,-24.707731091177667
-0.0036842105263157,0.0126315789473684,319986,-87.12811463949048,-87.1007746690036,317772,-87.26621594758939,-87.16448963114391,2200,-67.54041905127363,-68.35426854984371,14,-30.571072987318434,-31.329812682218865
-0.0036842105263157,0.0205263157894736,319655,-87.20928594518294,-87.18240448142812,301172,-88.60412353149584,-87.99782857717176,17929,-65.54087580958561,-66.57399606986617,554,-30.18202922332453,-32.73342360347763
0.0184210526315789,0.0142105263157894,317230,-39.80565846467079,-25.58581895485994,42409,-74.37222726593106,-73.61886872654962,68872,-63.915865165267284,-64.64402092602359,205949,-24.624949783511244,-24.51207644372202
-0.0068421052631578,0.001578947368421,319996,-92.68268759918003,-92.67890176301316,319996,-92.68268759918003,-92.67890176301316,0,,,0,,
0.0152631578947368,0.0189473684210526,319691,-26.44138528600671,-24.754382797571346,6857,-76.94459382354181,-75.6585233288493,5916,-63.59837857395776,-64.30670837763844,306918,-24.596849373374035,-24.657731390918173
0.0184210526315789,0.0236842105263157,319909,-24.704747753224364,-24.42706499391831,1627,-79.43852944408009,-78.2984414615426,1171,-63.122096016519755,-63.78711724884079,317111,-24.282061130472893,-24.401129597229918
0.0247368421052631,0.0205263157894736,319996,-23.894847366925863,-24.008311989915843,0,,,0,,,319996,-23.894847366925863,-24.008311989915843
-0.0036842105263157,0.0189473684210526,319827,-87.03692849975108,-86.99464327612097,303569,-88.19833025681422,-87.6775159739796,15981,-65.97009049368243,-66.79113026595677,277,-29.649088012663505,-32.80558655724172
-0.0005263157894736,0.03,319005,-53.24861677614132,-29.712388480448467,127282,-88.79462482082533,-87.21933078349058,20620,-64.49463270442868,-65.51536624323822,171103,-25.45097532985018,-25.49472228106082
0.0089473684210526,0.0173684210526315,318381,-46.70907191319037,-27.164738582459467,95098,-78.21315781647701,-77.36401860155175,46237,-64.67284222184354,-65.59861518685598,177046,-25.09566969573304,-25.073537492874436
0.0026315789473684,0.0047368421052631,319996,-76.29138276325055,-76.28045452120128,317113,-76.35673582989872,-76.31100737574253,2883,-69.10293079515743,-69.39842129397017,0,,
0.0184210526315789,0.03,319996,-24.139706930551423,-24.319820557572108,0,,,0,,,319996,-24.139706930551423,-24.319820557572108
0.0121052631578947,0.0110526315789473,316036,-66.13867542495339,-69.16551939021411,143076,-74.74792434937387,-74.11518783231546,146781,-64.79398348013171,-65.5868614254523,26179,-26.62602518019595,-25.163434532192767
-0.0036842105263157,0.0157894736842105,319938,-87.03410675363445,-86.99788237541793,311677,-87.57915422524725,-87.28269955058583,8173,-66.86727066583272,-67.58531515865553,88,-29.588544659662947,-31.534310467616294
0.0026315789473684,0.0,319996,-76.42488282079417,-76.42488284744525,319996,-76.42488282079417,-76.42488284744525,0,,,0,,
-0.0005263157894736,0.001578947368421,319996,-82.08412958651215,-82.08088458048283,319996,-82.08412958651215,-82.08088458048283,0,,,0,,
0.0026315789473684,0.0205263157894736,318905,-64.26647498587808,-73.89095604056247,187106,-82.63712210991581,-81.57408079458853,42216,-65.18477012342952,-66.1115967242956,89583,-25.46419053104764,-25.419580793103638
0.0057894736842105,0.0,319996,-70.59589368858218,-70.59589376385856,319996,-70.59589368858218,-70.59589376385856,0,,,0,,
0.0468421052631579,0.0094736842105263,316876,-25.651472521666882,-22.63332123043142,0,,,26445,-59.16023427449113,-59.486492786053894,290431,-22.600354684543987,-22.50161522841976
-0.01,0.0284210526315789,319652,-96.1894068418527,-96.09285210755397,307481,-97.48815853680576,-96.8166430426743,11614,-64.98716027667963,-66.09348420014811,557,-29.836483488284053,-32.16520136193538
0.0121052631578947,0.0221052631578947,319522,-28.72378535691641,-25.06089265043247,15543,-77.93731496849405,-76.9454509246702,11142,-64.32265397196069,-65.13998990834263,292837,-24.757181120219613,-24.82184144315905
0.0342105263157894,0.0221052631578947,319996,-23.189464004659758,-23.351340777156324,0,,,0,,,319996,-23.189464004659758,-23.351340777156324
0.05,0.0284210526315789,319996,-21.903752244246053,-22.223638854489764,0,,,0,,,319996,-21.903752244246053,-22.223638854489764
0.0089473684210526,0.0063157894736842,317679,-69.06306170208452,-69.1312096042515,140825,-74.75003757662466,-74.37476891312356,172727,-65.31744217529271,-65.91883709857868,4127,-31.772353311500613,-35.68160898561173
-0.01,0.0031578947368421,319996,-97.31094062153038,-97.3046994577168,319996,-97.31094062153038,-97.3046994577168,0,,,0,,
0.0121052631578947,0.0189473684210526,319385,-29.998926559104994,-25.14076824060939,20716,-77.67439703441076,-76.32296735527012,14260,-64.08082370093963,-64.76138862790619,284409,-24.81746992584445,-24.858503225971003
-0.0068421052631578,0.0126315789473684,319996,-92.16379123019448,-92.1420674965889,319715,-92.18486086400192,-92.15076791029614,281,-68.19127175422898,-68.94740252739058,0,,
0.0373684210526315,0.0189473684210526,319996,-23.008599463455916,-23.137183958553244,0,,,0,,,319996,-23.008599463455916,-23.137183958553244
0.0057894736842105,0.001578947368421,319996,-70.54229904147395,-70.54226242886679,233210,-70.95241226977257,-70.86048952617571,86786,-69.44024910287182,-69.56089722723286,0,,
0.0468421052631579,0.03,319996,-22.108508009706853,-22.428782658581213,0,,,0,,,319996,-22.108508009706853,-22.428782658581213
