pop_name,ou_mean_min,ou_mean_max
PV2,-0.06,0.03
PV3,-0.06,0.03
PV4,-0.06,0.04
PV5A,-0.06,0.04
PV5B,-0.06,0.04
PV6,-0.06,0.04
