ou_mean,ou_std,IRE_r,IRE_cv,IREM_r,IREM_cv,TI_r,TI_cv,TIM_r,TIM_cv
-0.0184210526315789,0.0078947368421052,0.0,,0.0,,0.0,,0.0,
0.0068421052631578,0.0031578947368421,96.84596774193548,0.2551813389554234,96.91451612903226,0.2559881527622717,38.2671568627451,0.6461987283285563,38.294117647058826,0.6490544372885878
-0.0073684210526315,0.0094736842105263,4.975,4.010774053258157,5.112096774193549,4.220275674525893,0.022058823529411766,,0.024509803921568627,
0.0068421052631578,0.0078947368421052,99.0758064516129,0.6202278382863469,99.28064516129032,0.6184939631282158,38.93872549019608,0.8954030442986487,39.03186274509804,0.8948129238927506
-0.0136842105263157,0.0134210526315789,0.4129032258064516,1.0708206685190873,0.6137096774193549,1.1445856688814153,0.0,,0.0,
-0.0026315789473684,0.0039473684210526,11.12258064516129,5.0921382791548035,11.084677419354838,4.983667761156616,0.029411764705882353,,0.04411764705882353,1.6943030461894395
-0.0010526315789473,0.0078947368421052,71.21451612903226,2.4721854849910976,71.12177419354839,2.4582075186958354,7.477941176470588,1.653049079171432,7.325980392156863,1.6453993538398004
-0.0105263157894736,0.0071052631578947,0.0,,0.0,,0.0,,0.0,
-0.0136842105263157,0.0126315789473684,0.14112903225806453,0.9265174455091183,0.28225806451612906,1.0901303004686609,0.0,,0.0,
-0.0010526315789473,0.0047368421052631,53.083064516129035,2.87146738513706,53.14677419354839,2.8858583817210803,2.2034313725490198,1.5280948679852264,2.105392156862745,1.588631028727436
-0.0136842105263157,0.0071052631578947,0.0,,0.0,,0.0,,0.0,
-0.0089473684210526,0.0078947368421052,0.08790322580645162,0.5096618876727039,0.13306451612903225,0.5073390805874666,0.0,,0.0,
-0.0010526315789473,0.0086842105263157,74.97661290322581,2.4332591693946735,74.85322580645162,2.4236857312231854,8.700980392156863,1.662405931941807,8.683823529411764,1.6425075199528296
0.0084210526315789,0.0142105263157894,126.29596774193548,0.8889975655335268,126.47419354838709,0.8876810849068011,46.60049019607843,1.022164215014423,46.745098039215684,1.025952686413965
-0.0168421052631578,0.0078947368421052,0.0,,0.0,,0.0,,0.0,
0.0068421052631578,0.0063157894736842,96.71935483870968,0.5074269729550738,96.88629032258065,0.5071748251753151,38.504901960784316,0.8330505856794866,38.5171568627451,0.8359056044003507
0.0005263157894736,0.0134210526315789,98.75241935483871,1.895046176567398,98.50725806451612,1.8698646226650486,22.03186274509804,1.4697423714318196,22.186274509803923,1.4266104919874627
0.0084210526315789,0.0078947368421052,113.625,0.5377805660779696,113.78951612903226,0.5373049162369791,43.29656862745098,0.8651710556946366,43.424019607843135,0.8646711269953973
-0.0168421052631578,0.0023684210526315,0.0,,0.0,,0.0,,0.0,
0.0052631578947368,0.0047368421052631,77.825,0.46784940420073073,77.93145161290323,0.4668570579451279,32.8235294117647,0.793663343768122,32.84803921568628,0.7879081160707134
-0.0042105263157894,0.0078947368421052,27.649193548387096,4.61819369744048,27.62983870967742,4.527886029176495,0.7549019607843137,1.6110080780659306,0.7401960784313726,1.6802676617053163
-0.0152631578947368,0.0134210526315789,0.09838709677419355,1.0341744453728752,0.15403225806451612,0.5238494461504354,0.0,,0.0,
-0.0121052631578947,0.0142105263157894,2.5080645161290325,3.0994856897519276,2.774193548387097,3.153596192820982,0.007352941176470588,,0.007352941176470588,
-0.02,0.0142105263157894,0.018548387096774192,0.42938802957567535,0.0,,0.0,,0.0,
-0.0121052631578947,0.0110526315789473,0.12016129032258065,1.0084214834878098,0.21935483870967742,0.7205879655202283,0.0,,0.0,
-0.0026315789473684,0.0126315789473684,81.98145161290323,2.8979556397380004,81.83629032258065,2.8933804881581717,9.07843137254902,1.7905240269820302,8.941176470588236,1.7816337866428547
-0.0184210526315789,0.0134210526315789,0.018548387096774192,0.47564807158334543,0.0,,0.0,,0.0,
0.0036842105263157,0.0102631578947368,89.23548387096774,1.0919152121726645,89.07822580645161,1.087612570677882,30.394607843137255,1.098957487110752,30.519607843137255,1.0784463063921492
-0.0026315789473684,0.0007894736842105,0.0,,0.0,,0.0,,0.0,
0.0068421052631578,0.0055263157894736,96.22258064516129,0.44872567333062774,96.35161290322581,0.44824563922878613,38.325980392156865,0.7970445698306041,38.345588235294116,0.7962583646190363
-0.0042105263157894,0.0134210526315789,68.33629032258065,3.4136614266681926,68.40967741935484,3.426649430870202,5.602941176470588,1.784407978465054,5.5318627450980395,1.7910985273616233
-0.0105263157894736,0.0118421052631578,1.7161290322580645,2.5897417340576943,1.8588709677419355,2.390823953649741,0.0024509803921568627,,0.0024509803921568627,
-0.02,0.0086842105263157,0.0,,0.0,,0.0,,0.0,
0.0021052631578947,0.0118421052631578,94.09435483870968,1.4648643755015367,94.04032258064517,1.4624355332789811,26.42156862745098,1.2687941279289454,26.419117647058822,1.2428216176738285
-0.0026315789473684,0.0023684210526315,0.06935483870967742,0.510341661545401,0.16774193548387098,0.5262051086701013,0.0,,0.0,
0.0005263157894736,0.0047368421052631,49.05403225806452,1.4828842377212683,48.8758064516129,1.4767680685621938,7.703431372549019,1.1910736587787656,7.53921568627451,1.1665621824753118
0.0005263157894736,0.0094736842105263,80.54032258064517,1.7671450744791224,80.42016129032258,1.7427045629953601,16.666666666666668,1.4160783399158727,16.534313725490197,1.3993045593635571
0.0052631578947368,0.0134210526315789,109.34919354838709,1.1003517190485068,109.24193548387096,1.0937440877592572,38.09803921568628,1.108266564476608,38.38235294117647,1.0903494773896234
0.0036842105263157,0.0007894736842105,55.08225806451613,0.10361150026341766,55.12016129032258,0.1040283411893438,26.198529411764707,0.4774942917215078,26.19607843137255,0.484513265654215
-0.0042105263157894,0.0047368421052631,1.4370967741935483,2.0287222517927326,1.8991935483870968,2.17355367623097,0.0,,0.0,
0.0021052631578947,0.0134210526315789,101.34274193548387,1.5452548518593217,101.32741935483871,1.5435950242364986,28.154411764705884,1.2981388528437543,28.186274509803923,1.2736077648447113
0.0021052631578947,0.015,107.90725806451613,1.6165351728482318,107.98629032258064,1.6120575519132594,29.776960784313726,1.3202167070513524,29.86519607843137,1.2952595588974625
0.0021052631578947,0.0063157894736842,60.29758064516129,1.027777760846768,60.42983870967742,1.0298783522603139,19.29901960784314,1.0485522049389022,19.232843137254903,1.0367643417628092
-0.0152631578947368,0.0102631578947368,0.0,,0.0,,0.0,,0.0,
-0.0168421052631578,0.0102631578947368,0.0,,0.0,,0.0,,0.0,
-0.0089473684210526,0.0086842105263157,0.34516129032258064,1.1798946489997133,0.5475806451612903,1.1591140520757808,0.0,,0.0,
-0.0121052631578947,0.015,3.8096774193548386,3.69487136140881,4.100806451612903,3.9129207324240003,0.01715686274509804,,0.014705882352941176,
0.01,0.0031578947368421,133.01774193548388,0.18022571615446048,133.1048387096774,0.180214217205975,46.84068627450981,0.5952018193273668,46.84803921568628,0.5973633545345521
-0.0089473684210526,0.0047368421052631,0.0,,0.0,,0.0,,0.0,
-0.0042105263157894,0.015,75.31854838709677,3.252770023811659,75.46774193548387,3.2587844611285752,7.392156862745098,1.8336492823918848,7.389705882352941,1.822842701517436
-0.0073684210526315,0.0142105263157894,31.537903225806453,4.328616330527504,31.72258064516129,4.307077853491761,1.2549019607843137,1.627269991027601,1.2058823529411764,1.7294372422641509
0.0084210526315789,0.0055263157894736,113.57983870967742,0.37951678054047566,113.68387096774194,0.380391640677985,42.86764705882353,0.7621187840112038,42.90931372549019,0.767662881556662
-0.0105263157894736,0.0039473684210526,0.0,,0.0,,0.0,,0.0,
0.01,0.0047368421052631,131.33387096774194,0.2771060986748852,131.35,0.2776275991003569,46.833333333333336,0.6940550692947499,46.830882352941174,0.698413716391144
-0.0073684210526315,0.0063157894736842,0.0467741935483871,0.49302451295366856,0.11854838709677419,0.4993019414708503,0.0,,0.0,
-0.02,0.0055263157894736,0.0,,0.0,,0.0,,0.0,
-0.0105263157894736,0.0031578947368421,0.0,,0.0,,0.0,,0.0,
-0.0057894736842105,0.001578947368421,0.0,,0.0,,0.0,,0.0,
-0.02,0.0078947368421052,0.0,,0.0,,0.0,,0.0,
-0.0168421052631578,0.0047368421052631,0.0,,0.0,,0.0,,0.0,
-0.0057894736842105,0.0055263157894736,0.1717741935483871,0.9405196368001452,0.3379032258064516,0.8185452285119502,0.0,,0.0,
-0.0073684210526315,0.0,0.0,,0.0,,0.0,,0.0,
-0.0152631578947368,0.001578947368421,0.0,,0.0,,0.0,,0.0,
-0.0073684210526315,0.0134210526315789,26.635483870967743,4.474781802592636,26.806451612903224,4.432483003358254,0.8823529411764706,1.671091743049317,0.8725490196078431,1.6923316030806521
-0.0152631578947368,0.0031578947368421,0.0,,0.0,,0.0,,0.0,
-0.0010526315789473,0.0063157894736842,62.79032258064516,2.594579984910708,62.66935483870968,2.6046115257386946,4.727941176470588,1.5911416983235191,4.642156862745098,1.605745675042407
0.0036842105263157,0.0,55.125,2.5807245435563452e-14,55.125,2.5807245435563452e-14,26.25,0.4964762865792977,26.25,0.4964762865792977
0.0036842105263157,0.0047368421052631,60.633870967741935,0.5900150512262097,60.69032258064516,0.5917692162305991,26.05392156862745,0.8354147422193395,26.127450980392158,0.8306982402582387
-0.0010526315789473,0.015,99.6774193548387,2.3141937197154476,99.41854838709678,2.2997278713980283,17.965686274509803,1.6274080752899678,17.86519607843137,1.6122003376915606
-0.0026315789473684,0.0063157894736842,43.05887096774194,4.009582882068743,42.95967741935484,4.0278748349509375,1.338235294117647,1.619564759717936,1.1985294117647058,1.6489186394198538
0.0021052631578947,0.001578947368421,31.579838709677418,0.3495344554209915,31.679032258064517,0.34924000878241024,16.269607843137255,0.5959858692751294,16.227941176470587,0.5918184216407865
-0.0073684210526315,0.0126315789473684,22.375,4.594512272171809,22.011290322580646,4.495858766792649,0.5906862745098039,1.6342891800682655,0.6004901960784313,1.5620698490371785
-0.0057894736842105,0.0031578947368421,0.0,,0.0,,0.0,,0.0,
0.0068421052631578,0.0102631578947368,105.1758064516129,0.7736588144286313,105.38064516129032,0.7733041358951562,40.14950980392157,0.9688662990082377,40.35539215686274,0.9666705562080005
0.0005263157894736,0.0031578947368421,34.32096774193548,1.3168825380782223,34.276612903225804,1.3101546529208217,4.041666666666667,0.9917734132636181,4.002450980392157,0.9646428983249793
-0.0121052631578947,0.0094736842105263,0.02903225806451613,0.43177435000420955,0.020161290322580645,0.4612250380332862,0.0,,0.0,
-0.0026315789473684,0.0110526315789473,75.34677419354838,3.0215245787844727,75.1241935483871,3.0422011261070274,7.034313725490196,1.7598079993039253,6.862745098039215,1.7568299201339888
0.0005263157894736,0.0078947368421052,71.63225806451612,1.6882665048953545,71.20322580645161,1.674104503060812,14.071078431372548,1.3618275880901014,13.96078431372549,1.3573332327488357
-0.0168421052631578,0.0086842105263157,0.0,,0.0,,0.0,,0.0,
-0.02,0.0007894736842105,0.0,,0.0,,0.0,,0.0,
-0.0105263157894736,0.0,0.0,,0.0,,0.0,,0.0,
0.0036842105263157,0.0071052631578947,71.94032258064516,0.827896414301283,72.01854838709677,0.8287720290256613,27.419117647058822,0.977876848206057,27.497549019607842,0.9617553242797318
0.0052631578947368,0.015,115.78548387096774,1.1848096451706824,115.48709677419355,1.182238319982247,39.318627450980394,1.1414483454207802,39.463235294117645,1.121409620011081
-0.0042105263157894,0.0023684210526315,0.0,,0.0,,0.0,,0.0,
-0.0010526315789473,0.0134210526315789,94.26854838709677,2.3331032814417605,94.14516129032258,2.3158982148917584,15.779411764705882,1.6417992607724308,15.862745098039216,1.6261230309452581
0.0021052631578947,0.0078947368421052,71.33790322580646,1.1857086181593346,71.37983870967741,1.1835560030666126,21.42156862745098,1.136212997091322,21.41421568627451,1.1208337961595496
-0.02,0.0118421052631578,0.0,,0.0,,0.0,,0.0,
-0.02,0.0134210526315789,0.0,,0.0,,0.0,,0.0,
-0.0121052631578947,0.0039473684210526,0.0,,0.0,,0.0,,0.0,
-0.0057894736842105,0.0023684210526315,0.0,,0.0,,0.0,,0.0,
0.0084210526315789,0.0047368421052631,114.11129032258064,0.3246872812659058,114.24677419354839,0.32455094795503014,42.81372549019608,0.7199654799293127,42.8578431372549,0.7260512601051304
-0.02,0.0,0.0,,0.0,,0.0,,0.0,
0.0021052631578947,0.0110526315789473,89.92338709677419,1.4144033047332454,89.87177419354839,1.4130689410597814,25.5,1.252811565707137,25.441176470588236,1.2262451731028898
-0.0089473684210526,0.0063157894736842,0.0,,0.0,,0.0,,0.0,
-0.0105263157894736,0.0142105263157894,7.187903225806451,4.49483820189428,7.120161290322581,4.3927016275775665,0.051470588235294115,,0.0392156862745098,1.4314326452263677
-0.0042105263157894,0.001578947368421,0.0,,0.0,,0.0,,0.0,
0.0036842105263157,0.0094736842105263,85.04838709677419,1.0312372304763455,84.9491935483871,1.0302850247851805,29.639705882352942,1.0697815643529525,29.688725490196077,1.052450948550152
-0.0073684210526315,0.0071052631578947,0.25725806451612904,1.1591071037688665,0.5056451612903226,1.0427079444286085,0.0,,0.0,
-0.0105263157894736,0.0102631578947368,0.4,1.112045408699763,0.5983870967741935,1.1472750897403825,0.0,,0.0,
-0.0026315789473684,0.015,90.28467741935484,2.7656192921698795,90.27661290322581,2.7503461749815905,12.019607843137255,1.7849643527154888,12.044117647058824,1.7770552330236322
-0.0121052631578947,0.0118421052631578,0.3782258064516129,1.1383339437284503,0.6048387096774194,1.0918760969791927,0.0,,0.0,
-0.0057894736842105,0.0007894736842105,0.0,,0.0,,0.0,,0.0,
0.0021052631578947,0.0126315789473684,97.80645161290323,1.5055361203719073,97.65161290322581,1.5020613644376388,27.311274509803923,1.284656735964777,27.311274509803923,1.259118241262223
-0.0136842105263157,0.0047368421052631,0.0,,0.0,,0.0,,0.0,
-0.0168421052631578,0.0071052631578947,0.0,,0.0,,0.0,,0.0,
-0.0168421052631578,0.0031578947368421,0.0,,0.0,,0.0,,0.0,
-0.0073684210526315,0.0047368421052631,0.0,,0.0,,0.0,,0.0,
0.0084210526315789,0.0110526315789473,118.41370967741935,0.7234407878939272,118.5524193548387,0.7220798040520754,44.72549019607843,0.9546490253559438,44.86764705882353,0.9581782517439718
0.0068421052631578,0.0,98.25,0.0022150514806834228,98.25,0.002215090152145766,38.375,0.46017118467293733,38.375,0.46017118467293733
-0.0184210526315789,0.0118421052631578,0.0,,0.0,,0.0,,0.0,
-0.02,0.0031578947368421,0.0,,0.0,,0.0,,0.0,
0.0052631578947368,0.0142105263157894,112.56048387096774,1.1418476176222165,112.35806451612903,1.1387788698250034,38.6764705882353,1.122778680606267,38.92156862745098,1.106677985323415
-0.0121052631578947,0.0134210526315789,1.5588709677419355,2.4998540663014737,1.7145161290322581,2.291033386644198,0.0,,0.0024509803921568627,
-0.0057894736842105,0.0,0.0,,0.0,,0.0,,0.0,
0.0021052631578947,0.0039473684210526,42.88467741935484,0.7224610717383976,43.14032258064516,0.7240438710007561,16.78921568627451,0.8669369750076557,16.83823529411765,0.8594585555656669
