ou_mean,ou_std,ITS4_r,ITS4_cv
0.0010263157894736,0.0035526315789473,5.586618876941458,0.40282069894986294
0.0017631578947368,0.0039473684210526,9.222222222222221,0.35655235252310935
-7.894736842105256e-05,0.0031578947368421,0.910394265232975,0.28189147877746235
0.0002894736842105,0.0011842105263157,0.0,
0.0004736842105263,0.001578947368421,0.04181600955794504,
-0.0002631578947368,0.0051315789473684,3.849462365591398,0.46191946859877
0.0008421052631578,0.0023684210526315,2.3225806451612905,0.35376497795963957
0.001578947368421,0.0039473684210526,8.470728793309439,0.3731276174589025
-0.0004473684210526,0.0039473684210526,1.4169653524492234,0.36100441945537143
0.0012105263157894,0.0027631578947368,5.106332138590203,0.36318705552705505
0.0012105263157894,0.0071052631578947,11.388291517323776,0.4942987838642369
0.0008421052631578,0.0067105263157894,9.604540023894863,0.49385306039671817
0.0006578947368421,0.0055263157894736,7.266427718040621,0.4587111219481519
0.001578947368421,0.0003947368421052,0.7718040621266428,
0.0001052631578947,0.0071052631578947,7.942652329749104,0.5223931117547117
0.0001052631578947,0.0019736842105263,0.04540023894862605,
0.0002894736842105,0.0035526315789473,2.6583034647550776,0.4177122861814012
-0.0004473684210526,0.0035526315789473,0.8243727598566308,
0.0006578947368421,0.0047368421052631,6.10752688172043,0.44615756197932793
0.0008421052631578,0.0019736842105263,1.3464755077658304,0.22504979798617308
0.0012105263157894,0.0063157894736842,10.246117084826762,0.46381770753192847
0.0001052631578947,0.0043421052631578,3.5555555555555554,0.44009109201497
0.0013947368421052,0.0051315789473684,9.293906810035843,0.41582041815561627
-0.0008157894736842,0.0063157894736842,4.315412186379929,0.4940512900663477
0.0023157894736842,0.001578947368421,9.586618876941458,0.1833138834079472
-0.0006315789473684,0.0063157894736842,4.745519713261649,0.4986544702775406
0.0008421052631578,0.0035526315789473,4.786140979689367,0.40332288058713955
0.0001052631578947,0.0003947368421052,0.0,
0.0010263157894736,0.0047368421052631,7.391875746714456,0.42879415139985116
0.0004736842105263,0.0047368421052631,5.4313022700119475,0.45084321392502347
0.0002894736842105,0.0051315789473684,5.462365591397849,0.4658697664042292
0.0012105263157894,0.0003947368421052,0.0,
0.0023157894736842,0.0011842105263157,9.412186379928315,0.14953704519748515
0.0021315789473684,0.0019736842105263,8.887694145758662,0.23316117144561105
0.0001052631578947,0.001578947368421,0.0047789725209080045,
0.0013947368421052,0.0047368421052631,8.735961768219832,0.406291470170982
0.0012105263157894,0.0019736842105263,3.3894862604540026,0.34967955152054303
0.0021315789473684,0.0031578947368421,9.92831541218638,0.2938256362076491
0.0013947368421052,0.001578947368421,3.6905615292712066,0.32077083059908956
0.0013947368421052,0.0063157894736842,10.842293906810037,0.4535130517343859
0.0001052631578947,0.0047368421052631,4.228195937873357,0.45109396730709744
-7.894736842105256e-05,0.0063157894736842,6.221027479091995,0.4948665248017515
0.0021315789473684,0.0063157894736842,13.327359617682198,0.43526488832054916
0.0013947368421052,0.0071052631578947,11.968936678614098,0.49259440559467077
0.0008421052631578,0.0,0.0,
-7.894736842105256e-05,0.0055263157894736,4.98805256869773,0.47656116141398236
-0.0002631578947368,0.0071052631578947,6.961768219832736,0.5212648858993048
0.0025,0.0063157894736842,14.53405017921147,0.42138952601980983
0.0021315789473684,0.0067105263157894,13.810035842293907,0.4523762630631845
0.0023157894736842,0.0047368421052631,12.088410991636797,0.35308989624138537
0.001578947368421,0.0075,13.131421744324971,0.5039599968160866
0.0025,0.0027631578947368,11.101553166069294,0.24262971721912813
0.0013947368421052,0.0011842105263157,2.4516129032258065,0.28779998461688017
-0.0002631578947368,0.0023684210526315,0.05973715651135006,
0.0004736842105263,0.0063157894736842,7.838709677419355,0.4892737407396012
-0.0002631578947368,0.0059210526315789,5.091995221027479,0.4862868875136532
-7.894736842105256e-05,0.0043421052631578,2.995221027479092,0.4433902091395228
-7.894736842105256e-05,0.0019736842105263,0.02031063321385902,
0.0019473684210526,0.0007894736842105,6.978494623655914,0.16125551917082692
-7.894736842105256e-05,0.0027631578947368,0.4050179211469534,
-7.894736842105256e-05,0.0023684210526315,0.11589008363201912,
-0.0004473684210526,0.0075,7.040621266427718,0.5354595847406591
0.0023157894736842,0.0067105263157894,14.42652329749104,0.44794593847559006
0.001578947368421,0.0043421052631578,8.971326164874553,0.3817917213777533
0.0025,0.0067105263157894,15.043010752688172,0.4424442124187915
0.0023157894736842,0.0,10.0,1.0339348950969364e-06
-0.0006315789473684,0.0003947368421052,0.0,
0.0019473684210526,0.0067105263157894,13.22700119474313,0.4566419246471664
0.0013947368421052,0.0,0.0,
0.0008421052631578,0.0059210526315789,8.444444444444445,0.46461095647961026
0.0001052631578947,0.0039473684210526,2.827956989247312,0.4235537120657693
0.0008421052631578,0.001578947368421,0.44205495818399043,
0.0002894736842105,0.0063157894736842,7.317801672640383,0.4896194404323187
0.0010263157894736,0.0027631578947368,4.160095579450418,0.3718052182855278
-7.894736842105256e-05,0.0067105263157894,6.850657108721625,0.5038049650555734
-0.0002631578947368,0.0039473684210526,1.8255675029868579,0.424488828048188
0.0008421052631578,0.0047368421052631,6.750298685782557,0.43762975925693653
-0.0004473684210526,0.0,0.0,
-0.0002631578947368,0.0063157894736842,5.698924731182796,0.5003706436524447
0.0002894736842105,0.0039473684210526,3.4372759856630823,0.4297115380976912
0.001578947368421,0.0071052631578947,12.568697729988052,0.4895338844501299
0.0019473684210526,0.0059210526315789,12.182795698924732,0.42056017634952525
0.0017631578947368,0.0071052631578947,13.175627240143369,0.48105064330606584
-0.0008157894736842,0.0055263157894736,3.077658303464755,0.4655574777765067
-0.0004473684210526,0.0071052631578947,6.43010752688172,0.5226355544053806
-0.0006315789473684,0.0027631578947368,0.07407407407407407,
0.0012105263157894,0.0067105263157894,10.814814814814815,0.4784466815673794
-7.894736842105256e-05,0.0075,8.025089605734767,0.5382465238811148
0.0017631578947368,0.0019736842105263,6.931899641577061,0.28971601229012145
0.0010263157894736,0.0,0.0,
0.0025,0.0011842105263157,10.261648745519713,0.1340113418535059
0.0012105263157894,0.0043421052631578,7.513739545997611,0.40838449483431166
0.0013947368421052,0.0007894736842105,0.7550776583034647,
0.0017631578947368,0.001578947368421,6.427718040621267,0.27158642814800454
-0.0008157894736842,0.0035526315789473,0.3942652329749104,
0.0006578947368421,0.0019736842105263,0.6606929510155317,
0.0012105263157894,0.0023684210526315,4.332138590203106,0.3536640178377624
0.0010263157894736,0.0043421052631578,6.853046594982079,0.41802300362168615
0.0023157894736842,0.0007894736842105,9.290322580645162,0.1062985035456277
0.0013947368421052,0.0043421052631578,8.221027479091996,0.3983878456681314
0.0001052631578947,0.0035526315789473,2.078853046594982,0.43101463659764105
0.001578947368421,0.0007894736842105,2.982078853046595,0.2534996741673158
0.0004736842105263,0.0051315789473684,6.09557945041816,0.4592300178886846
-0.0006315789473684,0.0,0.0,
0.0004736842105263,0.0023684210526315,0.8673835125448028,0.2762335236850216
0.001578947368421,0.0035526315789473,7.984468339307049,0.36077433007898263
0.0006578947368421,0.0071052631578947,9.663082437275985,0.5155766615903965
0.0012105263157894,0.0031578947368421,5.799283154121864,0.381406683933745
0.0008421052631578,0.0011842105263157,0.043010752688172046,
