ou_mean,ou_std,CT5B_V_num_-200_0,CT5B_V_mean_-200_0,CT5B_V_median_-200_0,CT5B_V_num_-200_-70,CT5B_V_mean_-200_-70,CT5B_V_median_-200_-70,CT5B_V_num_-70_-50,CT5B_V_mean_-70_-50,CT5B_V_median_-70_-50,CT5B_V_num_-50_0,CT5B_V_mean_-50_0,CT5B_V_median_-50_0,CT5A_V_num_-200_0,CT5A_V_mean_-200_0,CT5A_V_median_-200_0,CT5A_V_num_-200_-70,CT5A_V_mean_-200_-70,CT5A_V_median_-200_-70,CT5A_V_num_-70_-50,CT5A_V_mean_-70_-50,CT5A_V_median_-70_-50,CT5A_V_num_-50_0,CT5A_V_mean_-50_0,CT5A_V_median_-50_0,CT6_V_num_-200_0,CT6_V_mean_-200_0,CT6_V_median_-200_0,CT6_V_num_-200_-70,CT6_V_mean_-200_-70,CT6_V_median_-200_-70,CT6_V_num_-70_-50,CT6_V_mean_-70_-50,CT6_V_median_-70_-50,CT6_V_num_-50_0,CT6_V_mean_-50_0,CT6_V_median_-50_0
0.0142105263157894,0.0078947368421052,319170,-41.019769225676455,-30.657144116171665,37946,-74.74374793410526,-74.27167501713559,51832,-64.38956911386292,-64.9585392936446,229392,-30.16065659805857,-30.103332078582206,318687,-47.919600905213336,-31.834713635673598,62763,-74.43800552965702,-73.75016038308515,82945,-64.68833842641128,-65.45470018094387,172979,-30.257008549264185,-30.126095903054722,319096,-43.62672877980178,-30.916625441125248,44633,-74.51560868371784,-73.94342728376134,67366,-64.51441577918848,-65.11267379083523,207097,-30.17514184637366,-30.103204932156746
0.0363157894736842,0.0142105263157894,319996,-28.21453234717011,-28.205114911401324,0,,,0,,,319996,-28.21453234717011,-28.205114911401324,319996,-28.22232406305282,-28.224819033607737,0,,,0,,,319996,-28.22232406305282,-28.224819033607737,319996,-28.23530203218178,-28.225253541407167,0,,,0,,,319996,-28.23530203218178,-28.225253541407167
0.021578947368421,0.0142105263157894,319996,-29.447331447162856,-29.42046079799294,0,,,0,,,319996,-29.447331447162856,-29.42046079799294,319996,-29.455017885424688,-29.43281247333512,0,,,0,,,319996,-29.455017885424688,-29.43281247333512,319989,-29.469313335019567,-29.432549049485907,0,,,0,,,319989,-29.469313335019567,-29.432549049485907
0.0326315789473684,0.0221052631578947,319844,-28.4646516749312,-28.389073976531854,0,,,244,-55.32975927840604,-55.02780569782921,319600,-28.444141392530558,-28.386154544843308,319750,-28.702530343243083,-28.431544823818285,482,-74.90625418807001,-73.66667309078849,1738,-60.554700395071485,-61.33723430350841,317530,-28.458051816983257,-28.40670195112356,319750,-28.719936601281724,-28.430624277478664,565,-73.74062242869167,-73.47245743076978,1564,-60.06905232798226,-59.95825150719972,317621,-28.485485149743422,-28.4074958789047
0.0142105263157894,0.0189473684210526,317281,-49.086665026970934,-34.388416322329114,86040,-78.86142288989818,-77.69310956521457,53470,-63.572373767954645,-64.56407683537351,177771,-30.31886255690183,-30.06480190921773,317348,-48.904740902590795,-34.37287122519493,85963,-78.64925618291745,-77.60599814321952,52608,-63.425085630548345,-64.39760039235085,178777,-30.329565894110342,-30.11317382934513,317855,-44.83274556071689,-32.099285001319764,68007,-78.8766329187909,-77.74929699385069,40116,-63.5584735806769,-64.62315715905255,209732,-30.212067968316806,-30.034102913018053
-0.03,0.0063157894736842,319996,-121.60448447391302,-121.60679542966926,319996,-121.60448447391302,-121.60679542966926,0,,,0,,,319996,-121.67115160883007,-121.74358004924028,319996,-121.67115160883007,-121.74358004924028,0,,,0,,,319996,-121.73605542712448,-121.71606533193712,319996,-121.73605542712448,-121.71606533193712,0,,,0,,
0.0068421052631578,0.0205263157894736,317684,-75.36502205526973,-77.63745139933155,232849,-82.73919692146882,-81.7179954921657,60881,-64.20028370985838,-65.24329993009758,23954,-32.05915212905302,-31.719374828522028,317602,-75.75789411919581,-78.1300809285787,236600,-82.85273936322275,-81.89059227915396,57554,-64.3043684070188,-65.38392150863041,23448,-32.281087316989506,-32.070538067491114,317822,-76.97518419031911,-78.35645712300827,243721,-82.74407744322643,-81.70937647904826,59026,-64.4348527534531,-65.51399311473517,15075,-32.80968972269922,-32.602395681547435
0.0363157894736842,0.0205263157894736,319988,-28.123831548527765,-28.093981737450363,0,,,3,-50.147208705908106,-50.11197166325812,319985,-28.123625069688217,-28.09397636516219,319983,-28.134785843922746,-28.116073363327974,0,,,12,-51.33920448732152,-51.305660782956046,319971,-28.133915599357703,-28.115985990905745,319878,-28.281838057099183,-28.14375953914517,179,-72.77988207143235,-72.80395373626973,833,-60.63794191752498,-61.760090135032286,318866,-28.17233191848829,-28.13471113185451
-0.0005263157894736,0.0252631578947368,318797,-86.31569553002724,-86.77776111294395,283305,-89.70446741968452,-88.70798466987593,29545,-64.5030872649692,-65.65466694885687,5947,-33.24649946340344,-34.27360268105181,318638,-86.78086672442404,-87.47483090909462,283990,-90.1020375226234,-89.3644489691188,29139,-64.48815483305815,-65.859209667103,5509,-33.48771675562216,-35.08557734255658,318944,-86.77755643136912,-87.09536724962291,285839,-89.84639081831867,-88.85733528398293,28565,-64.54436815058071,-65.69507912917253,4540,-33.451228437855654,-35.55839005904838
-0.0078947368421052,0.0173684210526315,319984,-95.3534934840812,-95.34618412393108,318766,-95.46606542356557,-95.38940546089583,1194,-66.57490937445336,-67.41565897277516,24,-31.916933702150036,-35.72572028376107,319996,-95.5195475457012,-95.7382002629117,318560,-95.65007050442567,-95.79352089415241,1436,-66.56453798354242,-67.43799070153511,0,,,319996,-95.69058783429654,-95.6219743502451,319074,-95.77330175432574,-95.65539559383782,922,-67.06600939678626,-67.68280672093162,0,,
-0.0226315789473684,0.0126315789473684,319996,-112.47109606504212,-112.47539102087805,319996,-112.47109606504212,-112.47539102087805,0,,,0,,,319996,-112.59244789168551,-112.73766571746204,319996,-112.59244789168551,-112.73766571746204,0,,,0,,,319996,-112.7176000200077,-112.67313185431453,319996,-112.7176000200077,-112.67313185431453,0,,,0,,
-0.03,0.0047368421052631,319996,-121.63480980267384,-121.63646032848649,319996,-121.63480980267384,-121.63646032848649,0,,,0,,,319996,-121.68489368340732,-121.73903327306589,319996,-121.68489368340732,-121.73903327306589,0,,,0,,,319996,-121.7334830217797,-121.71816437408603,319996,-121.7334830217797,-121.71816437408603,0,,,0,,
0.0326315789473684,0.0126315789473684,319996,-28.551656805776034,-28.55332702543187,0,,,0,,,319996,-28.551656805776034,-28.55332702543187,319996,-28.55865261538054,-28.561370277914264,0,,,0,,,319996,-28.55865261538054,-28.561370277914264,319996,-28.56951352365119,-28.560765002510806,0,,,0,,,319996,-28.56951352365119,-28.560765002510806
