ou_mean,ou_std,NGF2_V_num_-200_0,NGF2_V_mean_-200_0,NGF2_V_median_-200_0,NGF2_V_num_-200_-70,NGF2_V_mean_-200_-70,NGF2_V_median_-200_-70,NGF2_V_num_-70_-50,NGF2_V_mean_-70_-50,NGF2_V_median_-70_-50,NGF2_V_num_-50_0,NGF2_V_mean_-50_0,NGF2_V_median_-50_0,NGF3_V_num_-200_0,NGF3_V_mean_-200_0,NGF3_V_median_-200_0,NGF3_V_num_-200_-70,NGF3_V_mean_-200_-70,NGF3_V_median_-200_-70,NGF3_V_num_-70_-50,NGF3_V_mean_-70_-50,NGF3_V_median_-70_-50,NGF3_V_num_-50_0,NGF3_V_mean_-50_0,NGF3_V_median_-50_0,NGF4_V_num_-200_0,NGF4_V_mean_-200_0,NGF4_V_median_-200_0,NGF4_V_num_-200_-70,NGF4_V_mean_-200_-70,NGF4_V_median_-200_-70,NGF4_V_num_-70_-50,NGF4_V_mean_-70_-50,NGF4_V_median_-70_-50,NGF4_V_num_-50_0,NGF4_V_mean_-50_0,NGF4_V_median_-50_0,NGF5A_V_num_-200_0,NGF5A_V_mean_-200_0,NGF5A_V_median_-200_0,NGF5A_V_num_-200_-70,NGF5A_V_mean_-200_-70,NGF5A_V_median_-200_-70,NGF5A_V_num_-70_-50,NGF5A_V_mean_-70_-50,NGF5A_V_median_-70_-50,NGF5A_V_num_-50_0,NGF5A_V_mean_-50_0,NGF5A_V_median_-50_0,NGF5B_V_num_-200_0,NGF5B_V_mean_-200_0,NGF5B_V_median_-200_0,NGF5B_V_num_-200_-70,NGF5B_V_mean_-200_-70,NGF5B_V_median_-200_-70,NGF5B_V_num_-70_-50,NGF5B_V_mean_-70_-50,NGF5B_V_median_-70_-50,NGF5B_V_num_-50_0,NGF5B_V_mean_-50_0,NGF5B_V_median_-50_0,NGF6_V_num_-200_0,NGF6_V_mean_-200_0,NGF6_V_median_-200_0,NGF6_V_num_-200_-70,NGF6_V_mean_-200_-70,NGF6_V_median_-200_-70,NGF6_V_num_-70_-50,NGF6_V_mean_-70_-50,NGF6_V_median_-70_-50,NGF6_V_num_-50_0,NGF6_V_mean_-50_0,NGF6_V_median_-50_0
0.001578947368421,0.0268421052631578,280691,-98.85079732568059,-90.22395708630827,209067,-115.0080203769021,-105.54065676209515,44579,-60.88393430733105,-61.30726705520336,27045,-36.53179695020524,-40.09789148325841,279348,-98.80429517833618,-90.35460871087425,208439,-114.80575873164564,-105.25419730579921,44219,-60.87892514231056,-61.245887940723755,26690,-36.67214366221548,-40.124450072082496,280177,-98.86850319446256,-90.469006519262,209071,-114.93039360786321,-105.9292948292881,43984,-60.88640622341468,-61.30987391772554,27122,-36.6507118278407,-40.23674998502257,278589,-98.65054081803696,-90.29476980851868,207780,-114.5864840399367,-105.42316193938174,44501,-60.93689894193402,-61.39630013042383,26308,-36.58289958655334,-40.210579625064085,279022,-98.68639629684456,-90.05392132286968,208672,-114.49942533311692,-104.64682910533911,44024,-60.91926763454496,-61.367052285972974,26326,-36.50162372114201,-40.16326663164088,279597,-99.27918976156973,-90.94839323039976,210314,-114.99516257069287,-105.35282558146551,42888,-60.8392903960527,-61.210550194624105,26395,-36.51432136264497,-40.20565563008297
-0.0236842105263157,0.0094736842105263,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
-0.0173684210526315,0.0189473684210526,21714,-138.8696779959875,-146.8973401990124,20280,-144.95920483658657,-151.47915836920646,931,-61.39304361551751,-62.45052902207214,503,-36.752664637873565,-40.70566052458582,16834,-143.0414507173905,-153.27890651021784,15505,-150.75284075119598,-158.68222497721507,889,-60.641844667109545,-60.50899604151208,440,-37.78724004590369,-40.95470535156919,18171,-140.3956065827194,-148.56126996425405,16866,-147.22527005678356,-152.61252882671874,805,-60.7911485672808,-61.344930733025656,500,-38.18057568044342,-42.35553427071081,16948,-142.6711698214813,-152.0352582252791,15844,-148.98066617021894,-156.3192643340268,723,-60.16732433566448,-60.0640533830422,381,-36.85127516753451,-40.673543419574955,19149,-142.5317584249638,-151.55576630062566,17860,-149.085455959055,-155.72142180904683,811,-60.77967000573672,-61.37790260245288,478,-36.36419723066332,-40.050238963289516,17700,-141.1578491925592,-148.41011323175553,16572,-147.22899290134248,-152.45068368258626,701,-60.588026040669774,-60.91587405610748,427,-37.805278905716015,-41.28943374143575
0.0268421052631578,0.0157894736842105,272495,-56.99776898136818,-57.479313904586604,76907,-79.14436635228115,-77.82951808551353,96815,-59.81430207985163,-59.72831914330262,98773,-36.993202794915625,-39.87682315100264,273191,-57.10958410204234,-57.655066046000975,76788,-79.23427933784885,-77.9523046540026,98975,-59.79642270928948,-59.68525518882163,97428,-36.94247660810427,-39.80807805323944,273014,-57.060956637638746,-57.6137203108632,76599,-79.21600181993537,-78.00428094166406,98684,-59.777977478295895,-59.692597478478184,97731,-36.95289685560286,-39.818319690172885,273321,-57.188377558340434,-57.53432563508843,77532,-79.4366585411882,-78.11832274758366,97667,-59.75116951997248,-59.592910185963234,98122,-37.05778580848955,-39.93613220713428,272887,-57.19724824086145,-57.53775080612897,77721,-79.45115863274059,-78.09386196082342,97565,-59.71490386113014,-59.55120162484896,97601,-36.95943059392389,-39.83299292282595,273338,-57.170882440233456,-57.61660247665755,76817,-79.36959117667996,-78.00557703345832,99102,-59.79718935024421,-59.698665210575896,97419,-36.99503916116573,-39.89863443072513
-0.03,0.0157894736842105,9,-195.51234449150067,-194.8709225503821,9,-195.51234449150067,-194.8709225503821,0,,,0,,,11,-197.62670671423155,-196.95833504583644,11,-197.62670671423155,-196.95833504583644,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,106,-173.82225905126782,-181.61204335632283,106,-173.82225905126782,-181.61204335632283,0,,,0,,,0,,,0,,,0,,,0,,
0.03,0.0173684210526315,267538,-56.434553592020066,-57.117065464251105,74407,-79.04101752904492,-77.61028062224898,93569,-59.87804876242351,-59.79329169206866,99562,-36.303544153060514,-39.30343503860388,268200,-56.557062383775865,-57.145928452850185,74656,-79.19996047745694,-77.77288392119047,94704,-59.778341329133525,-59.63763174664045,98840,-36.367906158330634,-39.34873817211722,267866,-56.61107932132969,-57.328737063125914,75282,-79.1229905125335,-77.72884544928847,94307,-59.81480565518964,-59.6873390822745,98277,-36.29223037739032,-39.25666470724391,268200,-56.760401700912176,-57.37598728964099,76574,-79.38666885654646,-77.89442836688019,93094,-59.81284248697805,-59.66999465142263,98532,-36.292455209279446,-39.207250202107886,267760,-56.730421049102254,-57.378408780478,76350,-79.32884208334715,-77.80597552755029,92646,-59.85941865938979,-59.78710073674,98764,-36.325429771234816,-39.29716628997087,268450,-56.58047360344263,-57.15575629753049,74913,-79.25060204192724,-77.73675620528839,94555,-59.7747939601964,-59.65662475514287,98982,-36.371483150177895,-39.35758133587432
-0.0236842105263157,0.0173684210526315,1176,-145.21787041281038,-152.4375388440317,1113,-150.36767363902933,-155.24338212110692,47,-61.927173386551715,-63.41117636113167,16,-31.651106003590986,-35.04739672547744,797,-152.54118235176543,-161.01875933203368,768,-156.60102769479093,-162.36388072326093,13,-61.445941583223764,-60.93466960965325,16,-31.683489010982385,-34.10434053443079,735,-156.52873786488794,-172.57276480566097,710,-160.4512550608114,-173.4410992619753,11,-63.91893778528929,-67.78158564067624,14,-30.36592299130977,-33.12639500268096,913,-156.21748276658798,-163.13421288524032,885,-159.68131811943667,-165.10954805109523,9,-58.972309357028685,-59.47588703955729,19,-40.93918136737508,-40.0070117310058,765,-153.67701316595046,-170.32412423231028,733,-158.48034190663773,-172.61712340122966,13,-64.95563896393698,-67.28292012198304,19,-29.073744623971923,-31.576202284539654,585,-158.8234100250381,-171.54831599606013,564,-162.69995082777592,-172.46584917099696,16,-56.95678730416848,-55.09392062342338,5,-47.522800182995056,-47.612818093763124
0.0236842105263157,0.0268421052631578,279622,-69.52366706299802,-68.21177519026622,131611,-91.84984459516404,-83.82042302924198,82483,-60.38656997151283,-60.55328583969952,65528,-36.183486196972396,-39.53730690774849,280078,-70.11288522694878,-68.74687167515246,134500,-92.253141631269,-84.01547208194316,80997,-60.32524066607644,-60.51840105169509,64581,-36.2779393468277,-39.61597071994959,280295,-69.84234587210815,-68.3978941104834,133056,-92.14318116030276,-84.04787800821704,82085,-60.3329093446795,-60.49655921054659,65154,-36.28066366146821,-39.5282633007579,280253,-69.98062416479743,-68.29715339043669,132446,-92.59711146919553,-84.04792745564052,82313,-60.353612606621624,-60.485666119818,65494,-36.34341960972089,-39.69312335420669,279753,-69.86435900031925,-68.30858414418685,132213,-92.34297479924864,-83.79908321515887,82317,-60.422102278279404,-60.673021443416694,65223,-36.21507908317824,-39.53468321638867,280293,-70.17722755688148,-68.78178379789841,134596,-92.24990576673433,-83.96221721173545,81790,-60.42638361784021,-60.64582567529063,63907,-36.16886117199132,-39.55378397400636
-0.0268421052631578,0.0173684210526315,354,-161.6347895052895,-167.97418868550787,341,-165.4746408781877,-169.84214127962898,13,-60.91253426234396,-59.955000667536105,0,,,170,-136.1342429925727,-137.8417538575735,147,-147.4834130002246,-153.2928834126842,23,-63.598243378449695,-64.16002666499001,0,,,186,-146.3985769383374,-150.91455491577096,186,-146.3985769383374,-150.91455491577096,0,,,0,,,133,-164.79089588662674,-169.90184665061764,133,-164.79089588662674,-169.90184665061764,0,,,0,,,214,-114.30130244159652,-109.83912340670221,150,-142.0052725132501,-151.93974656637167,33,-56.96816775180405,-54.75390978735367,31,-41.28188095821319,-46.06085556238695,110,-170.23146337234456,-175.1328274688864,110,-170.23146337234456,-175.1328274688864,0,,,0,,
-0.0110526315789473,0.0252631578947368,205571,-119.79671871732988,-117.6342735293667,176326,-131.0706206572137,-128.75926827604889,18420,-60.99462617245006,-61.492552092269264,10825,-36.21727402677405,-39.919118310788576,200339,-121.13358806286868,-120.0683708611665,173490,-131.8954822661014,-130.7740281523296,16586,-61.04407052367783,-61.443963918336415,10263,-36.32054242184515,-40.07475231399769,204627,-120.65723791941959,-119.0312410656013,176180,-131.78901675518767,-130.0689763651285,17664,-61.029103725173535,-61.5080036376998,10783,-36.45753163374202,-40.16168763796528,199729,-121.07757224493726,-120.03057913500133,172778,-131.90538697305385,-130.80792321438966,16841,-61.028713366011665,-61.57423397640151,10110,-36.060228949730615,-39.8156286911655,204090,-119.50643085076472,-116.8569848494641,175771,-130.45192916082956,-127.85576588378889,17643,-61.003700586105985,-61.50557119114117,10676,-35.979125361907094,-39.45824056251718,203986,-121.11775011198351,-119.69907615766294,176566,-131.89249117875704,-130.34716974194325,17167,-61.12072109966395,-61.69345648932514,10253,-36.02227228681571,-39.62007782539415
0.0173684210526315,0.001578947368421,292326,-51.15128336960411,-48.71940786658533,42161,-77.34730783671608,-77.78782978067673,94518,-58.52185548101731,-57.822264366806735,155647,-39.57957095378845,-40.921086696220335,292466,-51.11191365043659,-48.6443666673847,42028,-77.35702107525086,-77.81721580796733,94334,-58.51605505830062,-57.822163838951084,156104,-39.57158380354261,-40.92130445849843,292422,-51.093517752288804,-48.620438977573755,41897,-77.35823516271219,-77.82061059032301,94172,-58.512479821997374,-57.80846526260743,156353,-39.587046105610455,-40.910691711867074,292424,-51.120985459753264,-48.66206034846154,41999,-77.35521081724316,-77.8158333685265,94283,-58.49952310297967,-57.79452065827646,156142,-39.60914434457904,-40.92964160047492,292387,-51.111465029245856,-48.619082871116085,42073,-77.3503817582154,-77.81298729146435,94034,-58.51623051407915,-57.81460155613369,156280,-39.59207892009081,-40.9347952737225,292432,-51.11691949918906,-48.63691872848747,41967,-77.35835108892562,-77.79541164573276,94242,-58.498842681465206,-57.78925234971854,156223,-39.614379130161836,-40.982831913833046
-0.0078947368421052,0.0047368421052631,38795,-177.93774475980547,-182.79560813773185,38795,-177.93774475980547,-182.79560813773185,0,,,0,,,35051,-180.16644076992753,-184.86892433677704,35051,-180.16644076992753,-184.86892433677704,0,,,0,,,34856,-179.0441366286979,-183.48679086514096,34856,-179.0441366286979,-183.48679086514096,0,,,0,,,33690,-179.6093021029743,-184.35361613285653,33690,-179.6093021029743,-184.35361613285653,0,,,0,,,37042,-179.261638268918,-183.60386324806115,36995,-179.40843133064965,-183.62278225946184,47,-63.716759146320356,-65.48208028517541,0,,,33738,-179.14343490569306,-182.98765578980485,33738,-179.14343490569306,-182.98765578980485,0,,,0,,
-0.03,0.0078947368421052,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
-0.0047368421052631,0.0078947368421052,247763,-132.6514623483371,-135.83504712562444,230515,-138.42150162173178,-140.08688970606806,12630,-60.87307550488777,-61.12941149278244,4618,-40.9408566155957,-43.49411716051177,233971,-135.56551268486012,-139.42757792983818,218982,-141.00970012409906,-143.39070774786057,11199,-61.0697994832123,-61.48365655188677,3790,-41.13238295552574,-43.338745495887096,247562,-135.0703457223122,-138.9928329614504,231534,-140.57011954442672,-142.87626218215811,11699,-61.05491761608927,-61.51622862077122,4329,-40.94280155166062,-43.296529562948464,242363,-135.29661070500077,-139.44994267144867,227281,-140.55558117939324,-143.1947923388255,11179,-61.33226658923632,-62.030301965978836,3903,-40.90340918815184,-43.360819583864114,244454,-133.57668007216864,-136.68758383381822,228350,-139.05140758334363,-140.60260448154844,11986,-61.12722698763121,-61.65568486951045,4118,-40.86786936174062,-43.35579225570103,243311,-135.3805903146906,-138.85524534572048,227689,-140.84618436002333,-142.64823498851507,11419,-61.0641509792409,-61.70144647025665,4203,-41.2011418692346,-43.739781637222066
-0.0205263157894736,0.0173684210526315,4566,-150.636721068301,-161.56345034696466,4339,-155.88161692577853,-164.03921289078323,125,-60.04968044802694,-59.8692591822843,102,-38.53649510692111,-41.80298072444113,3420,-149.82708306351904,-161.34396432109705,3237,-155.23144136416508,-163.9261832840408,129,-60.853555449371775,-61.10848096290999,54,-38.41369867525694,-40.00916314630834,3491,-155.24989860623919,-163.0166909662881,3398,-158.14334859027701,-163.96334942311552,53,-59.41848585960732,-57.719529232875004,40,-36.42794435151186,-39.13825264833427,3300,-147.30095970605592,-156.59634382919904,3114,-152.84032769436791,-159.84585334540606,129,-60.985907789665745,-61.143903037854734,57,-40.02113131326276,-43.80214846480818,3455,-154.91853758606504,-164.84082720765076,3377,-157.3864742851581,-166.08062161226815,47,-59.71331986802015,-57.97151624687279,31,-30.41605371222246,-32.31648649588888,3195,-159.91050402025047,-170.86390327868284,3121,-162.59560605924915,-171.58647640500635,34,-57.96972159216968,-56.35067501304489,40,-37.05508249124643,-39.31961545935589
-0.0047368421052631,0.03,250168,-107.56703923279974,-99.69805824521197,198737,-122.12211150721993,-115.26017394919378,31505,-61.002009607255964,-61.49520471816066,19926,-36.02231674716863,-39.735204188275546,249281,-108.12313366754279,-100.79600788033494,199286,-122.2949984764289,-115.56629531007329,31337,-61.03897976081356,-61.44675389211741,18658,-35.8335999914517,-39.54785722017965,250922,-108.06741439432314,-100.60887326805997,199659,-122.63296703818915,-116.11026905942036,31347,-61.01615566346278,-61.483195265123214,19916,-36.10377370917765,-39.79878528146849,249580,-108.34789524820779,-100.79030879967024,200014,-122.45434902334236,-115.79875643008597,30652,-60.990537274577285,-61.48797651926424,18914,-35.9205658217489,-39.560983003981505,249943,-107.46637806185906,-99.74463297279749,199174,-121.7604221395611,-114.32488905161296,31287,-60.99253045812601,-61.48136747115889,19482,-35.965779296114995,-39.73706200963529,249861,-108.32978645074931,-101.32744000083758,199611,-122.6956432871659,-116.1265181743432,30761,-60.89368470142249,-61.39923844500715,19489,-36.06332213431932,-39.828583311202344
-0.001578947368421,0.0205263157894736,288571,-103.93801475571011,-96.53215640311184,227850,-117.64161331547872,-110.1504106148266,38910,-60.93751607055194,-61.407096730590254,21811,-37.493765156710566,-40.820217406399316,286759,-104.20185127373308,-96.9223034497922,227813,-117.47249871517744,-110.09160516688186,38544,-61.05453804787207,-61.5821671383291,20402,-37.534075339992874,-40.97528027444815,287786,-103.88933699863637,-96.8515032994851,227841,-117.38436210106468,-110.18290416838357,38429,-60.93342510177853,-61.41421405166758,21516,-37.707552462569154,-41.177440785657375,285942,-104.04776594697246,-97.00392611019019,227325,-117.28381228184699,-109.85710093851284,37918,-61.01368789386307,-61.48322302948799,20699,-37.5171093230996,-40.92176568321719,287026,-103.81043486033074,-96.27755931193005,227865,-117.10897519968417,-109.10323462503993,38198,-60.97428448775876,-61.45142182416735,20963,-37.31152618813343,-40.69087496220844,287307,-104.31066824214923,-97.46630342536959,228070,-117.755956402358,-110.33029092420836,37836,-60.901971429707366,-61.37295864127668,21401,-37.76913195397283,-41.21724850672365
