ou_mean,ou_std,ITP4_r,ITP4_cv
0.0123684210526315,0.0147368421052631,11.623506571087216,0.5312507005752672
-0.0035526315789473,0.0157894736842105,0.07407407407407407,
0.006578947368421,0.0052631578947368,0.002837514934289128,
0.006578947368421,0.0031578947368421,0.0,
0.0036842105263157,0.0073684210526315,0.0023894862604540022,
0.0036842105263157,0.0189473684210526,3.7092293906810037,0.7777773370373671
0.0094736842105263,0.0136842105263157,6.960872162485066,0.5828390546168387
0.0051315789473684,0.0031578947368421,0.0,
0.0225,0.0094736842105263,13.288082437275985,0.5194843557422579
0.0196052631578947,0.0094736842105263,16.33930704898447,0.5628505834649022
0.0080263157894736,0.0063157894736842,0.34348864994026285,0.6669394944230513
-0.0021052631578947,0.0084210526315789,0.0,
-0.0006578947368421,0.0157894736842105,0.31869772998805257,0.7190168564880133
0.0196052631578947,0.0189473684210526,23.72267025089606,0.5884605199227254
-0.0021052631578947,0.011578947368421,0.002837514934289128,
0.0109210526315789,0.0021052631578947,0.18847072879330945,0.7817021980800021
0.0138157894736842,0.0157894736842105,14.308094384707289,0.541079270160797
0.0210526315789473,0.0147368421052631,23.119324970131423,1.2022923819664393
-0.0021052631578947,0.0178947368421052,0.44623655913978494,0.7516157017989602
0.0022368421052631,0.02,3.119772998805257,0.801162585766123
-0.0035526315789473,0.0021052631578947,0.0,
-0.005,0.0042105263157894,0.0,
-0.005,0.0010526315789473,0.0,
-0.0021052631578947,0.0147368421052631,0.08019713261648745,
-0.0035526315789473,0.0105263157894736,0.0,
0.006578947368421,0.0042105263157894,0.0,
-0.0006578947368421,0.0126315789473684,0.035543608124253286,
0.0210526315789473,0.0031578947368421,19.543458781362006,0.14825497395159798
0.0051315789473684,0.0052631578947368,0.0,
-0.0006578947368421,0.0094736842105263,0.00014934289127837514,
0.0007894736842105,0.0010526315789473,0.0,
0.0036842105263157,0.0,0.0,
-0.005,0.0052631578947368,0.0,
-0.005,0.0084210526315789,0.0,
0.0080263157894736,0.0,0.0,
0.0123684210526315,0.02,14.253285543608124,0.6101489475519987
0.0051315789473684,0.0021052631578947,0.0,
0.0022368421052631,0.0084210526315789,0.0023894862604540022,
0.0167105263157894,0.0189473684210526,19.770459976105137,0.568932054123931
0.0094736842105263,0.011578947368421,5.675029868578256,0.5743359586380165
-0.0006578947368421,0.0052631578947368,0.0,
0.0196052631578947,0.0031578947368421,17.23909796893668,0.09152274659524048
