ou_mean,ou_std,IT5B_V_num_-200_0,IT5B_V_mean_-200_0,IT5B_V_median_-200_0,IT5B_V_num_-200_-70,IT5B_V_mean_-200_-70,IT5B_V_median_-200_-70,IT5B_V_num_-70_-50,IT5B_V_mean_-70_-50,IT5B_V_median_-70_-50,IT5B_V_num_-50_0,IT5B_V_mean_-50_0,IT5B_V_median_-50_0,IT6_V_num_-200_0,IT6_V_mean_-200_0,IT6_V_median_-200_0,IT6_V_num_-200_-70,IT6_V_mean_-200_-70,IT6_V_median_-200_-70,IT6_V_num_-70_-50,IT6_V_mean_-70_-50,IT6_V_median_-70_-50,IT6_V_num_-50_0,IT6_V_mean_-50_0,IT6_V_median_-50_0
0.0121052631578947,0.0178947368421052,319335,-31.249563826814562,-25.361650613580082,25474,-77.34858211285128,-76.16807732249055,16803,-64.47516340757707,-65.44384418466598,277058,-24.995941330535615,-25.03442849797016,318759,-34.24691597009206,-24.443552247052672,41996,-77.56254954654331,-76.56771685522531,26171,-64.42569720897718,-65.32402182711165,250592,-23.836000092971034,-23.8722052998805
0.02,0.02,319996,-24.413446688818855,-24.50797435836918,0,,,0,,,319996,-24.413446688818855,-24.50797435836918,319996,-23.189276691483666,-23.31196459898105,0,,,0,,,319996,-23.189276691483666,-23.31196459898105
0.0134210526315789,0.0063157894736842,315767,-67.44547581291627,-68.69508035046161,133746,-73.55482509429508,-73.26248942517938,173213,-64.45281737331746,-65.03511805966023,8808,-33.52929930416638,-38.22289899095338,314996,-68.08978873090416,-69.51510957141701,148897,-73.84119912741642,-73.5598858398725,157687,-64.59675127765355,-65.30544225545759,8412,-31.765352577937687,-35.90287605122738
0.0186842105263157,0.0052631578947368,315184,-54.84197946056524,-64.18802834126103,63762,-71.90102084210554,-71.65158391000806,161001,-64.43194544227225,-65.22968595240476,90421,-25.736874345707182,-24.744639028740234,314105,-57.936563570051305,-65.86434184197287,76819,-72.05079073887654,-71.7858428494621,170190,-64.66937949626382,-65.56041606249283,67096,-24.699131243771234,-23.53007225151852
0.0186842105263157,0.0084210526315789,318236,-35.08929286810325,-25.058948318822424,24404,-72.96272021254968,-72.63926639896803,53415,-64.14853475123296,-64.88601744155547,240417,-24.788596469340916,-24.69364441196753,312766,-66.02386473538554,-67.66412490606166,102999,-72.89612120449524,-72.42701318471912,197540,-64.58391374957941,-65.40875101255884,12227,-31.39659505961179,-35.28710543912415
-0.0036842105263157,0.0084210526315789,319996,-86.88373531825107,-86.86673102079922,319958,-86.88588471722633,-86.86781242910236,38,-68.78590907279114,-68.70272551350568,0,,,319996,-86.58159243097563,-86.6336760366807,319950,-86.58404972940706,-86.63473568881503,46,-69.49001344983932,-69.4162470182888,0,,
0.0147368421052631,0.0052631578947368,315212,-66.86042311059084,-68.37429672216629,125877,-73.04979313573051,-72.84106814971997,179230,-64.38860383217434,-65.00105802252037,10105,-33.60211916364289,-38.348718953397906,314475,-67.3600112856233,-68.96833461459781,136131,-73.16729583078674,-73.01862716422013,169015,-64.64774745977213,-65.43613105607893,9329,-31.75724765700209,-35.82419657296117
0.001578947368421,0.0,319996,-78.48763722266973,-78.48763764555552,319996,-78.48763722266973,-78.48763764555552,0,,,0,,,319996,-77.7440689089083,-77.7440688805903,319996,-77.7440689089083,-77.7440688805903,0,,,0,,
0.0147368421052631,0.0168421052631578,317237,-32.82907734830312,-25.37902821125332,14862,-73.56487592348579,-72.79195068609266,46383,-63.44531072827896,-64.19712184082576,255992,-24.91676684138186,-24.87399526282433,319305,-28.381978325362553,-23.91512318039079,17381,-76.29974225403254,-75.41795184423196,14725,-64.33907286816283,-65.16615973564046,287199,-23.63848384248849,-23.693987674665777
0.0002631578947368,0.0052631578947368,319996,-80.55781490637374,-80.54608504042862,319957,-80.55919239694019,-80.5465712979939,39,-69.25684697881675,-69.23123879012094,0,,,319996,-79.97645691646662,-80.01316592696287,319887,-79.97999542088634,-80.0143353227416,109,-69.59185541819639,-69.69185759847849,0,,
