ou_mean,ou_std,ITP4_r,ITP4_cv
0.0146052631578947,0.0205263157894736,17.44324970131422,0.5929690180759833
0.026578947368421,0.0031578947368421,18.84767025089606,0.38485543238071024
0.0077631578947368,0.0221052631578947,9.570489844683394,0.6952522746952435
0.0094736842105263,0.0142105263157894,7.281063321385902,0.5893215458055251
0.03,0.0,31.79495221027479,0.0024032284620660828
-0.0025,0.0268421052631578,3.2641875746714457,0.8275995970651571
0.026578947368421,0.0189473684210526,29.153823178016726,1.3584345605396801
0.0077631578947368,0.0063157894736842,0.23655913978494625,0.6620980319453788
0.0060526315789473,0.0221052631578947,7.689814814814815,0.7250557763456473
0.0163157894736842,0.0284210526315789,22.30510752688172,0.6374225502917571
0.0163157894736842,0.001578947368421,12.77389486260454,0.05238705462179819
-0.0007894736842105,0.0189473684210526,1.0582437275985663,0.7838115954232031
-0.0025,0.0205263157894736,0.9744623655913979,0.7791159528183822
0.03,0.0126315789473684,2.1420250896057347,1.0041211503610816
0.0282894736842105,0.0031578947368421,13.754032258064516,0.37749718325412784
0.0128947368421052,0.0126315789473684,11.213112305854242,0.47306404081793013
0.0026315789473684,0.001578947368421,0.0,
0.0248684210526315,0.0189473684210526,29.029271206690563,1.006245697478355
0.0231578947368421,0.0221052631578947,28.78793309438471,0.6177673418897323
0.0128947368421052,0.0047368421052631,7.795698924731183,0.26939422785631917
0.0163157894736842,0.0078947368421052,13.827658303464755,0.283046981635266
0.0163157894736842,0.0094736842105263,14.289127837514934,0.3928825091443756
0.026578947368421,0.0110526315789473,5.719832735961768,0.5240843190607202
0.026578947368421,0.0157894736842105,20.63724611708483,2.837353488217183
0.0197368421052631,0.0142105263157894,21.78210872162485,0.9480418098324751
0.0214473684210526,0.0,19.625,7.317682081291966e-15
0.0180263157894736,0.001578947368421,15.091547192353644,0.046461312312196044
0.0128947368421052,0.0189473684210526,14.5,0.5933669925248705
0.0163157894736842,0.0205263157894736,19.774492234169653,0.5822767399680361
0.0197368421052631,0.0173684210526315,23.47147550776583,0.6188445177372118
0.026578947368421,0.0252631578947368,32.91173835125448,0.6461502524473138
-0.0025,0.0173684210526315,0.2951015531660693,0.7361446914997392
0.0180263157894736,0.0063157894736842,15.774342891278375,0.23067240902542857
0.0146052631578947,0.0157894736842105,15.445937873357229,0.5365422638904561
0.0026315789473684,0.0157894736842105,1.4003882915173238,0.7919191217583162
0.0231578947368421,0.0252631578947368,29.38037634408602,0.595889986774492
0.03,0.0157894736842105,11.631123058542414,3.023740233594444
0.0009210526315789,0.0236842105263157,3.97610513739546,0.8053925284264246
0.0128947368421052,0.0284210526315789,18.337962962962962,0.666684020490019
0.0214473684210526,0.0031578947368421,20.40919952210275,0.1844306362340466
0.0248684210526315,0.0047368421052631,17.418458781362006,0.3995507383665017
0.0197368421052631,0.0078947368421052,17.614695340501793,0.36697829469458615
0.0060526315789473,0.0157894736842105,4.143518518518518,0.7290076396842381
0.0060526315789473,0.0236842105263157,8.521804062126643,0.7284949215294542
0.0248684210526315,0.0205263157894736,29.961469534050178,0.7936284739643223
0.0009210526315789,0.0173684210526315,1.1881720430107527,0.7979119981850532
0.0214473684210526,0.0110526315789473,15.712813620071685,1.4494614389958478
0.0111842105263157,0.0268421052631578,15.737753882915174,0.6740230240537363
0.0111842105263157,0.0189473684210526,12.200119474313023,0.6143950465847535
0.0163157894736842,0.0189473684210526,19.20221027479092,0.570322159981925
0.0111842105263157,0.0284210526315789,16.380227001194744,0.6828081431775339
