ou_mean,ou_std,VIP2_V_num_-200_0,VIP2_V_mean_-200_0,VIP2_V_median_-200_0,VIP2_V_num_-200_-70,VIP2_V_mean_-200_-70,VIP2_V_median_-200_-70,VIP2_V_num_-70_-50,VIP2_V_mean_-70_-50,VIP2_V_median_-70_-50,VIP2_V_num_-50_0,VIP2_V_mean_-50_0,VIP2_V_median_-50_0,VIP3_V_num_-200_0,VIP3_V_mean_-200_0,VIP3_V_median_-200_0,VIP3_V_num_-200_-70,VIP3_V_mean_-200_-70,VIP3_V_median_-200_-70,VIP3_V_num_-70_-50,VIP3_V_mean_-70_-50,VIP3_V_median_-70_-50,VIP3_V_num_-50_0,VIP3_V_mean_-50_0,VIP3_V_median_-50_0,VIP4_V_num_-200_0,VIP4_V_mean_-200_0,VIP4_V_median_-200_0,VIP4_V_num_-200_-70,VIP4_V_mean_-200_-70,VIP4_V_median_-200_-70,VIP4_V_num_-70_-50,VIP4_V_mean_-70_-50,VIP4_V_median_-70_-50,VIP4_V_num_-50_0,VIP4_V_mean_-50_0,VIP4_V_median_-50_0,VIP5A_V_num_-200_0,VIP5A_V_mean_-200_0,VIP5A_V_median_-200_0,VIP5A_V_num_-200_-70,VIP5A_V_mean_-200_-70,VIP5A_V_median_-200_-70,VIP5A_V_num_-70_-50,VIP5A_V_mean_-70_-50,VIP5A_V_median_-70_-50,VIP5A_V_num_-50_0,VIP5A_V_mean_-50_0,VIP5A_V_median_-50_0,VIP5B_V_num_-200_0,VIP5B_V_mean_-200_0,VIP5B_V_median_-200_0,VIP5B_V_num_-200_-70,VIP5B_V_mean_-200_-70,VIP5B_V_median_-200_-70,VIP5B_V_num_-70_-50,VIP5B_V_mean_-70_-50,VIP5B_V_median_-70_-50,VIP5B_V_num_-50_0,VIP5B_V_mean_-50_0,VIP5B_V_median_-50_0,VIP6_V_num_-200_0,VIP6_V_mean_-200_0,VIP6_V_median_-200_0,VIP6_V_num_-200_-70,VIP6_V_mean_-200_-70,VIP6_V_median_-200_-70,VIP6_V_num_-70_-50,VIP6_V_mean_-70_-50,VIP6_V_median_-70_-50,VIP6_V_num_-50_0,VIP6_V_mean_-50_0,VIP6_V_median_-50_0
0.0026315789473684,0.0189473684210526,310766,-69.43906508787578,-67.85101967427018,142431,-87.46187251354854,-84.22349621473226,120782,-60.38939886330621,-60.5017687087753,47553,-38.442709473928375,-42.65499102897398,310987,-69.31110169498436,-67.93440635648676,143343,-86.93704485192175,-83.84123206711001,120956,-60.28448023961022,-60.30417829470818,46688,-38.58090238919614,-42.735334465004414,311161,-69.23401503652521,-67.62772806130174,140526,-87.13210457712871,-83.41041360072731,124195,-60.421989069002194,-60.55740656443395,46440,-38.64104850451989,-42.82102959181347,311270,-69.38457706343125,-67.98744661221934,142245,-86.81192274923366,-83.37398529549755,123622,-60.65266697486213,-60.93489075759214,45403,-38.560697625775674,-42.72154167127453,310856,-68.85063664735789,-67.25474946263395,137957,-86.8731367299729,-83.44367279126327,125980,-60.45903694785592,-60.605793360719076,46919,-38.39056047876813,-42.4570590667363,310854,-69.56408467323487,-67.92007195334003,142121,-87.57640622361845,-83.78284630324335,122127,-60.48789232888333,-60.67013028694573,46606,-38.42043345615047,-42.63317173242106
-0.0078947368421052,0.0031578947368421,319996,-111.63911046034679,-111.63260150304859,319996,-111.63911046034679,-111.63260150304859,0,,,0,,,319996,-111.77260325082382,-111.74248332910801,319996,-111.77260325082382,-111.74248332910801,0,,,0,,,319996,-111.80815266534287,-111.71261407561255,319996,-111.80815266534287,-111.71261407561255,0,,,0,,,319996,-111.85760612734859,-111.91096885559608,319996,-111.85760612734859,-111.91096885559608,0,,,0,,,319996,-111.73469622285418,-111.75132392597428,319996,-111.73469622285418,-111.75132392597428,0,,,0,,,319996,-111.75538794502039,-111.75018705142946,319996,-111.75538794502039,-111.75018705142946,0,,,0,,
-0.0036842105263157,0.0168421052631578,318363,-90.25103336325488,-89.3255563558458,254942,-98.1329878334752,-95.45056186495869,53514,-62.02340311956214,-62.91229520221951,9907,-39.89594789985163,-44.14764619618406,318467,-90.26226165764466,-89.65929187665341,257879,-97.78132900746547,-95.20765135464639,50562,-61.79736824453147,-62.56885136845448,10026,-40.415101439152096,-44.24504780838191,318668,-90.4404532150235,-89.46055197381276,260025,-97.61471236321066,-94.87199094361,49740,-61.853360570179106,-62.665185070432784,8903,-40.618511526512826,-44.73275791866024,318522,-90.82828391968711,-90.50887333281449,260081,-98.06890229065505,-95.65738160126438,49517,-61.97026379699494,-62.77771805803174,8924,-39.93354118948022,-43.94586317173123,318563,-90.24802540647933,-89.62444582277824,258688,-97.48914917921006,-95.01654171961637,51513,-62.11748630738584,-62.960298057066574,8362,-39.530091191151946,-43.50958751963662,318440,-90.47814311797855,-89.58419711542228,255684,-98.40860814057224,-95.52539260961343,52383,-61.699467570432915,-62.26676395919681,10373,-40.33067781095594,-44.082137220079225
-0.0005263157894736,0.0126315789473684,317313,-74.96901432201136,-74.20706873399199,190050,-85.73590168354959,-83.47199429427427,109898,-61.82620492116178,-62.36030540268443,17365,-40.308578069447215,-44.1057244649648,317507,-74.98840122456306,-74.46837693763672,192694,-85.32009230830087,-83.21372799086436,107943,-61.900626517107696,-62.61998016696307,16870,-40.71921234235083,-44.58499383943389,317622,-74.93293433946171,-74.17009174505644,191345,-85.36457525767666,-83.07387383608437,109322,-61.92834767507524,-62.63868690963571,16955,-41.057681719480584,-44.8683896358123,317696,-75.19557231517157,-74.88106090628312,196769,-85.1768089619367,-82.84091582316866,104337,-61.80302935009792,-62.48294845621001,16590,-41.038839439919286,-44.98974043119354,317628,-74.69688202356853,-74.21924961046544,192088,-85.00694467068409,-82.55800316666122,108128,-61.78042464965847,-62.39396351266964,17412,-41.167786524316334,-44.97155530501324,317335,-75.13816728023201,-74.47883583735513,193809,-85.69797783260557,-83.30046408272364,104739,-61.74244708001346,-62.48839839851756,18787,-40.88405617711442,-44.7675749952258
0.0036842105263157,0.0031578947368421,314287,-53.92105958796072,-55.077631109379254,0,,,248136,-56.697787719245675,-56.5769291324858,66151,-43.505401297314656,-46.50011590645421,314299,-54.05590519834129,-55.27317530471181,0,,,249269,-56.81982938360586,-56.775586349448986,65030,-43.46140085055232,-46.5438127222819,314345,-53.949052459314714,-54.98379232833671,225,-72.17236320742188,-71.9340440319654,246347,-56.764165927043805,-56.54554914970854,67773,-43.655941598750964,-46.69133550829049,314449,-53.998880613287746,-55.09189303647475,43,-70.32470244751859,-70.30349864891417,249188,-56.71457891128976,-56.60663066656947,65218,-43.61184884565616,-46.686325140559426,314326,-53.904823358585666,-54.983215615944054,43,-70.50102875082602,-70.30138017935835,247664,-56.6786881850854,-56.5010451521847,66619,-43.58194106941747,-46.60059813121333,314334,-54.09187294604852,-55.16781548707547,101,-70.52632164941126,-70.51615813400176,248495,-56.88018306442504,-56.75985233577794,65738,-43.526583430319214,-46.58682332100496
-0.0057894736842105,0.0094736842105263,319996,-99.90019528330643,-99.88107842831977,313812,-100.58685413497987,-100.2226057945024,6063,-65.40418949182852,-66.75835463772466,121,-47.56544778233348,-48.084550765226126,319996,-100.30439136535718,-100.21160197186302,316346,-100.69788759963112,-100.40480223257431,3650,-66.20001883724025,-67.05235670764218,0,,,319996,-100.41072191610056,-100.12258028628477,316118,-100.8467825167112,-100.33252157479096,3853,-64.967416291305,-65.97231778638776,25,-49.068787056209096,-49.15191366928401,319996,-100.56029249051079,-100.71824736351923,316658,-100.92445021005908,-100.88755447077762,3338,-66.01461988514127,-66.61259624888214,0,,,319983,-100.19263445024595,-100.23506008575433,315674,-100.68349368615209,-100.45319106828592,4071,-65.3867803646469,-66.65344341064007,238,-44.491514899983066,-46.909855578237,319996,-100.25382228223692,-100.23670112232247,315196,-100.79136749093112,-100.48698033765606,4774,-65.03943314221792,-65.86372942118666,26,-49.53821285445925,-49.70690493442318
0.0057894736842105,0.0189473684210526,306112,-62.395798606267675,-61.53335282086053,96280,-83.48896402967353,-80.35730222954612,141613,-59.81591766132769,-59.67959957653296,68219,-37.981701555449995,-42.096886870144736,306332,-62.214896632503255,-61.62273155758821,95418,-83.01235781566581,-80.18564852499057,141469,-59.942308337541164,-59.87912039700607,69445,-38.26858865244689,-42.50131052424466,306367,-62.525356686076755,-61.720913198750985,96085,-83.48088134370444,-80.02134195040378,143188,-59.93329617826378,-59.84133257469504,67094,-38.04686938862187,-42.27054608109161,306450,-62.29307071940045,-61.69739018319492,93967,-83.222955731733,-79.80287661985795,145172,-59.99033175445742,-59.951468774172426,67311,-38.04108688414098,-42.16751262805066,306195,-62.09807210810637,-61.43418327560802,92752,-83.1607804901445,-80.05985712657137,144782,-59.97360699488225,-59.894869013349044,68661,-38.12487014734284,-42.35779705765054,306081,-62.86194941941904,-62.02809648291547,97886,-84.11527965829467,-80.58310404371636,140726,-60.04432142028796,-60.0295072490662,67469,-37.90396922174509,-42.03574797657311
0.0026315789473684,0.0010526315789473,319882,-55.80140981542079,-55.94895070669571,0,,,315776,-55.91577260442978,-55.978498176274066,4106,-47.006226166587425,-48.658536349858046,319983,-55.85100119135396,-55.94420014825225,0,,,318717,-55.87965545998861,-55.95271269153879,1266,-48.63725511202668,-49.464884186355576,319932,-55.92987292644879,-55.97105425079698,0,,,318374,-55.978892236840075,-55.9812927967626,1558,-45.91288067579682,-47.72996986286108,319907,-55.94572228732737,-56.06840135013151,0,,,317559,-56.01870061918821,-56.08532038159133,2348,-46.075651551640746,-47.937588671651845,319932,-55.8833385662395,-55.99891936215384,0,,,317834,-55.942752355457884,-56.013301593833376,2098,-46.88251764992177,-48.70952350045826,319894,-55.84652080632538,-55.99553808368411,0,,,316262,-55.95095895457087,-56.02081751702626,3632,-46.75240801986575,-48.37073691243569
0.0057894736842105,0.011578947368421,307248,-56.88412719017996,-57.72543482774712,40709,-76.52959247299782,-74.94535163586951,192449,-59.417142742693734,-59.16039744306874,74090,-39.51034454388548,-43.55167735549346,307514,-56.632394175828,-57.45213597446531,38472,-76.13185542552415,-74.70844577369022,194504,-59.23542389101139,-58.97299312145383,74538,-39.775449195813266,-43.80400913585342,307495,-56.90293154916448,-57.74549811897625,40150,-76.6692291903268,-75.10427332650093,193220,-59.40018619577007,-59.12458222518606,74125,-39.68692624582828,-43.667559868701375,307484,-56.635672563648995,-57.503707108500066,37184,-76.76437391120977,-74.92661465443436,195212,-59.26913857515666,-59.04189976669149,75088,-39.82140399948249,-43.84005828540049,307234,-56.6208654742815,-57.566097757646986,37963,-76.34776451727578,-74.5588877831742,193471,-59.38931096807889,-59.16019558600295,75800,-39.67487356795349,-43.67899941691084,307353,-56.853932962985795,-57.55050084575102,40990,-77.09843012415998,-75.23033813107749,190460,-59.29919930559184,-59.068678658989214,75903,-39.785472345496686,-43.76987033875007
-0.0036842105263157,0.02,317268,-91.53594145185782,-90.04768023554762,247026,-101.387015928083,-98.04315527848286,55789,-61.60370924512326,-62.261529760701045,14453,-38.703849776601075,-42.97628955537259,317441,-91.80209864957382,-90.79880684959426,251497,-100.95286502717087,-97.77407205129002,52493,-61.54591174857109,-62.16096128241525,13451,-38.78356674323226,-42.92152572182108,317426,-91.63597165989198,-90.18820964226097,251758,-100.67871250476217,-97.29593616518709,51897,-61.671073335379134,-62.29579300779488,13771,-39.24369649646262,-43.2834333051727,317670,-92.15669245259379,-91.47251551905772,252540,-101.21643608133823,-98.19739335834004,51964,-61.515059943894045,-62.21010283234391,13166,-39.31711594332315,-43.597919639016595,317616,-91.3429773641117,-90.3192166520758,250001,-100.58313018639126,-97.34712590940637,54471,-61.53349581650677,-62.10016741846378,13144,-39.129406431129475,-43.231146207468846,317232,-91.94307537127945,-90.63310493633601,248995,-101.67364611305533,-98.09161314591135,53335,-61.32289672837416,-61.77632934941049,14902,-38.94775702950511,-43.07217992464057
