ou_mean,ou_std,TI_V_num_-200_0,TI_V_mean_-200_0,TI_V_median_-200_0,TI_V_num_-200_-70,TI_V_mean_-200_-70,TI_V_median_-200_-70,TI_V_num_-70_-50,TI_V_mean_-70_-50,TI_V_median_-70_-50,TI_V_num_-50_0,TI_V_mean_-50_0,TI_V_median_-50_0,TIM_V_num_-200_0,TIM_V_mean_-200_0,TIM_V_median_-200_0,TIM_V_num_-200_-70,TIM_V_mean_-200_-70,TIM_V_median_-200_-70,TIM_V_num_-70_-50,TIM_V_mean_-70_-50,TIM_V_median_-70_-50,TIM_V_num_-50_0,TIM_V_mean_-50_0,TIM_V_median_-50_0
0.0083947368421052,0.0142105263157894,316503,-65.36556589773197,-64.39392011107184,102368,-78.28835495149012,-76.56204272307059,200031,-60.71778810546986,-60.51255917375497,14104,-37.488337431259,-43.521948513668754,316488,-65.13814658639855,-64.2251941638063,99555,-77.96284131587096,-76.52246439614352,202963,-60.74563551522347,-60.53580362935694,13970,-37.56153532986906,-43.66464663546345
-0.0065263157894736,0.0078947368421052,319990,-110.33244740946705,-110.41906286994298,319215,-110.45067250933484,-110.46104011626626,758,-62.12663105006393,-61.899296134785565,17,-39.79030306390672,-44.25383818966449,319996,-110.5818829299811,-110.8283958536928,319845,-110.60178715142088,-110.83572341083945,151,-68.4211828875821,-68.52551723462194,0,,
0.0034210526315789,0.0023684210526315,318002,-59.018443074898215,-58.80473316972319,2740,-71.39045724324612,-71.02935680137156,308126,-59.4002985195682,-58.872122365754635,7136,-37.77980664473316,-43.94515548523523,318033,-58.99725867355835,-58.84020564462923,3649,-71.7891450534204,-71.51191989933817,307141,-59.34610939038379,-58.89885895237013,7243,-37.759656655527984,-44.006371460425484
0.0001052631578947,0.0118421052631578,318520,-75.95284277239392,-73.9058966707559,188330,-86.5625226806242,-83.96342264622348,124469,-61.658397609919845,-61.87449279958569,5721,-37.6893010508385,-43.754238143650994,318519,-75.61376479178631,-74.10878906609943,191193,-85.56708670439579,-82.95039709080338,121606,-61.757437273787744,-62.06497098086474,5720,-37.50311579112149,-43.59526872483667
0.0067368421052631,0.0023684210526315,316956,-57.336083346231185,-57.56090027717161,266,-70.84327661986228,-70.63336273616792,305564,-58.033307005712885,-57.67556608232113,11126,-37.864632357856564,-44.1034028960632,317004,-57.40219174698468,-57.634172584509145,512,-70.8653683506777,-70.8194920957222,305329,-58.09924988288013,-57.735327728782956,11163,-37.718844080952955,-44.03760028438232
0.0117105263157894,0.0126315789473684,316054,-62.750549518952795,-62.013027171112626,68332,-76.3041116366372,-74.9469812930426,232034,-60.463669478991,-60.11405148404753,15688,-37.53968239547511,-43.63737428635225,316060,-62.62302359147857,-61.8268632813391,67821,-76.086696346206,-74.82552451172815,232388,-60.40013583405794,-60.01820514393383,15851,-37.60584425093855,-43.8139991032384
0.0150263157894736,0.0071052631578947,315659,-58.31976883445057,-58.293595894850895,9999,-72.43936439082411,-71.740386718565,288370,-59.05871280975677,-58.434489633643636,17290,-37.82982608562326,-44.23110400005103,315663,-58.34371178364636,-58.3197076725112,10404,-72.52246933292385,-72.0153933325314,287975,-59.06581636068996,-58.443708501029434,17284,-37.77764726635805,-44.180335309242395
0.0001052631578947,0.0039473684210526,319676,-70.67669565517312,-70.65118714320026,168528,-77.0108365530962,-76.04623179087575,149988,-63.81548146603955,-64.52874901322352,1160,-37.59022716774087,-43.79693312660799,319723,-70.5514478392883,-70.46331980158189,167062,-76.76535077807823,-76.1458549460279,151686,-63.91894318406304,-64.58317370634764,975,-37.6807282212125,-43.75876404934726
0.0133684210526315,0.015,315828,-63.293113687533875,-62.54801097219111,77830,-76.99822545355167,-75.48262223213828,220856,-60.464705465798765,-60.21787742058211,17142,-37.50861231490337,-43.59260901580552,315790,-63.0051991145736,-62.2025712665787,74030,-76.6863463586472,-75.2252056572859,224840,-60.41360258953415,-60.09668162448423,16920,-37.58434995447365,-43.60873889690743
-0.0081842105263157,0.0055263157894736,319996,-122.34834013073831,-122.37364135839084,319996,-122.34834013073831,-122.37364135839084,0,,,0,,,319996,-122.67895843337634,-122.84344639053654,319996,-122.67895843337634,-122.84344639053654,0,,,0,,
0.0067368421052631,0.0,316940,-56.382060755502756,-57.50757697247775,0,,,305808,-57.055926695032724,-57.56459098196816,11132,-37.87023940841475,-43.98208404221705,316940,-56.382060755502756,-57.50757697247775,0,,,305808,-57.055926695032724,-57.56459098196816,11132,-37.87023940841475,-43.98208404221705
-0.0115,0.0007894736842105,319996,-148.1411171308173,-148.14520477725623,319996,-148.1411171308173,-148.14520477725623,0,,,0,,,319996,-148.19007697292344,-148.21357240907145,319996,-148.19007697292344,-148.21357240907145,0,,,0,,
